combo_id,mean,sd,p25,p50,p75
Q_C1,1.6131982512746006,0.5594336195202716,1.1814652616736718,1.5173647779060406,2.0039158393983723
Q_C2,2.303607763174878,0.7287433933912527,1.7562388014279176,2.195294612635198,2.791224008573326
