 ,HUC8,Fig2a_WetlandDensity,Fig2b_PercentNRemoval,Fig2c_NSurplus,Fig2d_EstNRemoval,,,,
414,4100003,0.147253364,0.400022242,39.732028,7.953466384,,,,
415,4100004,0.040456846,0.169317234,85.519982,7.229402023,,,,
416,4100005,0.058731988,0.250497571,52.934575,6.408689829,,,,
417,4100006,0.055991971,0.238527225,37.912655,4.574079448,,,,
418,4100007,0.023532969,0.097753509,55.363472,2.689414643,,,,
419,4100008,0.020104124,0.084544602,46.08976,1.93566721,,,,
420,4100009,0.042218454,0.185916701,39.065688,3.549326544,,,,
421,4100010,0.05699124,0.243919743,44.11038,5.405780072,,,,
422,4100011,0.038439305,0.166639134,44.089618,3.624065772,,,,
423,4100012,0.051778163,0.219424225,47.928392,5.057719993,,,,
424,4110001,0.041307153,0.170042378,27.886491,2.351051798,,,,
425,4110002,0.072441099,0.285771032,16.587211,2.40215767,,,,
426,4110003,0.093530765,0.343633415,24.463716,4.021510258,,,,
427,4110004,0.144464357,0.411757428,19.432114,3.874548579,,,,
428,4120101,0.083850446,0.316803755,17.982253,2.820772934,,,,
429,4120102,0.052738508,0.222063461,24.531288,2.684229603,,,,
430,4120103,0.071523239,0.284468556,24.995614,3.521618428,,,,
431,4120104,0.147823261,0.410150953,20.890878,4.380242254,,,,
432,4130001,0.146134868,0.411192639,26.588174,5.419175331,,,,
433,4130002,0.049960772,0.21598946,18.396151,1.976866918,,,,
434,4130003,0.084011537,0.318764493,36.528885,5.799536689,,,,
435,4140101,0.097944901,0.352943004,15.180278,2.668226786,,,,
436,4140102,0.133568778,0.396279409,6.468937,1.288138999,,,,
437,4140201,0.068634601,0.280876741,28.468272,3.904162357,,,,
438,4140202,0.13782252,0.40423348,19.6834,3.996427063,,,,
439,4140203,0.117488861,0.383417266,18.097742,3.365700475,,,,
440,4150101,0.141940461,0.397957452,13.571351,2.655522508,,,,
441,4150102,0.088197433,0.327583941,17.313604,2.840176373,,,,
442,4150302,0.133685102,0.396934853,7.483766,1.502328144,,,,
443,4150303,0.144144689,0.413688765,8.54973,1.690141571,,,,
444,4150304,0.129308585,0.39635812,5.472462,1.080116122,,,,
445,4150305,0.140124007,0.406503942,4.481412,0.902284244,,,,
446,4150306,0.149656978,0.413635803,6.076809,1.259008139,,,,
447,4150307,0.099772069,0.345901015,13.673543,2.387705555,,,,
448,4150308,0.126033165,0.391088361,12.093481,2.342856573,,,,
449,4150309,0.08415549,0.325111809,16.192156,2.562070929,,,,
450,4150310,0.135219809,0.402601295,14.084856,2.897951041,,,,
451,4150401,0.095790553,0.339019725,12.889629,2.179145839,,,,
452,4150402,0.104530608,0.360690243,20.696228,3.686229314,,,,
453,4150403,0.037429337,0.162248527,6.318383,0.500625638,,,,
454,4150404,0.073553577,0.282621627,3.28897,0.46140617,,,,
455,4150405,0.05183931,0.220072859,6.712356,0.726908901,,,,
456,4150406,0.119580468,0.381082768,2.731318,0.508141055,,,,
457,4150407,0.061246822,0.26017954,23.002119,2.871889038,,,,
458,4150408,0.101641482,0.358262366,16.398026,2.890961385,,,,
459,4150409,0.446497663,0.478148638,13.096267,3.033663666,,,,
460,4150500,0.060487736,0.253404827,11.611772,1.465144527,,,,
461,5010001,0.049608076,0.214501595,6.689276,0.690791,,,,
462,5010002,0.084333411,0.319948831,11.27523,1.809021677,,,,
463,5010003,0.021711629,0.091414636,7.920093,0.364253664,,,,
464,5010004,0.087297371,0.32983101,10.359471,1.697392494,,,,
465,5010005,0.016616711,0.070882483,4.847629,0.168836476,,,,
466,5010006,0.015786589,0.066770524,9.649657,0.322724569,,,,
467,5010007,0.016547861,0.069718433,11.473542,0.394251159,,,,
468,5010008,0.014414889,0.060157445,7.003172,0.207144204,,,,
469,5010009,0.010275566,0.043043817,6.178757,0.132035025,,,,
470,5020001,0.017162358,0.073176641,3.296057,0.11762828,,,,
471,5020002,0.01411126,0.06059957,3.054154,0.091157185,,,,
472,5020003,0.021015999,0.092496326,3.726695,0.171175282,,,,
473,5020004,0.036358693,0.156479649,3.898616,0.301848403,,,,
474,5020005,0.014016567,0.060792214,6.483357,0.193950118,,,,
475,5020006,0.029727253,0.126685249,14.68684,0.919885536,,,,
476,5030101,0.031221458,0.132931812,12.426015,0.823906753,,,,
477,5030102,0.084719765,0.320973707,22.516232,3.602463884,,,,
478,5030103,0.074697037,0.292830834,24.303374,3.505540981,,,,
479,5030104,0.012902229,0.05346641,3.89305,0.103974829,,,,
480,5030105,0.029410555,0.123809283,13.386864,0.827432881,,,,
481,5030106,0.025222177,0.10750154,5.965462,0.311739788,,,,
482,5030201,0.020154847,0.084435164,4.301268,0.176859035,,,,
483,5030202,0.024416481,0.101572941,4.536019,0.225284101,,,,
484,5030203,0.012830579,0.056862383,3.042902,0.08539218,,,,
485,5030204,0.022199014,0.092276093,9.761182,0.441449171,,,,
486,5040001,0.040996743,0.175131469,29.338019,2.524681652,,,,
487,5040002,0.036221664,0.15483103,33.832065,2.565718209,,,,
488,5040003,0.037415759,0.158194583,39.500409,3.078777599,,,,
489,5040004,0.027584845,0.11593509,14.182623,0.813529235,,,,
490,5040005,0.040917172,0.174453782,10.085478,0.853870809,,,,
491,5040006,0.026165912,0.109933337,26.720529,1.450703946,,,,
492,5050001,0.020811218,0.08990212,14.766859,0.655059348,,,,
493,5050002,0.022095866,0.094853679,4.654178,0.218714477,,,,
494,5050003,0.019070029,0.080919743,3.908888,0.156709183,,,,
495,5050004,0.019988961,0.086626523,3.560312,0.152087211,,,,
496,5050005,0.021633196,0.091599438,3.87569,0.175132795,,,,
497,5050006,0.009845462,0.041530981,3.53084,0.071366839,,,,
498,5050007,0.008785461,0.03749815,3.401008,0.061704605,,,,
499,5050008,0.013352614,0.058699245,3.674611,0.103398437,,,,
500,5050009,0.010433324,0.043663911,3.658068,0.079853704,,,,
501,5060001,0.023548656,0.098290543,36.910714,1.78285529,,,,
502,5060002,0.020491742,0.085306681,16.752321,0.711929853,,,,
503,5060003,0.016980986,0.072587908,30.95774,1.097798581,,,,
504,5070101,0.012544729,0.053415003,3.558356,0.092886517,,,,
505,5070102,0.014506964,0.062927447,3.768195,0.115886226,,,,
506,5070201,0.022600327,0.098425635,3.494304,0.167150927,,,,
507,5070202,0.017899592,0.075552569,3.172839,0.117126436,,,,
508,5070203,0.013492297,0.059235441,3.270107,0.096210297,,,,
509,5070204,0.025430949,0.11092206,3.470874,0.19158701,,,,
510,5080001,0.023648504,0.099321334,45.561819,2.210112102,,,,
511,5080002,0.020955939,0.086691693,38.585047,1.662331418,,,,
512,5080003,0.031472212,0.132852007,35.684552,2.309063145,,,,
513,5090101,0.031658713,0.132843675,8.281667,0.5450054,,,,
514,5090102,0.013969295,0.058890439,3.576161,0.102970146,,,,
515,5090103,0.023589335,0.097692393,4.606994,0.222974278,,,,
516,5090104,0.015669867,0.065899842,3.607331,0.118053228,,,,
517,5090201,0.02584434,0.108513742,19.582547,1.040970616,,,,
518,5090202,0.023087223,0.096943476,40.857536,2.002268387,,,,
519,5090203,0.039500665,0.165947306,13.899544,1.143258534,,,,
520,5100101,0.016527251,0.069385252,17.012253,0.58089572,,,,
521,5100102,0.020137203,0.083393164,35.315023,1.461486255,,,,
522,5100201,0.013894303,0.058844509,3.296964,0.095382879,,,,
523,5100202,0.011116347,0.047364771,3.306656,0.077850557,,,,
524,5100203,0.012454294,0.053963558,3.27697,0.084896017,,,,
525,5100204,0.014182764,0.059831138,5.000374,0.147774434,,,,
526,5100205,0.017941042,0.07414546,25.377951,0.934454167,,,,
527,5110001,0.017708286,0.073971361,32.63131,1.212679093,,,,
528,5110002,0.022708577,0.093039193,38.170246,1.753524217,,,,
529,5110003,0.040887538,0.176106534,18.586264,1.582413045,,,,
530,5110004,0.025893243,0.110439546,28.627547,1.558680126,,,,
531,5110005,0.066407392,0.274258449,29.945723,4.080251302,,,,
532,5110006,0.081897788,0.312739078,22.684095,3.567693771,,,,
533,5120101,0.027549942,0.115591368,73.839169,4.182709576,,,,
534,5120102,0.029627302,0.12545573,73.747889,4.604294784,,,,
535,5120103,0.032754573,0.138142849,49.14148,3.340855854,,,,
536,5120104,0.04649489,0.194701106,44.859198,4.339669758,,,,
537,5120105,0.037640054,0.16251831,51.108523,4.059288237,,,,
538,5120106,0.062246285,0.257643404,53.133359,6.758155792,,,,
539,5120107,0.041134462,0.17890857,54.29208,4.778705796,,,,
540,5120108,0.0383195,0.165322415,36.891567,3.031355127,,,,
541,5120109,0.020802935,0.088055961,32.790654,1.441113541,,,,
542,5120110,0.031758443,0.136101981,43.653866,2.947038427,,,,
543,5120111,0.088521513,0.335824668,34.948146,5.763787482,,,,
544,5120112,0.033703557,0.14283327,34.981421,2.486581228,,,,
545,5120113,0.187763112,0.450008759,49.06925,10.92246715,,,,
546,5120114,0.050042457,0.222165462,43.239308,4.673266363,,,,
547,5120115,0.04287915,0.184582672,39.057457,3.503149377,,,,
548,5120201,0.033780121,0.143024435,34.106205,2.401117208,,,,
549,5120202,0.066461493,0.278513409,39.438168,5.395422824,,,,
550,5120203,0.035695337,0.151269919,38.57453,2.856919205,,,,
551,5120204,0.032552755,0.138558753,50.275805,3.40456528,,,,
552,5120205,0.030066541,0.126530455,47.966197,2.980312246,,,,
553,5120206,0.047370661,0.203649208,49.458839,4.979484269,,,,
554,5120207,0.07351909,0.298188328,39.632879,5.795560462,,,,
555,5120208,0.033834395,0.145083281,25.512448,1.844916277,,,,
556,5120209,0.079625929,0.308071256,25.929083,3.872911048,,,,
557,5130101,0.020625462,0.086575016,6.366617,0.269711617,,,,
558,5130102,0.014699116,0.061819424,8.063152,0.243011862,,,,
559,5130103,0.01317428,0.055721035,21.6673,0.597361153,,,,
560,5130104,0.016908236,0.072437653,7.115463,0.254556599,,,,
561,5130105,0.028507446,0.126110051,11.10902,0.689600875,,,,
562,5130106,0.014855716,0.061236459,14.97908,0.446386832,,,,
563,5130107,0.041569149,0.17842641,20.797756,1.818616558,,,,
564,5130108,0.019617633,0.081381024,17.13034,0.698453828,,,,
565,5130201,0.016514897,0.067634445,12.623628,0.419866419,,,,
566,5130202,0.017216997,0.071346319,11.232763,0.394652511,,,,
567,5130203,0.015006405,0.062108799,13.142939,0.401034847,,,,
568,5130204,0.021232993,0.088855951,13.140022,0.584844318,,,,
569,5130205,0.032400898,0.136883043,20.954988,1.423190204,,,,
570,5130206,0.04978754,0.210644355,38.172345,4.017037897,,,,
571,5140101,0.034722368,0.146949565,14.696592,1.053166018,,,,
572,5140102,0.024778635,0.104098276,31.933192,1.656133572,,,,
573,5140103,0.018224947,0.076949027,32.306093,1.230910762,,,,
574,5140104,0.029396766,0.125838231,22.544196,1.391111348,,,,
575,5140201,0.074227762,0.29604532,28.417453,4.241349963,,,,
576,5140202,0.127082344,0.39874963,34.948705,6.792458912,,,,
577,5140203,0.110584925,0.376334172,16.594858,3.129132769,,,,
578,5140204,0.06412795,0.269701355,24.695411,3.220269921,,,,
579,5140205,0.070362296,0.285354193,13.058936,1.869738365,,,,
580,5140206,0.17529177,0.447808468,24.743061,5.443941932,,,,
581,6010101,0.022479858,0.09511916,9.127217,0.430654576,,,,
582,6010102,0.024678474,0.104425985,17.289502,0.881142885,,,,
583,6010103,0.024732711,0.105750207,8.138589,0.425111166,,,,
584,6010104,0.022447222,0.096803448,19.382482,0.927965108,,,,
585,6010105,0.024873816,0.108120533,8.222192,0.443649063,,,,
586,6010106,0.020787516,0.090211621,3.626497,0.160281432,,,,
587,6010107,0.022416781,0.094169528,8.351967,0.390300907,,,,
588,6010108,0.029210671,0.12276275,16.08015,0.979636804,,,,
589,6010201,0.015861625,0.066695687,18.531163,0.604103913,,,,
590,6010202,0.016295789,0.069697166,2.809328,0.095677916,,,,
591,6010203,0.015298,0.067047264,2.856285,0.095231349,,,,
592,6010204,0.02308364,0.098216618,10.588148,0.505892534,,,,
593,6010205,0.019648429,0.084625424,8.510072,0.355803941,,,,
594,6010206,0.025142636,0.105897946,5.841908,0.306049733,,,,
595,6010207,0.017831869,0.075531195,8.165576,0.306382965,,,,
596,6010208,0.020463007,0.086894043,11.130207,0.469648281,,,,
597,6020001,0.022844599,0.096204099,9.335897,0.445821547,,,,
598,6020002,0.021125047,0.090021462,9.551258,0.428610551,,,,
599,6020003,0.020809167,0.088201192,3.102697,0.134231847,,,,
600,6020004,0.018115003,0.077489838,9.780508,0.371867046,,,,
601,6030001,0.029871109,0.12909108,21.414153,1.321508073,,,,
602,6030002,0.086048347,0.326439916,18.919956,3.050209704,,,,
603,6030003,0.030922785,0.130193049,22.359442,1.464723596,,,,
604,6030004,0.043862264,0.185802253,16.443601,1.496505539,,,,
605,6030005,0.093437911,0.33871526,18.840165,3.091330618,,,,
606,6030006,0.070442508,0.284267546,9.66167,1.365519471,,,,
607,6040001,0.050104529,0.209010369,8.910103,0.944213627,,,,
608,6040002,0.030866585,0.132590768,19.620303,1.258651537,,,,
609,6040003,0.027101742,0.116572205,12.765588,0.709458376,,,,
610,6040004,0.033532203,0.143306374,9.938744,0.700735371,,,,
611,6040005,0.06761591,0.276657368,9.75797,1.338202376,,,,
612,6040006,0.089796148,0.341669495,45.505059,7.487183083,,,,
613,7010101,0.235503961,0.462347391,2.102374,0.491852605,,,,
614,7010102,0.225109373,0.472323702,1.860909,0.432022996,,,,
615,7010103,0.348553942,0.509517166,3.311707,0.80161954,,,,
616,7010104,0.278983014,0.47857043,12.44256,2.89161136,,,,
617,7010105,0.19902943,0.467706568,3.227209,0.734377664,,,,
618,7010106,0.175400912,0.435777263,9.79493,2.11162517,,,,
619,7010107,0.218627848,0.472061223,17.392246,3.925592644,,,,
620,7010108,0.179577999,0.441672498,19.653613,4.292080133,,,,
621,7010201,0.203615342,0.460902788,44.509247,9.938343904,,,,
622,7010202,0.130506391,0.399337684,52.217138,9.83369649,,,,
623,7010203,0.174762281,0.426217872,26.504923,5.709189694,,,,
624,7010204,0.15489221,0.409262601,41.147593,8.564755911,,,,
625,7010205,0.083400168,0.307061652,35.748026,5.534758087,,,,
626,7010206,0.149136538,0.40706128,19.476177,4.042931381,,,,
627,7010207,0.238363585,0.46242301,11.539235,2.564104888,,,,
628,7020001,0.117148805,0.37980105,28.778956,5.389169021,,,,
629,7020002,0.082730829,0.30949474,26.179369,3.942737634,,,,
630,7020003,0.122236882,0.378878994,30.45916,5.706183356,,,,
631,7020004,0.059600482,0.248747653,29.774378,3.695272397,,,,
632,7020005,0.096096907,0.344580409,22.996429,3.905727782,,,,
633,7020006,0.061497711,0.252376542,40.520508,5.088341462,,,,
634,7020007,0.081150626,0.311967715,38.030005,5.82344312,,,,
635,7020008,0.047685758,0.197929648,37.084601,3.644143951,,,,
636,7020009,0.056269537,0.234120744,44.496397,5.287635612,,,,
637,7020010,0.042827952,0.182886951,37.42968,3.318761541,,,,
638,7020011,0.062622563,0.25828175,39.993684,5.252220367,,,,
639,7020012,0.103817971,0.353893805,31.965017,5.505244792,,,,
640,7030001,0.284147921,0.46919892,4.619574,1.089083358,,,,
641,7030002,0.190002964,0.432818607,3.458993,0.772023708,,,,
642,7030003,0.333835087,0.477674016,6.60461,1.576018527,,,,
643,7030004,0.297991356,0.478109223,7.601401,1.786392891,,,,
644,7030005,0.194731948,0.44897848,21.20364,4.660393007,,,,
645,7040001,0.171309381,0.457210051,33.702641,7.467449508,,,,
646,7040002,0.085311412,0.316232037,37.974945,5.851257609,,,,
647,7040003,0.169932197,0.435018215,33.1455,7.068826306,,,,
648,7040004,0.051206889,0.21793268,41.890507,4.542454842,,,,
649,7040005,0.086567169,0.326403934,39.185551,6.432864663,,,,
650,7040006,0.162744234,0.445424334,23.806272,5.101865413,,,,
651,7040007,0.211127271,0.463019757,28.786413,6.566987909,,,,
652,7040008,0.057197889,0.244471438,41.32629,4.736309394,,,,
653,7050001,0.264333771,0.464540188,5.376565,1.235524394,,,,
654,7050002,0.277687755,0.470198262,3.402951,0.785984049,,,,
655,7050003,0.36463801,0.465076344,7.709222,1.799398111,,,,
656,7050004,0.319006141,0.470356697,6.760822,1.609903765,,,,
657,7050005,0.178193351,0.448057912,24.950248,5.438776116,,,,
658,7050006,0.226728596,0.461150101,29.099634,6.512946094,,,,
659,7050007,0.098568838,0.355204823,23.153864,3.913392689,,,,
660,7060001,0.203714713,0.472972378,36.542023,8.448792666,,,,
661,7060002,0.033698016,0.141406404,54.040701,3.620261913,,,,
662,7060003,0.140568957,0.430577738,46.809708,10.11057939,,,,
663,7060004,0.024673271,0.103663362,57.557975,2.952333683,,,,
664,7060005,0.101480466,0.367128178,37.939253,6.924901361,,,,
665,7060006,0.020943508,0.089007219,63.729408,2.780550644,,,,
666,7070001,0.272356575,0.472837404,3.150868,0.734913511,,,,
667,7070002,0.249072841,0.461898363,27.960584,6.339741036,,,,
668,7070003,0.250515851,0.479782085,27.179736,6.311775367,,,,
669,7070004,0.072029205,0.29050629,29.000755,4.121715512,,,,
670,7070005,0.082518127,0.317757786,24.854482,3.995460504,,,,
671,7070006,0.035701512,0.151545844,18.248863,1.380941472,,,,
672,7080101,0.163575075,0.444507975,26.62287,5.725415915,,,,
673,7080102,0.042529023,0.178814579,62.977739,5.542192857,,,,
674,7080103,0.058565689,0.250783083,64.694906,7.984914511,,,,
675,7080104,0.105375621,0.386799022,24.320331,4.669300037,,,,
676,7080105,0.027457771,0.117334001,50.802016,2.955264241,,,,
677,7080106,0.032317131,0.135701767,40.921535,2.745314227,,,,
678,7080107,0.033304073,0.139977226,44.800957,3.144421767,,,,
679,7080201,0.037692238,0.156758301,53.415087,4.216715824,,,,
680,7080202,0.058353769,0.247356158,51.400489,6.24599737,,,,
681,7080203,0.054253501,0.232475648,45.757999,5.173496752,,,,
682,7080204,0.028604134,0.122522238,50.4407,3.096815084,,,,
683,7080205,0.033702103,0.142927933,49.588776,3.488949381,,,,
684,7080206,0.053835898,0.231679157,51.79004,5.801755867,,,,
685,7080207,0.018998482,0.080560237,57.391836,2.274892405,,,,
686,7080208,0.05908631,0.254245772,39.882081,4.907670465,,,,
687,7080209,0.045791474,0.19686553,52.046669,4.962101083,,,,
688,7090001,0.176769839,0.437925115,46.115435,9.959267799,,,,
689,7090002,0.110386704,0.373290069,39.78765,7.34306931,,,,
690,7090003,0.045992324,0.193724962,48.321357,4.601999938,,,,
691,7090004,0.088037474,0.325861672,44.791391,7.329509766,,,,
692,7090005,0.031294348,0.136278149,29.168547,1.984154579,,,,
693,7090006,0.036019693,0.150920265,51.307949,3.890066974,,,,
694,7090007,0.019435848,0.083525067,29.84118,1.247648011,,,,
695,7100001,0.068775161,0.276871703,38.184422,5.2280452,,,,
696,7100002,0.027672424,0.115769428,65.606945,3.797193652,,,,
697,7100003,0.027655492,0.116552113,51.179269,2.961405311,,,,
698,7100004,0.022463112,0.095657656,47.360755,2.255074993,,,,
699,7100005,0.01270576,0.053353626,82.280092,2.126759577,,,,
700,7100006,0.0180437,0.07706964,56.937744,2.144755005,,,,
701,7100007,0.022750381,0.095464405,47.340467,2.248460625,,,,
702,7100008,0.043245413,0.187285079,31.554787,2.813022817,,,,
703,7100009,0.048578759,0.210578662,28.653541,2.956440953,,,,
704,7110001,0.07505451,0.29697798,27.570749,4.050057662,,,,
705,7110002,0.053377789,0.220209473,28.035345,3.114327431,,,,
706,7110003,0.046569103,0.195691746,32.507009,3.114939046,,,,
707,7110004,0.102151584,0.360837033,27.36907,4.81281695,,,,
708,7110005,0.049199964,0.208130702,37.902382,3.713221675,,,,
709,7110006,0.035703752,0.152286601,32.573711,2.3724484,,,,
710,7110007,0.058980257,0.248206135,29.640421,3.696680541,,,,
711,7110008,0.04570176,0.191533919,36.470153,3.457424058,,,,
712,7110009,0.136003304,0.402774663,23.064597,4.665889674,,,,
713,7120001,0.062231044,0.259714201,47.881815,6.154070381,,,,
714,7120002,0.033300775,0.143254168,48.512383,3.462787483,,,,
715,7120003,0.049248671,0.212731202,8.980405,0.944180162,,,,
716,7120004,0.075694867,0.300500625,16.032583,2.338960968,,,,
717,7120005,0.02291347,0.097611968,28.558391,1.338537695,,,,
718,7120006,0.158067626,0.426717702,24.719855,5.226945714,,,,
719,7120007,0.026747532,0.11505084,31.771794,1.811314234,,,,
720,7130001,0.03654566,0.158734,32.867558,2.570832502,,,,
721,7130002,0.013265307,0.058010107,35.804727,1.016725769,,,,
722,7130003,0.056592217,0.241516252,23.869242,2.890772885,,,,
723,7130004,0.019161635,0.080099401,41.974584,1.674092679,,,,
724,7130005,0.02497619,0.105188476,20.122164,1.043231998,,,,
725,7130006,0.023724775,0.101307055,37.8366,1.836791557,,,,
726,7130007,0.023984354,0.10016308,33.904865,1.674061792,,,,
727,7130008,0.037876241,0.160518217,25.195531,1.997636694,,,,
728,7130009,0.018296507,0.077145161,33.489722,1.290710281,,,,
729,7130010,0.030204559,0.125428573,19.406886,1.212289713,,,,
730,7130011,0.045766293,0.196788846,25.485284,2.423462723,,,,
731,7130012,0.023535876,0.095797156,40.300803,1.983125256,,,,
732,7140101,0.104375101,0.364634474,26.316383,4.717786695,,,,
733,7140102,0.028151283,0.119617401,10.724639,0.650363651,,,,
734,7140103,0.025259524,0.106516523,22.964774,1.189100983,,,,
735,7140104,0.027917806,0.118495607,11.296378,0.666975369,,,,
736,7140105,0.133521477,0.411492076,28.087262,5.654476378,,,,
737,7140106,0.080044047,0.316798538,32.176163,4.951572042,,,,
738,7140107,0.03272263,0.138970578,22.097399,1.475469107,,,,
739,7140108,0.115887295,0.38187805,31.144432,5.956061007,,,,
740,7140201,0.018797641,0.07961245,30.812778,1.217863723,,,,
741,7140202,0.053970563,0.235047416,43.527485,4.93169972,,,,
742,7140203,0.046317865,0.205162039,44.751344,4.567034,,,,
743,7140204,0.067443532,0.280555296,48.403068,6.817159317,,,,
744,8010100,0.607456622,0.506245392,19.398957,4.876055455,,,,
745,8010201,0.121062344,0.392322626,40.742499,7.79273776,,,,
746,8010202,0.169310732,0.441881144,23.539332,5.074323777,,,,
747,8010203,0.09089435,0.335198509,22.335907,3.756776483,,,,
748,8010204,0.096004321,0.352996685,23.257937,3.94894956,,,,
749,8010205,0.103572494,0.358469893,22.447114,4.013008413,,,,
750,8010206,0.11771094,0.382003118,30.339518,5.614563264,,,,
751,8010207,0.112175706,0.377948091,11.389234,2.138063527,,,,
752,8010208,0.138693293,0.418833421,15.965317,3.293635198,,,,
753,8010209,0.085593406,0.324033957,25.967644,4.161475768,,,,
754,8010210,0.131952436,0.399893281,8.21228,1.615846763,,,,
755,8010211,0.106197902,0.361683413,8.5715,1.544630629,,,,
756,8010300,0.348496753,0.496295443,59.966431,14.5153652,,,,
757,8020100,0.641914035,0.510487031,22.448434,5.693843006,,,,
758,8020202,0.028442501,0.118831532,7.671149,0.458736498,,,,
759,8020203,0.124886083,0.402901031,47.545392,9.398957317,,,,
760,8020204,0.056101876,0.246722217,54.80313,6.523429995,,,,
761,8020205,0.127767415,0.407181019,45.646032,9.123203764,,,,
762,8020301,0.121747945,0.392395946,27.067752,5.211305624,,,,
763,8020302,0.162165455,0.43318766,42.277703,9.074796599,,,,
764,8020303,0.216116086,0.473337958,42.38663,9.8919569,,,,
765,8020304,0.144955754,0.419682798,58.523036,12.0065402,,,,
766,8020401,0.319037202,0.512314995,34.336702,8.508290126,,,,
767,8020402,0.142110555,0.420245472,39.077956,8.086682111,,,,
768,8030100,1,0.520764392,16.337446,4.207353724,,,,
769,8030201,0.074286136,0.294633569,10.859705,1.586718141,,,,
770,8030202,0.121375813,0.392279403,20.079732,3.922560594,,,,
771,8030203,0.056550438,0.235054077,8.365539,0.992336571,,,,
772,8030204,0.102677004,0.360440772,16.612005,2.915652633,,,,
773,8030205,0.076249859,0.305840614,12.319254,1.910565866,,,,
774,8030206,0.141766363,0.423747607,14.409809,3.02072356,,,,
775,8030207,0.138895318,0.428377663,34.490057,7.211997577,,,,
776,8030208,0.326318244,0.492385093,10.523563,2.59034724,,,,
777,8030209,0.350982174,0.488894453,23.337145,5.732948298,,,,
778,8040101,0.013093134,0.055375536,10.96768,0.300282495,,,,
779,8040102,0.022707867,0.098157239,7.8878,0.377067153,,,,
780,8040103,0.037030321,0.160709581,11.730149,0.908368014,,,,
781,8040201,0.01748132,0.074254328,3.575342,0.131507657,,,,
782,8040202,0.207657369,0.473849429,10.399055,2.390947935,,,,
783,8040203,0.029217017,0.126719974,5.938815,0.368890683,,,,
784,8040204,0.05651962,0.256426265,3.635555,0.459237026,,,,
785,8040205,0.15485012,0.44721039,26.385394,5.642389342,,,,
786,8040206,0.053392289,0.233407317,3.539121,0.416187953,,,,
787,8040207,0.187046036,0.466781068,16.926247,3.901951658,,,,
788,8040301,0.470148679,0.494835842,25.531821,6.363394319,,,,
789,8040302,0.100224075,0.370762466,5.380627,0.998799516,,,,
790,8040303,0.087392155,0.348663104,3.710419,0.634958456,,,,
791,8040304,0.197236104,0.466577153,8.812518,2.048093135,,,,
792,8040305,0.343359335,0.48831338,46.870162,11.27253595,,,,
793,8040306,0.461549237,0.493641475,34.694609,8.357006275,,,,
794,8050001,0.192820096,0.46744444,50.583101,11.7391673,,,,
795,8050002,0.152780685,0.427593476,50.722927,10.67597948,,,,
796,8050003,0.334901851,0.503698791,41.008369,10.2349329,,,,
797,8060100,0.869142431,0.515948905,10.367452,2.621079938,,,,
798,8060201,0.073224738,0.298270505,4.911885,0.727971684,,,,
799,8060202,0.134644872,0.417826959,10.47635,2.149690886,,,,
800,8060203,0.083912578,0.338319738,8.549121,1.400262879,,,,
801,8060204,0.179283807,0.457819668,3.644167,0.832820016,,,,
802,8060205,0.094815461,0.359153712,6.000795,1.059161766,,,,
803,8060206,0.327578673,0.496945139,7.93869,1.929688263,,,,
804,8070100,0.866740203,0.497653943,7.251167,1.753961024,,,,
805,8070201,0.148061564,0.433372639,11.078114,2.393457552,,,,
806,8070202,0.176715312,0.449434377,11.701636,2.627501357,,,,
807,8070203,0.20196197,0.4681045,11.717806,2.721631396,,,,
808,8070204,0.583180092,0.507971477,3.408808,0.856186236,,,,
809,8070205,0.180938064,0.457150001,32.573449,7.46740035,,,,
810,8070300,0.472582424,0.510746277,18.355902,4.586085315,,,,
811,8080101,0.715592449,0.514776191,10.631994,2.739648413,,,,
812,8080102,0.249928235,0.49085406,33.769374,8.20547579,,,,
813,8080103,0.212605834,0.479278542,16.921129,4.010733223,,,,
814,8080201,0.093246826,0.352650041,34.941252,5.956431097,,,,
815,8080202,0.309414041,0.520233816,17.530433,4.468159621,,,,
816,8080203,0.141567918,0.431740125,14.653774,3.158592849,,,,
817,8080204,0.109089101,0.385032517,8.631405,1.628751216,,,,
818,8080205,0.099584493,0.373381614,10.102506,1.871235188,,,,
819,8080206,0.298353498,0.494594293,8.147066,2.031828075,,,,
820,8090100,0.216791735,0.468762174,2.492817,0.576829612,,,,
821,8090201,0.172265737,0.451727237,11.321973,2.47849568,,,,
822,8090202,0.000788731,0.003404337,4.434505,0.00741427,,,,
823,8090203,0.196733064,0.473886655,2.996826,0.706330293,,,,
824,8090301,0.443499495,0.51287116,4.032696,1.018061893,,,,
825,8090302,0.467840702,0.506053505,4.331463,1.068568323,,,,
826,9010002,0.060764778,0.247736702,18.049056,2.228249377,,,,
827,9010003,0.083649471,0.320218603,15.393154,2.403310139,,,,
828,9010004,0.091185905,0.331752346,12.233755,1.965086771,,,,
829,9010005,0.059272625,0.239423069,18.861283,2.231842253,,,,
830,9010006,0.064797244,0.256463495,11.832122,1.558409234,,,,
831,9010007,0.091507549,0.324392987,10.897885,1.768872521,,,,
832,9010008,0.057661264,0.23881265,19.900302,2.363836878,,,,
833,9020101,0.031968053,0.137516464,22.592834,1.535139103,,,,
834,9020102,0.003675837,0.016261815,21.644756,0.16920892,,,,
835,9020103,0.125164706,0.393535454,15.11295,2.7919882,,,,
