 ,HUC8,Fig2a_WetlandDensity,Fig2b_PercentNRemoval,Fig2c_NSurplus,Fig2d_EstNRemoval,,,,
836,9020104,0.034026772,0.14717969,22.474832,1.649720234,,,,
837,9020105,0.086243448,0.320406623,29.721558,4.702625567,,,,
838,9020106,0.083871584,0.31784828,21.633949,3.383229174,,,,
839,9020107,0.028627859,0.123007387,35.622508,2.091313031,,,,
840,9020108,0.109088564,0.369178145,13.729963,2.51613855,,,,
841,9020109,0.049987195,0.209967593,36.406049,3.905130672,,,,
842,9020201,0.106935881,0.358081728,21.185726,3.718958676,,,,
843,9020202,0.075517837,0.292918292,23.775149,3.445452157,,,,
844,9020203,0.098296969,0.344798085,21.114942,3.615943973,,,,
845,9020204,0.073171667,0.290216517,22.293098,3.181718918,,,,
846,9020205,0.04944468,0.206223353,33.50705,3.458543859,,,,
847,9020301,0.04454837,0.189525741,24.82998,2.351499805,,,,
848,9020302,0.417519152,0.491492839,3.380498,0.823171392,,,,
849,9020303,0.193731175,0.467214472,12.503359,2.878220839,,,,
850,9020304,0.462928047,0.507656459,9.982576,2.449579912,,,,
851,9020305,0.160561954,0.432350784,10.898939,2.343034804,,,,
852,9020306,0.030178632,0.12876054,15.550487,0.980827,,,,
853,9020307,0.048142075,0.207742061,38.969597,3.939944712,,,,
854,9020308,0.043746038,0.18559284,33.83874,2.985130958,,,,
855,9020309,0.059985305,0.251747565,15.612402,1.978426287,,,,
856,9020310,0.022934468,0.095084581,30.257642,1.432404831,,,,
857,9020311,0.065406652,0.278786198,20.224441,2.776840965,,,,
858,9020312,0.149018478,0.428297457,13.973552,2.876565617,,,,
859,9020314,0.433845281,0.488850495,9.352551,2.280761557,,,,
860,9020315,0.097205843,0.332974153,19.651776,3.298661879,,,,
861,9020316,0.048323428,0.209908739,25.220257,2.608903836,,,,
862,9030001,0.221409999,0.450182884,2.052759,0.462505533,,,,
863,9030002,0.23538856,0.465877078,2.129265,0.482288919,,,,
864,9030003,0.366757305,0.495681907,1.522104,0.3727165,,,,
865,9030005,0.399925426,0.499649568,2.607196,0.629883874,,,,
866,9030006,0.489904077,0.50787784,1.817996,0.443797235,,,,
867,9030007,0.75558672,0.492197039,1.509354,0.366239537,,,,
868,9030008,0.599379265,0.49328413,2.268746,0.557777785,,,,
869,9030009,0.381080403,0.49571094,3.630568,0.893976941,,,,
870,9040001,0.02953719,0.123028559,1.062709,0.066069701,,,,
871,9040002,0.021721022,0.092730661,1.019573,0.045503455,,,,
872,10020001,0.038737757,0.167886396,1.081643,0.089086936,,,,
873,10020002,0.016364618,0.071617897,4.237699,0.151149945,,,,
874,10020003,0.024516462,0.10276867,2.375861,0.122703369,,,,
875,10020004,0.025197924,0.111590752,2.514419,0.136541857,,,,
876,10020005,0.034144244,0.142919931,3.686435,0.261837705,,,,
877,10020006,0.040492551,0.170788373,1.176693,0.097510012,,,,
878,10020007,0.039449155,0.169767472,1.590829,0.132578896,,,,
879,10020008,0.032155369,0.133258601,6.687502,0.439430579,,,,
880,10030101,0.022754746,0.096563552,3.972393,0.188725879,,,,
881,10030102,0.028439238,0.122324272,4.207644,0.249743157,,,,
882,10030103,0.027284222,0.115612466,1.634556,0.092999444,,,,
883,10030104,0.025756836,0.107598084,5.840639,0.31052084,,,,
884,10030105,0.01155213,0.047358752,1.9663,0.045942097,,,,
885,10030201,0.037729642,0.162014403,3.809073,0.305867714,,,,
886,10030202,0.036432599,0.155026414,5.013607,0.390239111,,,,
887,10030203,0.021271768,0.087968037,6.343878,0.281667014,,,,
888,10030204,0.019254536,0.079520761,4.358675,0.171658569,,,,
889,10030205,0.027248737,0.117611657,8.541142,0.499789819,,,,
890,10040101,0.024666302,0.105469864,2.477738,0.129189891,,,,
891,10040102,0.019635333,0.08101663,5.239917,0.212990108,,,,
892,10040103,0.01834264,0.077377939,8.236545,0.314145315,,,,
893,10040104,0.02048135,0.086739042,1.803813,0.077354178,,,,
894,10040105,0.022308374,0.093297171,5.824384,0.265550675,,,,
895,10040106,0.018143834,0.075022176,9.055897,0.330088672,,,,
896,10040201,0.038718259,0.163721037,2.560267,0.206981167,,,,
897,10040202,0.022206525,0.090274478,1.899074,0.087536195,,,,
898,10040203,0.026391233,0.11200989,5.972241,0.327737314,,,,
899,10040204,0.030669345,0.127387871,3.035608,0.185257463,,,,
900,10040205,0.021473819,0.092188583,0.982945,0.043350379,,,,
901,10050001,0.026594656,0.11249931,2.453485,0.135056,,,,
902,10050002,0.025804712,0.107863877,2.865287,0.150215732,,,,
903,10050003,0.028381649,0.123015264,1.212927,0.072870292,,,,
904,10050004,0.034360427,0.14680363,4.168121,0.301087121,,,,
905,10050005,0.020062109,0.084793631,2.818255,0.119618719,,,,
906,10050006,0.01477067,0.061569797,3.894812,0.12118132,,,,
907,10050007,0.022533218,0.094679951,3.676677,0.172990559,,,,
908,10050008,0.028899974,0.122026789,3.957872,0.237251492,,,,
909,10050009,0.026747652,0.110705855,2.641216,0.141203219,,,,
910,10050010,0.056493735,0.238330798,7.523511,0.904168736,,,,
911,10050011,0.061440887,0.25109671,2.71229,0.335706617,,,,
912,10050012,0.024183261,0.099803883,4.466001,0.223822494,,,,
913,10050013,0.027378082,0.117303581,0.948827,0.054039793,,,,
914,10050014,0.039033508,0.16695515,1.520674,0.126512274,,,,
915,10050015,0.02364765,0.097448667,0.910377,0.043983783,,,,
916,10050016,0.01794153,0.074397013,8.914414,0.335103089,,,,
917,10060001,0.028898194,0.12644004,7.817602,0.486876879,,,,
918,10060002,0.016943478,0.070760815,9.912471,0.339557745,,,,
919,10060003,0.019333899,0.082159695,14.888352,0.605627641,,,,
920,10060004,0.014090585,0.058595846,14.683083,0.42153421,,,,
921,10060005,0.041899542,0.18414068,8.165855,0.728350097,,,,
922,10060006,0.027649475,0.117152247,16.741479,0.972924672,,,,
923,10060007,0.064354888,0.258663577,7.441528,0.948180333,,,,
924,10070001,0.063688962,0.264713965,1.457108,0.192877055,,,,
925,10070002,0.020646465,0.086102969,1.868647,0.081045441,,,,
926,10070003,0.024528265,0.102180104,5.272731,0.273951104,,,,
927,10070004,0.027553614,0.12142968,3.140379,0.184331911,,,,
928,10070005,0.02292434,0.096891348,1.494919,0.06925724,,,,
929,10070006,0.030282848,0.1235787,7.181254,0.436515307,,,,
930,10070007,0.029539389,0.127526199,5.197282,0.339179354,,,,
931,10070008,0.013780126,0.058390592,2.381041,0.068252243,,,,
937,10080006,0.014563029,0.062624202,1.17965,0.036803446,,,,
938,10080006,0.014563029,0.062624202,1.17965,0.036803446,,,,
940,10080008,0.017841866,0.075107811,1.11606,0.041832326,,,,
941,10080008,0.017841866,0.075107811,1.11606,0.041832326,,,,
943,10080010,0.021929384,0.093677552,7.241185,0.329797069,,,,
947,10080014,0.03086565,0.129457681,48.604747,3.100250483,,,,
948,10080015,0.018817952,0.080992201,3.752263,0.151194221,,,,
949,10080016,0.024257195,0.101829374,1.896778,0.095548978,,,,
950,10090101,0.026153476,0.112049091,6.888601,0.374637206,,,,
951,10090102,0.014766063,0.060880391,6.491194,0.201164638,,,,
952,10090201,0.015525428,0.065684213,1.417107,0.045840909,,,,
953,10090201,0.015525428,0.065684213,1.417107,0.045840909,,,,
954,10090202,0.018715093,0.077586138,3.913246,0.152025122,,,,
955,10090203,0.017236402,0.073471106,1.23832,0.043674134,,,,
956,10090203,0.017236402,0.073471106,1.23832,0.043674134,,,,
957,10090204,0.017462557,0.073668145,1.283674,0.046655115,,,,
958,10090204,0.017462557,0.073668145,1.283674,0.046655115,,,,
959,10090205,0.019671318,0.081846947,1.490889,0.061725632,,,,
960,10090205,0.019671318,0.081846947,1.490889,0.061725632,,,,
961,10090206,0.021640899,0.091853177,1.52773,0.069998903,,,,
962,10090207,0.021029719,0.088245995,1.430946,0.062840996,,,,
963,10090208,0.021092968,0.088948586,1.46151,0.063365209,,,,
964,10090209,0.015400294,0.062841246,1.339379,0.042274168,,,,
965,10090210,0.014872189,0.061558592,10.40152,0.324877321,,,,
966,10100001,0.023768332,0.100898645,3.061577,0.151194867,,,,
967,10100002,0.026740308,0.110612072,1.152162,0.063316612,,,,
968,10100003,0.017636367,0.072708858,1.224827,0.045325619,,,,
969,10100004,0.021101192,0.089133815,4.603679,0.20116366,,,,
970,10100005,0.01682603,0.070298193,9.909512,0.339670425,,,,
972,10110102,0.028887116,0.118912344,14.409814,0.846747216,,,,
973,10110201,0.033281897,0.137717512,7.049247,0.478041021,,,,
974,10110202,0.026066609,0.10771304,5.278349,0.284981374,,,,
975,10110203,0.015293861,0.064138901,6.718458,0.21444638,,,,
976,10110204,0.017458332,0.073535816,20.381777,0.734589291,,,,
978,10120101,0.023659967,0.100193855,1.466893,0.072713599,,,,
979,10120101,0.023659967,0.100193855,1.466893,0.072713599,,,,
980,10120102,0.021668783,0.090300296,1.467408,0.065100649,,,,
981,10120102,0.021668783,0.090300296,1.467408,0.065100649,,,,
982,10120103,0.021770745,0.091609092,1.563481,0.070442781,,,,
983,10120103,0.021770745,0.091609092,1.563481,0.070442781,,,,
986,10120106,0.025243871,0.104549608,1.628706,0.083239407,,,,
987,10120106,0.025243871,0.104549608,1.628706,0.083239407,,,,
988,10120107,0.017801642,0.074245304,1.671891,0.061318515,,,,
989,10120107,0.017801642,0.074245304,1.671891,0.061318515,,,,
990,10120108,0.031532384,0.133717412,1.61284,0.105283078,,,,
991,10120108,0.031532384,0.133717412,1.61284,0.105283078,,,,
992,10120109,0.015385584,0.065387513,2.125138,0.068819767,,,,
993,10120109,0.015385584,0.065387513,2.125138,0.068819767,,,,
994,10120110,0.013501597,0.055535723,1.887445,0.052433858,,,,
995,10120110,0.013501597,0.055535723,1.887445,0.052433858,,,,
996,10120111,0.019787086,0.081447576,4.036641,0.164953788,,,,
997,10120111,0.019787086,0.081447576,4.036641,0.164953788,,,,
998,10120112,0.027138448,0.114102335,2.581917,0.144849573,,,,
999,10120112,0.027138448,0.114102335,2.581917,0.144849573,,,,
1000,10120113,0.019288454,0.081878918,2.936009,0.115305279,,,,
1001,10120113,0.019288454,0.081878918,2.936009,0.115305279,,,,
1002,10120201,0.018308816,0.075719278,1.656237,0.061896029,,,,
1003,10120201,0.018308816,0.075719278,1.656237,0.061896029,,,,
1004,10120202,0.024909456,0.104988506,2.584272,0.133388112,,,,
1005,10120203,0.013297919,0.056181041,2.167893,0.05903951,,,,
1006,10120203,0.013297919,0.056181041,2.167893,0.05903951,,,,
1008,10130102,0.041864319,0.173568262,10.157331,0.913499431,,,,
1011,10130105,0.035345107,0.150669488,16.351894,1.247514985,,,,
1012,10130106,0.097333323,0.342156147,12.66547,2.134455109,,,,
1017,10130205,0.027608229,0.116529076,19.824257,1.130876256,,,,
1018,10130205,0.027608229,0.116529076,19.824257,1.130876256,,,,
1019,10130206,0.019193506,0.080492074,3.930265,0.157504716,,,,
1020,10130206,0.019193506,0.080492074,3.930265,0.157504716,,,,
1021,10130301,0.024432245,0.098890861,19.241368,0.953947372,,,,
1022,10130301,0.024432245,0.098890861,19.241368,0.953947372,,,,
1023,10130302,0.017262143,0.071566354,6.401108,0.226801536,,,,
1024,10130302,0.017262143,0.071566354,6.401108,0.226801536,,,,
1025,10130303,0.024369863,0.104493557,5.008478,0.258837406,,,,
1026,10130303,0.024369863,0.104493557,5.008478,0.258837406,,,,
1027,10130304,0.01771904,0.072013816,2.035685,0.072972093,,,,
1028,10130304,0.01771904,0.072013816,2.035685,0.072972093,,,,
1029,10130305,0.017751622,0.07196911,5.211545,0.186888312,,,,
1030,10130305,0.017751622,0.07196911,5.211545,0.186888312,,,,
1031,10130306,0.029178572,0.120758813,9.219498,0.539948487,,,,
1032,10140101,0.042208004,0.180845906,19.163091,1.642013721,,,,
1033,10140101,0.042208004,0.180845906,19.163091,1.642013721,,,,
1034,10140102,0.02621473,0.110046921,5.360515,0.28293081,,,,
1035,10140102,0.02621473,0.110046921,5.360515,0.28293081,,,,
1036,10140103,0.066400491,0.274451973,17.601268,2.372295687,,,,
1037,10140104,0.039803482,0.16618981,8.750032,0.709382362,,,,
1038,10140104,0.039803482,0.16618981,8.750032,0.709382362,,,,
1039,10140105,0.051674799,0.221668927,20.60668,2.227954171,,,,
1040,10140201,0.015696352,0.065236517,2.297756,0.073769438,,,,
1041,10140201,0.015696352,0.065236517,2.297756,0.073769438,,,,
1042,10140202,0.019969786,0.085089402,2.394821,0.098890207,,,,
1043,10140202,0.019969786,0.085089402,2.394821,0.098890207,,,,
1044,10140203,0.027634387,0.113733292,3.07275,0.175299281,,,,
1045,10140204,0.035407895,0.149647082,16.101378,1.201465791,,,,
1046,10140204,0.035407895,0.149647082,16.101378,1.201465791,,,,
1047,10150001,0.03344491,0.138993681,18.710619,1.286312914,,,,
1048,10150001,0.03344491,0.138993681,18.710619,1.286312914,,,,
1049,10150002,0.012043985,0.051614649,2.650539,0.065741644,,,,
1050,10150002,0.012043985,0.051614649,2.650539,0.065741644,,,,
1051,10150003,0.024520831,0.103583618,10.955149,0.558192427,,,,
1052,10150003,0.024520831,0.103583618,10.955149,0.558192427,,,,
1053,10150004,0.049934423,0.214752728,8.743914,0.923562525,,,,
1055,10150006,0.035075723,0.148013531,6.910862,0.491045458,,,,
1056,10150007,0.027067898,0.113683466,66.380407,3.680176621,,,,
1057,10150007,0.027067898,0.113683466,66.380407,3.680176621,,,,
1060,10160003,0.11441234,0.374362352,25.134212,4.536509091,,,,
1061,10160003,0.11441234,0.374362352,25.134212,4.536509091,,,,
1062,10160004,0.097245627,0.342793239,27.835467,4.64684177,,,,
1063,10160005,0.084391088,0.322940548,18.260767,2.886725676,,,,
1064,10160006,0.09480091,0.337272718,26.763928,4.389476859,,,,
1065,10160007,0.10043928,0.342459267,25.885867,4.245260386,,,,
1066,10160008,0.103495894,0.34784205,28.346997,4.807199154,,,,
1067,10160009,0.111494512,0.360670178,27.088514,4.746669156,,,,
1068,10160011,0.078955053,0.302442948,37.53297,5.486040603,,,,
1069,10160011,0.078955053,0.302442948,37.53297,5.486040603,,,,
1070,10170101,0.064051644,0.268707683,50.458773,6.610368712,,,,
1071,10170101,0.064051644,0.268707683,50.458773,6.610368712,,,,
1072,10170102,0.058919499,0.247562547,48.870153,6.038594486,,,,
1073,10170103,0.141055738,0.418268407,31.727365,6.568718772,,,,
1074,10170201,0.079862944,0.309057221,23.834534,3.704682969,,,,
1075,10170202,0.085505867,0.317390249,44.589318,7.028272628,,,,
1076,10170203,0.047678259,0.202607642,69.233555,6.78739663,,,,
1077,10170203,0.047678259,0.202607642,69.233555,6.78739663,,,,
1078,10170204,0.018382652,0.077416407,90.563156,3.469851425,,,,
1079,10180001,0.134247799,0.407329192,1.042968,0.207140727,,,,
1080,10180002,0.045486125,0.194003623,4.453244,0.429673474,,,,
1087,10180009,0.021484385,0.092107612,26.129436,1.176844029,,,,
1088,10180009,0.021484385,0.092107612,26.129436,1.176844029,,,,
1089,10180010,0.070345378,0.292070782,5.03056,0.725195278,,,,
1092,10180013,0.010768386,0.045034128,11.33675,0.249347605,,,,
1093,10180013,0.010768386,0.045034128,11.33675,0.249347605,,,,
1095,10190001,0.057503984,0.242571736,1.46205,0.179390781,,,,
1096,10190002,0.029909483,0.126131325,1.604182,0.102416126,,,,
1097,10190003,0.029191649,0.127269676,23.309995,1.43235093,,,,
1098,10190004,0.022970103,0.09922552,1.898408,0.090726441,,,,
1099,10190005,0.033490456,0.143031489,18.268239,1.277775489,,,,
1100,10190006,0.025569451,0.108338814,22.765863,1.187915845,,,,
1101,10190007,0.032101312,0.134354114,16.395957,1.097541269,,,,
1102,10190008,0.021929297,0.090031129,17.137273,0.785663224,,,,
1103,10190009,0.0189628,0.081544078,9.612152,0.381352373,,,,
1104,10190010,0.025755881,0.111421264,11.73383,0.640156018,,,,
1105,10190011,0.035520946,0.156477009,4.261843,0.333749859,,,,
1106,10190012,0.035513843,0.159580675,14.024432,1.08487485,,,,
1107,10190013,0.01261897,0.052806858,3.291791,0.087905861,,,,
1108,10190014,0.011625449,0.048043995,8.979586,0.217275174,,,,
1109,10190015,0.012404145,0.051902632,24.707491,0.644366978,,,,
1110,10190016,0.011060838,0.047402512,11.934003,0.278803511,,,,
1111,10190017,0.012660843,0.053135659,2.755259,0.071652325,,,,
1112,10190018,0.029265571,0.123749771,36.214292,2.184720097,,,,
1117,10200202,0.052709588,0.222875061,27.111486,2.951543967,,,,
1118,10200202,0.052709588,0.222875061,27.111486,2.951543967,,,,
1134,10230001,0.049302585,0.211348294,48.255518,4.978352125,,,,
1135,10230002,0.013602986,0.055718259,110.548063,3.135795703,,,,
1136,10230003,0.024631021,0.105441171,58.655476,2.975759548,,,,
1137,10230003,0.024631021,0.105441171,58.655476,2.975759548,,,,
1138,10230004,0.014556199,0.060728095,56.916801,1.67970581,,,,
1139,10230004,0.014556199,0.060728095,56.916801,1.67970581,,,,
1140,10230005,0.017191789,0.072350332,54.316493,1.872212989,,,,
1141,10230005,0.017191789,0.072350332,54.316493,1.872212989,,,,
1142,10230006,0.035451753,0.149608228,31.60611,2.367398589,,,,
1143,10230006,0.035451753,0.149608228,31.60611,2.367398589,,,,
1144,10230007,0.019034855,0.07962715,53.450441,2.12898448,,,,
1145,10230007,0.019034855,0.07962715,53.450441,2.12898448,,,,
1146,10240001,0.05374331,0.225101298,22.608877,2.536544716,,,,
1147,10240002,0.019400082,0.078680843,40.005005,1.601033317,,,,
1148,10240002,0.019400082,0.078680843,40.005005,1.601033317,,,,
1149,10240003,0.026011332,0.107420453,36.960866,1.924992898,,,,
1150,10240004,0.066797208,0.271181603,24.011079,3.184838198,,,,
1151,10240005,0.055469693,0.235348784,29.838707,3.398024054,,,,
1152,10240006,0.017442654,0.070151956,18.476158,0.643740727,,,,
1153,10240007,0.022952881,0.093965809,56.887497,2.651253599,,,,
1154,10240008,0.022642468,0.093431962,28.245522,1.342382864,,,,
1155,10240009,0.025171931,0.102653205,30.194537,1.529847964,,,,
1156,10240009,0.025171931,0.102653205,30.194537,1.529847964,,,,
1157,10240010,0.037817693,0.157918663,27.594797,2.16178837,,,,
1158,10240011,0.073150484,0.286434699,21.763327,3.105710364,,,,
1159,10240012,0.050888296,0.209599068,25.508404,2.659340645,,,,
1160,10240013,0.041874873,0.175174544,23.518011,1.990182581,,,,
1161,10250001,0.025130595,0.111262613,5.973912,0.315489734,,,,
1162,10250002,0.010800814,0.046191146,14.108587,0.315541777,,,,
1163,10250003,0.02022527,0.085687492,4.075839,0.173176587,,,,
1164,10250004,0.015086735,0.065155894,23.328986,0.75261879,,,,
1165,10250005,0.010091817,0.042043144,35.053471,0.742665111,,,,
1166,10250006,0.013008768,0.055158668,31.416463,0.839416245,,,,
1169,10250009,0.024970997,0.104031792,36.579195,1.929686744,,,,
1170,10250010,0.012649778,0.052568966,15.698314,0.408657471,,,,
1171,10250011,0.016600516,0.068807503,23.130003,0.782315263,,,,
1172,10250012,0.012474375,0.0510329,6.287725,0.162973045,,,,
1173,10250013,0.015376521,0.06389347,5.480879,0.176366757,,,,
1174,10250014,0.015318088,0.064098248,14.29015,0.444458064,,,,
1175,10250015,0.014427523,0.060056937,25.574398,0.781047781,,,,
1176,10250016,0.034469742,0.142194818,31.382292,2.295799593,,,,
1177,10250017,0.019791769,0.082501318,32.39857,1.294233997,,,,
1178,10260001,0.012859442,0.05426948,-1.754021,0,,,,
1179,10260002,0.011808869,0.050051681,2.915162,0.072024144,,,,
1180,10260003,0.012793163,0.052851327,12.380757,0.330906693,,,,
1181,10260004,0.010013459,0.041541785,14.615271,0.300861949,,,,
1182,10260005,0.01164864,0.048592704,19.295578,0.458474138,,,,
1183,10260006,0.015615884,0.063390321,6.212863,0.191942101,,,,
1184,10260007,0.012873021,0.052974863,8.131642,0.210909728,,,,
1185,10260008,0.019703829,0.080798952,30.998994,1.227244561,,,,
1186,10260009,0.014887197,0.062200793,12.57624,0.377115721,,,,
1187,10260010,0.01915572,0.07974304,13.895149,0.535313196,,,,
1188,10260011,0.016596239,0.069562878,17.757113,0.609062669,,,,
1189,10260012,0.016993782,0.069550507,11.588377,0.396313139,,,,
1190,10260013,0.016535817,0.067935015,16.139793,0.552180567,,,,
1191,10260014,0.021778071,0.093029408,10.057504,0.452279361,,,,
1192,10260015,0.019281602,0.081772696,25.547728,1.035554128,,,,
1193,10270101,0.018359904,0.076290892,6.517729,0.245113969,,,,
1194,10270102,0.020009827,0.082589592,22.816251,0.924570052,,,,
1195,10270103,0.022442315,0.093757705,38.469032,1.777371751,,,,
1196,10270104,0.021509743,0.089195055,26.646571,1.172322353,,,,
1198,10270202,0.022498979,0.093405542,36.294972,1.686378198,,,,
1201,10270205,0.021769938,0.091165632,28.853091,1.305213763,,,,
1202,10270206,0.024933216,0.103027997,51.725779,2.652029264,,,,
1203,10270207,0.02568489,0.106439657,27.455986,1.42769038,,,,
1204,10280101,0.045167302,0.186477956,27.034687,2.535344223,,,,
1205,10280102,0.049004846,0.207936666,23.890674,2.466578051,,,,
1206,10280103,0.071269335,0.28340042,24.788019,3.413523543,,,,
1207,10280201,0.060439371,0.250324601,29.497387,3.740896284,,,,
1208,10280202,0.048147743,0.203581833,17.528181,1.751557615,,,,
1209,10280203,0.05150487,0.212874131,19.682961,2.025416332,,,,
1210,10290101,0.023647987,0.09652639,27.958098,1.361590824,,,,
1211,10290102,0.05284479,0.226534541,34.401243,3.907972425,,,,
1212,10290103,0.057891928,0.249449313,26.726932,3.312958242,,,,
1213,10290104,0.072614863,0.295912869,33.388084,4.769015801,,,,
1214,10290105,0.071872881,0.29556296,26.168847,3.819219483,,,,
1215,10290106,0.025658627,0.107743978,32.954421,1.77910093,,,,
1216,10290107,0.02079943,0.088399457,33.866517,1.467731563,,,,
1217,10290108,0.069546531,0.285615092,25.169379,3.498310422,,,,
1218,10290109,0.021695916,0.090364967,11.63867,0.525880364,,,,
1219,10290110,0.019197774,0.079573589,21.327481,0.86213172,,,,
1220,10290111,0.025532543,0.106108067,26.553837,1.399198022,,,,
1221,10290201,0.016906312,0.070304286,19.68415,0.67582294,,,,
1222,10290202,0.01698077,0.069909364,20.791784,0.729776415,,,,
1223,10290203,0.021054206,0.089260694,13.799718,0.596330804,,,,
1224,10300101,0.049150865,0.210621018,21.833566,2.24410415,,,,
1225,10300102,0.035278278,0.147664076,27.973615,2.034715514,,,,
1226,10300103,0.026036822,0.108171666,44.037887,2.411116099,,,,
1227,10300104,0.038281695,0.158547234,26.347971,2.107028911,,,,
1228,10300200,0.051190647,0.219386835,26.676172,2.928125344,,,,
1229,11010001,0.014670944,0.061768006,20.812815,0.648870595,,,,
1230,11010002,0.015758368,0.065117377,24.44458,0.792256343,,,,
1231,11010003,0.014316598,0.061011837,13.860479,0.414584159,,,,
1232,11010004,0.026127826,0.113259403,14.22162,0.813407496,,,,
1233,11010005,0.012726704,0.054709239,5.675587,0.15068755,,,,
1234,11010006,0.015250809,0.064485838,15.541915,0.487996836,,,,
1235,11010007,0.078595235,0.313285942,18.241308,2.842436152,,,,
1236,11010008,0.034846786,0.148195656,11.003572,0.787173797,,,,
1237,11010009,0.08570582,0.326364592,35.472906,5.778230139,,,,
1238,11010010,0.023761251,0.100879346,12.482778,0.612529232,,,,
1239,11010011,0.018188414,0.075284147,18.686812,0.697645078,,,,
1240,11010012,0.021911851,0.092012399,17.883503,0.808956599,,,,
1241,11010013,0.105603188,0.363237162,38.069996,6.810655889,,,,
1242,11010014,0.023576538,0.10117572,9.88315,0.485042582,,,,
1243,11020001,0.036149987,0.156687413,1.907154,0.14387327,,,,
1244,11020002,0.021261595,0.091240389,1.716846,0.076451962,,,,
1245,11020003,0.023738643,0.102003129,1.651489,0.081703825,,,,
1246,11020004,0.016302151,0.070958957,1.628329,0.057260738,,,,
1247,11020005,0.021792868,0.09266516,9.124666,0.417565084,,,,
1248,11020006,0.034894166,0.154775144,1.672644,0.125338847,,,,
1249,11020007,0.013365479,0.056049742,1.736195,0.04834214,,,,
1250,11020008,0.018742939,0.081486895,1.852969,0.073585758,,,,
1251,11020009,0.016041257,0.070094789,5.215496,0.178834738,,,,
1252,11020010,0.018531426,0.078277409,1.5687,0.060110487,,,,
1253,11020011,0.016736637,0.069140867,0.760548,0.026982959,,,,
1254,11020012,0.012734227,0.054710212,1.356773,0.036889584,,,,
1255,11020013,0.009429466,0.040398277,4.936865,0.095397402,,,,
1256,11030001,0.009106222,0.038752072,35.888902,0.691914596,,,,
1257,11030002,0.008124235,0.034117805,26.808489,0.440271844,,,,
1258,11030003,0.009315405,0.03928521,84.660134,1.64756611,,,,
1259,11030004,0.011258525,0.046708792,38.296556,0.894047818,,,,
1260,11030005,0.014961683,0.063376647,31.178639,0.99090645,,,,
1261,11030006,0.013985299,0.059143125,28.83265,0.84653346,,,,
1262,11030007,0.018992711,0.079442507,19.801507,0.760366368,,,,
1263,11030008,0.013071794,0.054811508,10.405313,0.276780224,,,,
1264,11030009,0.02672682,0.114820208,40.597248,2.295362798,,,,
1265,11030010,0.021087643,0.087765923,60.355735,2.610965071,,,,
1266,11030011,0.037681294,0.168399359,35.199702,2.958709714,,,,
1267,11030012,0.018510646,0.076039651,49.648073,1.841071666,,,,
1268,11030013,0.018956024,0.079908772,32.590166,1.279428525,,,,
1269,11030014,0.025985691,0.1090547,31.781764,1.69332695,,,,
1270,11030015,0.023615902,0.098163551,41.991091,2.082087059,,,,
1271,11030016,0.018990619,0.079375993,38.583832,1.531858888,,,,
1272,11030017,0.022850709,0.095353183,28.075107,1.325678753,,,,
1273,11030018,0.024797301,0.105395254,14.768343,0.759610264,,,,
1274,11040001,0.020487254,0.087482462,1.956231,0.081704157,,,,
1275,11040002,0.028327998,0.123977331,12.516495,0.768126857,,,,
1276,11040003,0.004915488,0.020645013,26.915662,0.270492445,,,,
1277,11040004,0.005318536,0.022329021,8.428507,0.090941767,,,,
1278,11040005,0.007126261,0.031238294,23.502702,0.361030135,,,,
1279,11040006,0.016304688,0.069267742,39.029953,1.356461487,,,,
1280,11040007,0.019889029,0.083377371,57.258579,2.360552734,,,,
1281,11040008,0.024883209,0.104215119,9.993099,0.513345886,,,,
1282,11050001,0.028931696,0.123992194,9.61179,0.585382242,,,,
1283,11050002,0.026976778,0.111753466,34.334252,1.897148554,,,,
1284,11050003,0.037171482,0.158802371,11.083959,0.868280556,,,,
1285,11060001,0.03511178,0.14999951,4.700579,0.344694295,,,,
1286,11060002,0.030465551,0.129532334,10.511236,0.655243335,,,,
1287,11060003,0.030887001,0.131161995,19.48275,1.25495521,,,,
1288,11060004,0.028545022,0.121796819,23.597604,1.423126946,,,,
1289,11060005,0.022274994,0.093298248,27.619533,1.278957499,,,,
1290,11060006,0.03663509,0.156774581,12.47281,0.966533247,,,,
1291,11070101,0.025243921,0.106558831,17.133511,0.897850414,,,,
1292,11070102,0.023024805,0.096246265,9.507179,0.448359633,,,,
1293,11070103,0.038357938,0.161112588,28.153431,2.218015169,,,,
1294,11070104,0.020677912,0.085403268,12.757816,0.520908214,,,,
1295,11070105,0.063264622,0.264150008,24.155464,3.200695734,,,,
1296,11070106,0.04331428,0.184947434,8.806911,0.778953715,,,,
1297,11070107,0.027965327,0.118780527,6.051139,0.355081723,,,,
1298,11070201,0.025019306,0.104453801,13.690667,0.702547709,,,,
1299,11070202,0.017541576,0.073246287,34.149146,1.227073725,,,,
1300,11070203,0.021579695,0.090562276,5.908787,0.267839298,,,,
1301,11070204,0.025346202,0.105739545,26.896095,1.391420945,,,,
1302,11070205,0.031821147,0.132699433,44.386144,2.87258819,,,,
1303,11070206,0.05926245,0.243585617,47.973966,5.868709793,,,,
1304,11070207,0.034055195,0.145824397,41.968426,2.968155157,,,,
1305,11070208,0.029279811,0.124993393,31.968314,1.999499418,,,,
1306,11070209,0.028316199,0.120132245,31.824768,1.868965539,,,,
