"","HUC8","WetlandDensity","NSurplus"
"194","03050106",0.0392958500432599,4.834473
"195","03050107",0.0396031466987481,5.186629
"196","03050108",0.0421918807607521,6.424088
"197","03050109",0.0323281661142523,10.014049
"198","03050110",0.171854912226107,11.611429
"199","03050111",0.163976591716653,9.487139
"200","03050112",0.378868215466395,3.160011
"201","03050201",0.292319568600117,2.812436
"202","03050202",0.306069605038042,9.059454
"203","03050203",0.102923230082295,11.179546
"204","03050204",0.125248039533823,10.728287
"205","03050205",0.220375180961709,14.502284
"206","03050206",0.30254838703326,6.259579
"207","03050207",0.294788019925231,7.849867
"208","03050208",0.294462272158037,5.294528
"209","03050209",0.315518435371269,1.641353
"210","03050210",0.255319469954572,1.564766
"211","03060101",0.0262836656626918,8.36399
"212","03060102",0.030424609310748,14.807527
"213","03060103",0.0370753175742167,9.292505
"214","03060104",0.0440463312672368,25.049992
"215","03060105",0.0374791952378582,4.697063
"216","03060106",0.243493570228432,7.32895
"217","03060107",0.0347696356865878,4.825559
"218","03060108",0.152866118612682,10.683983
"219","03060109",0.632929229351231,4.551304
"220","03060110",0.376381875317029,3.882978
"221","03060201",0.125210382402619,11.569
"222","03060202",0.275988447639862,11.788421
"223","03060203",0.220557481339022,13.154167
"224","03060204",0.370863115748586,2.274479
"225","03070101",0.0431030948302533,14.082516
"226","03070102",0.140914359226044,6.00824
"227","03070103",0.0618353054584647,5.040326
"228","03070104",0.168376922103537,12.075275
"229","03070105",0.125517414537382,7.148762
"230","03070106",0.331213766532839,6.16633
"231","03070107",0.133325588690621,10.717025
"232","03070201",0.263495958463541,14.097769
"233","03070202",0.278071396587919,19.263115
"234","03070203",0.342260652701673,2.464838
"235","03070204",0.499843465207533,8.162586
"236","03070205",0.348980543136258,2.793104
"237","03080101",0.291095252874226,15.512243
"238","03080102",0.152778303480548,12.739371
"239","03080103",0.261921655488582,7.7805
"240","03080201",0.21363643401573,6.00586
"241","03080202",0.136429263657068,2.856664
"242","03080203",0.126081270085144,20.970785
"243","03090101",0.217749945011146,16.392189
"244","03090102",0.121483660329487,46.792588
"245","03090103",0.204287101874177,20.369679
"246","03090201",0.164283569016569,2.752328
"247","03090202",0.614319112331911,12.306259
"248","03090203",0.130266045559747,0.928044
"249","03090204",0.521190935064921,8.181992
"250","03090205",0.166970443614068,19.667847
"251","03090206",0.171014587548662,18.116485
"252","03100101",0.200411218601277,25.140727
"253","03100102",0.252735016414637,31.692012
"254","03100103",0.266356118656239,3.479362
"255","03100201",0.12178519078129,10.005754
"256","03100202",0.170750778450226,39.467464
"257","03100203",0.159977343662046,61.513485
"258","03100204",0.227891182620962,27.767983
"259","03100205",0.227630069180571,27.191354
"260","03100206",0.154515223493272,10.255298
"261","03100207",0.156563836576929,10.669202
"262","03100208",0.22510452325511,12.807532
"263","03110101",0.243138199506389,9.590509
"264","03110102",0.41520701211256,2.869262
"265","03110103",0.316982790355833,7.865087
"266","03110201",0.559014357035195,4.645305
"267","03110202",0.275112350862552,16.626608
"268","03110203",0.1751953768027,25.647467
"269","03110204",0.168718337546149,31.164196
"270","03110205",0.152530799597357,23.866243
"271","03110206",0.164998444746276,14.908689
"272","03120001",0.249540916771642,6.393796
"273","03120002",0.14331376032152,22.347731
"274","03120003",0.344807696890913,5.507954
"275","03130001",0.020247345360128,11.971917
"276","03130002",0.061117022468648,6.385796
"277","03130003",0.0904867093346225,4.266438
"278","03130004",0.142350461897342,19.462811
"279","03130005",0.0867124090049428,8.513912
"280","03130006",0.122488193875843,15.491694
"281","03130007",0.118115818575805,12.647059
"282","03130008",0.093018511999006,26.929484
"283","03130009",0.166284337572577,15.772006
"284","03130010",0.152282574464757,24.67875
"285","03130011",0.518313002241612,5.718535
"286","03130012",0.225262228594271,16.82068
"287","03130013",0.637723116086007,2.303292
"288","03130014",0.10280812478306,0.431709
"289","03140101",0.279138206172361,2.599377
"290","03140102",0.0993875737386867,3.076956
"291","03140103",0.149481970460341,12.425099
"292","03140104",0.146847381901968,7.049541
"293","03140105",0.132395084713006,3.167176
"294","03140106",0.269149265853238,15.889221
"295","03140107",0.13614483650366,3.210948
"296","03140201",0.101244370081899,19.527054
"297","03140202",0.132588611645195,11.412023
"298","03140203",0.287401864096504,10.31203
"299","03140301",0.099728193172039,16.254065
"300","03140302",0.096748232770314,8.903808
"301","03140303",0.0851259439993679,8.476614
"302","03140304",0.190917613806433,7.102668
"303","03140305",0.273511665743975,21.863921
"304","03150101",0.0226110014222539,16.38248
"305","03150102",0.0161617757158047,15.751179
"306","03150103",0.0246883511862389,10.519317
"307","03150104",0.0208128703404257,8.023003
"308","03150105",0.029857526528157,10.830523
"309","03150106",0.0386815200818599,10.740344
"310","03150107",0.0389919428839902,5.966141
"311","03150108",0.0405267552735053,14.479009
"312","03150109",0.0458320749337459,10.702874
"313","03150110",0.125296070540952,8.262886
"314","03150201",0.0974172039372618,11.207895
"315","03150202",0.0890737514425574,4.837775
"316","03150203",0.137775665902838,4.634
"317","03150204",0.185648561065739,5.773067
"318","03160101",0.154153460759947,8.120756
"319","03160102",0.0542217321334195,15.323478
"320","03160103",0.162173325213821,7.559355
"321","03160104",0.126536404445076,13.791842
"322","03160105",0.215140214473415,5.337091
"323","03160106",0.271282976473574,8.1738
"324","03160107",0.162378177028134,3.279764
"325","03160108",0.189480054864887,6.812305
"326","03160109",0.0408104395028362,20.53911
"327","03160110",0.0217343984046724,10.220658
"328","03160111",0.0240769254677885,9.392272
"329","03160112",0.0437425718780954,5.019848
"330","03160113",0.193125812103065,6.450616
"331","03160201",0.193039032248098,4.382634
"332","03160202",0.195043223993236,3.835978
"333","03160203",0.267904471606042,5.749404
"334","03160204",0.296667450995357,5.973563
"335","03160205",0.0834009022307538,17.679754
"336","03170001",0.135276765679819,8.195667
"337","03170002",0.228996513471777,10.853144
"338","03170003",0.304691637370447,3.712339
"339","03170004",0.101114627307994,19.903329
"340","03170005",0.164959232932604,7.757849
"341","03170006",0.369156296516294,14.778735
"342","03170007",0.188113442393163,11.107909
"343","03170008",0.389393460719493,16.128722
"344","03170009",0.155481087287028,5.74112
"345","03180001",0.124434724579157,11.156756
"346","03180002",0.0984849399097129,12.353251
"347","03180003",0.0681653665056605,12.884703
"348","03180004",0.212986106179874,7.055473
"349","03180005",0.0704853514529041,28.294935
"350","04010101",0.38566939694478,1.985346
"351","04010102",0.390983340054791,1.829147
"352","04010201",0.832420306260759,2.591136
"353","04010202",0.612800685845399,2.183243
"354","04010301",0.108640208321259,4.202319
"355","04010302",0.0413183594118943,3.568227
"356","04020101",0.169160588252605,2.861639
"357","04020102",0.166386134065391,2.687984
"358","04020103",0.142127648042443,2.765164
"359","04020104",0.185890741714313,2.863106
"360","04020105",0.101467770442895,2.762721
"361","04020201",0.252156605383407,3.410699
"362","04020202",0.432294569721213,3.285203
"363","04020203",0.144119902988645,2.948762
"364","04030101",9.0331181212726e-06,62.631117
"365","04030102",0.00100702083641871,46.018642
"366","04030105",0.0391959381276604,16.669735
"367","04030106",0.201455206781795,2.667043
"368","04030107",0.247296891020677,2.745143
"369","04030108",0.161903715499559,4.513823
"370","04030109",0.43151719754815,5.901321
"371","04030110",0.246394204758857,3.19547
"372","04030111",0.451757073253106,3.244353
"373","04030112",0.414928624930477,3.222765
"374","04040001",0.298031079769862,25.912567
"375","04040002",8.90086071656407e-05,23.689207
"376","04050001",0.187431140496355,34.678143
"377","04050002",0.125787553445413,47.116096
"378","04050003",0.128502403967999,32.040679
"379","04050004",0.167692069297462,20.767102
"380","04050005",0.0999641134943607,45.952882
"381","04050006",0.122081235077781,27.834737
"382","04050007",0.117449807623825,28.222867
"383","04060101",0.130170652378071,10.600589
"384","04060102",0.172821600503228,16.013266
"385","04060103",0.111535099146189,4.920924
"386","04060104",0.099946407837384,4.979751
"387","04060105",0.117345288714125,5.258768
"388","04060106",0.454462021549036,3.741598
"389","04060107",0.385389555232634,3.610921
"390","04070001",0.291529406256956,3.176241
"391","04070002",0.382049978997047,3.207424
"392","04070003",0.361926241845496,4.173456
"393","04070004",0.119762331089734,3.956064
"394","04070005",0.237016087881501,5.589515
"395","04070006",0.226637548846836,7.910886
"396","04070007",0.111055954980161,4.516632
"397","04080101",0.206970839687018,13.819953
"398","04080102",0.147709771538987,19.788499
"399","04080103",0.0550771692767794,48.518822
"400","04080104",0.0523085617902158,33.902819
"401","04080201",0.205706649412864,13.197845
"402","04080202",0.156393295563628,29.397056
"403","04080203",0.121342229700781,21.579949
"404","04080204",0.0951632604709107,15.690045
"405","04080205",0.115403878901504,26.960538
"406","04080206",0.0585361117353293,21.66484
"407","04090001",0.0879014624972832,27.571739
"408","04090002",0.112147657836162,9.154873
"409","04090003",0.0837664793079297,20.704719
"410","04090004",0.0666427540381038,3.469652
"411","04090005",0.144525974599608,14.520246
"412","04100001",0.065898723478781,30.062556
"413","04100002",0.0817245216152994,25.936085
"414","04100003",0.147253364085741,39.732028
"415","04100004",0.0404568463428796,85.519982
"416","04100005",0.058731987918719,52.934575
"417","04100006",0.0559919714357364,37.912655
"418","04100007",0.0235329690995836,55.363472
"419","04100008",0.0201041235906124,46.08976
"420","04100009",0.0422184540294945,39.065688
"421","04100010",0.0569912401634888,44.11038
"422","04100011",0.0384393053985629,44.089618
"423","04100012",0.0517781626088583,47.928392
"424","04110001",0.0413071529993251,27.886491
"425","04110002",0.0724410989214302,16.587211
"426","04110003",0.0935307652316435,24.463716
"427","04110004",0.144464356744333,19.432114
"428","04120101",0.0838504458590314,17.982253
"429","04120102",0.0527385080016649,24.531288
"430","04120103",0.0715232390143133,24.995614
"431","04120104",0.147823260970016,20.890878
"432","04130001",0.146134868384409,26.588174
"433","04130002",0.0499607719681208,18.396151
"434","04130003",0.0840115369864792,36.528885
"435","04140101",0.0979449008167699,15.180278
"436","04140102",0.133568778237302,6.468937
"437","04140201",0.0686346012743781,28.468272
"438","04140202",0.137822520231103,19.6834
"439","04140203",0.117488861205206,18.097742
"440","04150101",0.141940461246198,13.571351
"441","04150102",0.0881974325064061,17.313604
"442","04150302",0.133685102231029,7.483766
"443","04150303",0.144144689233886,8.54973
"444","04150304",0.129308585210529,5.472462
"445","04150305",0.140124006883338,4.481412
"446","04150306",0.149656978086938,6.076809
"447","04150307",0.0997720688763905,13.673543
"448","04150308",0.126033164530837,12.093481
"449","04150309",0.0841554903289716,16.192156
"450","04150310",0.135219808715375,14.084856
"451","04150401",0.09579055262721,12.889629
"452","04150402",0.104530607620476,20.696228
"453","04150403",0.0374293374377279,6.318383
"454","04150404",0.0735535771632226,3.28897
"455","04150405",0.0518393096747303,6.712356
"456","04150406",0.119580467643526,2.731318
"457","04150407",0.0612468219568631,23.002119
"458","04150408",0.10164148189782,16.398026
"459","04150409",0.446497663438327,13.096267
"460","04150500",0.0604877360052331,11.611772
"461","05010001",0.0496080757968271,6.689276
"462","05010002",0.0843334106875789,11.27523
"463","05010003",0.021711628542624,7.920093
"464","05010004",0.0872973713468068,10.359471
"465","05010005",0.0166167107101249,4.847629
"466","05010006",0.0157865893257774,9.649657
"467","05010007",0.0165478614746602,11.473542
"468","05010008",0.0144148887053978,7.003172
"469","05010009",0.0102755661739132,6.178757
"470","05020001",0.0171623583108362,3.296057
"471","05020002",0.0141112601901569,3.054154
"472","05020003",0.0210159987378062,3.726695
"473","05020004",0.0363586931211444,3.898616
"474","05020005",0.0140165669587571,6.483357
"475","05020006",0.0297272534034967,14.68684
"476","05030101",0.0312214575200391,12.426015
"477","05030102",0.0847197650835642,22.516232
"478","05030103",0.0746970372376108,24.303374
"479","05030104",0.0129022292726737,3.89305
"480","05030105",0.0294105550279947,13.386864
"481","05030106",0.0252221769742536,5.965462
"482","05030201",0.0201548473022005,4.301268
"483","05030202",0.02441648054125,4.536019
"484","05030203",0.0128305785419519,3.042902
"485","05030204",0.0221990137204957,9.761182
"486","05040001",0.040996743273017,29.338019
"487","05040002",0.036221664356047,33.832065
"488","05040003",0.037415758736495,39.500409
"489","05040004",0.0275848454123312,14.182623
"490","05040005",0.0409171717670914,10.085478
"491","05040006",0.0261659123623941,26.720529
"492","05050001",0.0208112178048623,14.766859
"493","05050002",0.0220958664900579,4.654178
"494","05050003",0.0190700288618325,3.908888
"495","05050004",0.0199889609934118,3.560312
"496","05050005",0.0216331958822017,3.87569
"497","05050006",0.00984546184345169,3.53084
"498","05050007",0.00878546118775486,3.401008
"499","05050008",0.0133526138069354,3.674611
"500","05050009",0.0104333236868585,3.658068
"501","05060001",0.0235486564216097,36.910714
"502","05060002",0.0204917417183274,16.752321
"503","05060003",0.0169809857397416,30.95774
"504","05070101",0.0125447289937,3.558356
"505","05070102",0.0145069641969562,3.768195
"506","05070201",0.0226003274654479,3.494304
"507","05070202",0.0178995922456883,3.172839
"508","05070203",0.0134922970839308,3.270107
"509","05070204",0.0254309486702651,3.470874
"510","05080001",0.0236485038124293,45.561819
"511","05080002",0.0209559388042664,38.585047
"512","05080003",0.0314722120401959,35.684552
"513","05090101",0.0316587126702462,8.281667
"514","05090102",0.0139692954293532,3.576161
"515","05090103",0.0235893349686469,4.606994
"516","05090104",0.0156698674895964,3.607331
"517","05090201",0.0258443401226664,19.582547
"518","05090202",0.0230872226116306,40.857536
"519","05090203",0.0395006649611243,13.899544
"520","05100101",0.0165272513544177,17.012253
"521","05100102",0.0201372029180962,35.315023
"522","05100201",0.0138943027461758,3.296964
"523","05100202",0.0111163473785345,3.306656
"524","05100203",0.0124542944941004,3.27697
"525","05100204",0.0141827638914401,5.000374
"526","05100205",0.0179410419268858,25.377951
"527","05110001",0.0177082855951475,32.63131
"528","05110002",0.0227085771692529,38.170246
"529","05110003",0.0408875382894655,18.586264
"530","05110004",0.0258932428607804,28.627547
"531","05110005",0.0664073921817987,29.945723
"532","05110006",0.0818977881497734,22.684095
"533","05120101",0.0275499421834296,73.839169
"534","05120102",0.0296273018565605,73.747889
"535","05120103",0.0327545729593863,49.14148
"536","05120104",0.0464948897530823,44.859198
"537","05120105",0.0376400544439133,51.108523
"538","05120106",0.0622462852429773,53.133359
"539","05120107",0.0411344616287028,54.29208
"540","05120108",0.0383195000573712,36.891567
"541","05120109",0.0208029350945167,32.790654
"542","05120110",0.0317584429222976,43.653866
"543","05120111",0.0885215127325916,34.948146
"544","05120112",0.0337035573804509,34.981421
"545","05120113",0.187763111867442,49.06925
"546","05120114",0.0500424569972854,43.239308
"547","05120115",0.0428791500596291,39.057457
"548","05120201",0.0337801208766407,34.106205
"549","05120202",0.066461493122933,39.438168
"550","05120203",0.0356953368003613,38.57453
"551","05120204",0.0325527553630901,50.275805
"552","05120205",0.0300665407800813,47.966197
"553","05120206",0.0473706607341293,49.458839
"554","05120207",0.0735190904443885,39.632879
"555","05120208",0.0338343953411868,25.512448
"556","05120209",0.0796259294129294,25.929083
"557","05130101",0.0206254621652898,6.366617
"558","05130102",0.0146991157271988,8.063152
"559","05130103",0.0131742803222588,21.6673
"560","05130104",0.0169082360483847,7.115463
"561","05130105",0.0285074456532408,11.10902
"562","05130106",0.0148557161586159,14.97908
"563","05130107",0.041569149106223,20.797756
"564","05130108",0.0196176330502907,17.13034
"565","05130201",0.0165148973789791,12.623628
"566","05130202",0.0172169967164533,11.232763
"567","05130203",0.0150064051931673,13.142939
"568","05130204",0.0212329934496833,13.140022
"569","05130205",0.0324008982686131,20.954988
"570","05130206",0.0497875397390966,38.172345
"571","05140101",0.0347223679178457,14.696592
"572","05140102",0.0247786349754686,31.933192
"573","05140103",0.0182249471620988,32.306093
"574","05140104",0.0293967655580241,22.544196
"575","05140201",0.0742277621417336,28.417453
"576","05140202",0.127082343523171,34.948705
"577","05140203",0.110584925026972,16.594858
"578","05140204",0.0641279496823667,24.695411
"579","05140205",0.0703622958572137,13.058936
"580","05140206",0.175291770280179,24.743061
"581","06010101",0.0224798578436459,9.127217
"582","06010102",0.0246784741249743,17.289502
"583","06010103",0.0247327105320192,8.138589
"584","06010104",0.0224472222932147,19.382482
"585","06010105",0.0248738155675328,8.222192
"586","06010106",0.0207875160937485,3.626497
"587","06010107",0.0224167814901786,8.351967
"588","06010108",0.0292106708139388,16.08015
"589","06010201",0.0158616253156275,18.531163
"590","06010202",0.01629578918207,2.809328
"591","06010203",0.0152979996400287,2.856285
"592","06010204",0.0230836403216485,10.588148
"593","06010205",0.0196484293518278,8.510072
"594","06010206",0.0251426363635811,5.841908
"595","06010207",0.0178318688032843,8.165576
"596","06010208",0.0204630073280599,11.130207
"597","06020001",0.0228445990619364,9.335897
"598","06020002",0.0211250471244834,9.551258
"599","06020003",0.0208091669863091,3.102697
"600","06020004",0.0181150028576486,9.780508
"601","06030001",0.0298711094115073,21.414153
"602","06030002",0.0860483470067162,18.919956
"603","06030003",0.0309227849757722,22.359442
"604","06030004",0.0438622640945026,16.443601
"605","06030005",0.0934379107567401,18.840165
"606","06030006",0.0704425084987234,9.66167
"607","06040001",0.0501045285358444,8.910103
"608","06040002",0.0308665853809578,19.620303
"609","06040003",0.0271017420515266,12.765588
"610","06040004",0.0335322025130371,9.938744
"611","06040005",0.0676159100771827,9.75797
"612","06040006",0.0897961476197057,45.505059
"613","07010101",0.23550396108859,2.102374
"614","07010102",0.225109373456691,1.860909
"615","07010103",0.348553941523121,3.311707
"616","07010104",0.278983013659422,12.44256
"617","07010105",0.19902942981615,3.227209
"618","07010106",0.175400912489077,9.79493
"619","07010107",0.21862784784555,17.392246
"620","07010108",0.179577999427213,19.653613
"621","07010201",0.203615341655257,44.509247
"622","07010202",0.130506390604544,52.217138
"623","07010203",0.174762280644085,26.504923
"624","07010204",0.154892209828947,41.147593
"625","07010205",0.0834001677771168,35.748026
"626","07010206",0.14913653755476,19.476177
"627","07010207",0.238363584801901,11.539235
"628","07020001",0.117148805434702,28.778956
"629","07020002",0.0827308289956972,26.179369
"630","07020003",0.122236881544689,30.45916
"631","07020004",0.0596004823273266,29.774378
"632","07020005",0.0960969066749257,22.996429
"633","07020006",0.0614977114955535,40.520508
"634","07020007",0.0811506261713788,38.030005
"635","07020008",0.0476857581291296,37.084601
"636","07020009",0.0562695368305189,44.496397
"637","07020010",0.0428279517824469,37.42968
"638","07020011",0.0626225631321544,39.993684
"639","07020012",0.103817971347343,31.965017
"640","07030001",0.284147920917756,4.619574
"641","07030002",0.190002964131903,3.458993
"642","07030003",0.333835087424598,6.60461
"643","07030004",0.297991355818086,7.601401
"644","07030005",0.194731948219554,21.20364
"645","07040001",0.171309380931057,33.702641
"646","07040002",0.0853114115153868,37.974945
"647","07040003",0.169932197178116,33.1455
"648","07040004",0.0512068886870401,41.890507
"649","07040005",0.0865671689661504,39.185551
"650","07040006",0.162744233890323,23.806272
"651","07040007",0.211127271352199,28.786413
"652","07040008",0.05719788851375,41.32629
"653","07050001",0.264333770983325,5.376565
"654","07050002",0.277687754735418,3.402951
"655","07050003",0.364638010250589,7.709222
"656","07050004",0.31900614138844,6.760822
"657","07050005",0.178193350829572,24.950248
"658","07050006",0.22672859553097,29.099634
"659","07050007",0.098568838183953,23.153864
"660","07060001",0.203714712958679,36.542023
"661","07060002",0.0336980158260018,54.040701
"662","07060003",0.140568956786848,46.809708
"663","07060004",0.0246732711155085,57.557975
"664","07060005",0.101480465555617,37.939253
"665","07060006",0.0209435081692656,63.729408
"666","07070001",0.272356574872201,3.150868
"667","07070002",0.249072841331153,27.960584
"668","07070003",0.25051585099904,27.179736
"669","07070004",0.0720292054705776,29.000755
"670","07070005",0.0825181272953205,24.854482
"671","07070006",0.0357015117976843,18.248863
"672","07080101",0.163575074945208,26.62287
"673","07080102",0.0425290229549136,62.977739
"674","07080103",0.0585656892948687,64.694906
"675","07080104",0.105375621291998,24.320331
"676","07080105",0.0274577706624162,50.802016
"677","07080106",0.0323171314767927,40.921535
"678","07080107",0.0333040730976665,44.800957
"679","07080201",0.0376922379157499,53.415087
