"date","river","site_code","parameter","value","unit"
"2021-05-19","Santuit River","SR-2","DO%","79.1","% Saturation"
"2021-05-19","Santuit River","SR-2","DO","8.07","mg/L"
"2021-05-19","Santuit River","SR-2","Sp. Cond.","185","µS/cm"
"2021-05-19","Santuit River","SR-2","pH","6.08",""
"2021-05-19","Santuit River","SR-2","DOC_mgl","2.342","mg/L"
"2021-05-19","Santuit River","SR-2","TDN_mgl","1.3","mg N/L"
"2021-05-19","Santuit River","SR-2","NO3_mgl","1.12322","mg N/L"
"2021-05-19","Santuit River","SR-2","NH4_mgl","0.10115","mg N/L"
"2021-05-19","Santuit River","SR-2","PO4_ugl","4.18175","µg P/L"
"2021-05-19","Santuit River","SR-2","Si_mgl","1.63748","mg SiO2/L"
"2021-05-26","Santuit River","SR-2","water_temp","58.6","°F"
"2021-05-26","Santuit River","SR-2","DO%","77.1","% Saturation"
"2021-05-26","Santuit River","SR-2","DO","7.81","mg/L"
"2021-05-26","Santuit River","SR-2","Sp. Cond.","183.6","µS/cm"
"2021-05-26","Santuit River","SR-2","pH","6.24",""
"2021-05-26","Santuit River","SR-2","DOC_mgl","1.337","mg/L"
"2021-05-26","Santuit River","SR-2","TDN_mgl","0.3368","mg N/L"
"2021-05-26","Santuit River","SR-2","NO3_mgl","1.17034","mg N/L"
"2021-05-26","Santuit River","SR-2","NH4_mgl","0.13125","mg N/L"
"2021-05-26","Santuit River","SR-2","PO4_ugl","3.47839","µg P/L"
"2021-05-26","Santuit River","SR-2","Si_mgl","2.21603","mg SiO2/L"
"2021-06-02","Santuit River","SR-2","water_temp","56.9","°F"
"2021-06-02","Santuit River","SR-2","DO%","79.1","% Saturation"
"2021-06-02","Santuit River","SR-2","DO","8.17","mg/L"
"2021-06-02","Santuit River","SR-2","Sp. Cond.","176.2","µS/cm"
"2021-06-02","Santuit River","SR-2","pH","6.01",""
"2021-06-09","Santuit River","SR-2","water_temp","63.1","°F"
"2021-06-09","Santuit River","SR-2","DO%","76.4","% Saturation"
"2021-06-09","Santuit River","SR-2","DO","7.33","mg/L"
"2021-06-09","Santuit River","SR-2","Sp. Cond.","178.9","µS/cm"
"2021-06-09","Santuit River","SR-2","pH","6",""
"2021-06-09","Santuit River","SR-2","DOC_mgl","2.776","mg/L"
"2021-06-09","Santuit River","SR-2","TDN_mgl","1.299","mg N/L"
"2021-06-09","Santuit River","SR-2","NO3_mgl","1.12274","mg N/L"
"2021-06-09","Santuit River","SR-2","NH4_mgl","0.0949","mg N/L"
"2021-06-09","Santuit River","SR-2","PO4_ugl","4.75709","µg P/L"
"2021-06-09","Santuit River","SR-2","Si_mgl","2.49824","mg SiO2/L"
"2021-06-16","Santuit River","SR-2","water_temp","60.5","°F"
"2021-06-16","Santuit River","SR-2","DO%","76.7","% Saturation"
"2021-06-16","Santuit River","SR-2","DO","7.59","mg/L"
"2021-06-16","Santuit River","SR-2","Sp. Cond.","177.5","µS/cm"
"2021-06-16","Santuit River","SR-2","pH","6.08",""
"2021-06-16","Santuit River","SR-2","DOC_mgl","2.1","mg/L"
"2021-06-16","Santuit River","SR-2","TDN_mgl","0.8027","mg N/L"
"2021-06-16","Santuit River","SR-2","NO3_mgl","0.68339","mg N/L"
"2021-06-16","Santuit River","SR-2","NH4_mgl","0.05987","mg N/L"
"2021-06-16","Santuit River","SR-2","PO4_ugl","4.25532","µg P/L"
"2021-06-16","Santuit River","SR-2","Si_mgl","1.85204","mg SiO2/L"
"2021-06-23","Santuit River","SR-2","water_temp","60.2","°F"
"2021-06-23","Santuit River","SR-2","DO","7.82","mg/L"
"2021-06-23","Santuit River","SR-2","Sp. Cond.","179.1","µS/cm"
"2021-06-23","Santuit River","SR-2","pH","6.85",""
"2021-06-23","Santuit River","SR-2","DOC_mgl","2.526","mg/L"
"2021-06-23","Santuit River","SR-2","TDN_mgl","1.286","mg N/L"
"2021-06-23","Santuit River","SR-2","NO3_mgl","1.060076","mg N/L"
"2021-06-23","Santuit River","SR-2","NH4_mgl","0.0678992","mg N/L"
"2021-06-23","Santuit River","SR-2","PO4_ugl","4.755367","µg P/L"
"2021-06-23","Santuit River","SR-2","Si_mgl","2.798389","mg SiO2/L"
"2021-06-30","Santuit River","SR-2","water_temp","64.3","°F"
"2021-06-30","Santuit River","SR-2","DO%","75.7","% Saturation"
"2021-06-30","Santuit River","SR-2","DO","7.17","mg/L"
"2021-06-30","Santuit River","SR-2","Sp. Cond.","177.8","µS/cm"
"2021-06-30","Santuit River","SR-2","pH","6.17",""
"2021-06-30","Santuit River","SR-2","DOC_mgl","1.963","mg/L"
"2021-06-30","Santuit River","SR-2","TDN_mgl","1.249","mg N/L"
"2021-06-30","Santuit River","SR-2","NO3_mgl","1.098266","mg N/L"
"2021-06-30","Santuit River","SR-2","NH4_mgl","0.0567206","mg N/L"
"2021-06-30","Santuit River","SR-2","PO4_ugl","2.50705","µg P/L"
"2021-06-30","Santuit River","SR-2","Si_mgl","2.003709","mg SiO2/L"
"2021-07-07","Santuit River","SR-2","water_temp","62.3","°F"
"2021-07-07","Santuit River","SR-2","DO%","77.7","% Saturation"
"2021-07-07","Santuit River","SR-2","DO","7.53","mg/L"
"2021-07-07","Santuit River","SR-2","Sp. Cond.","175.1","µS/cm"
"2021-07-07","Santuit River","SR-2","pH","6.07",""
"2021-07-07","Santuit River","SR-2","DOC_mgl","2.18","mg/L"
"2021-07-07","Santuit River","SR-2","TDN_mgl","1.185","mg N/L"
"2021-07-07","Santuit River","SR-2","NO3_mgl","1.011044","mg N/L"
"2021-07-07","Santuit River","SR-2","NH4_mgl","0.0531281","mg N/L"
"2021-07-07","Santuit River","SR-2","PO4_ugl","2.34538","µg P/L"
"2021-07-07","Santuit River","SR-2","Si_mgl","1.818864","mg SiO2/L"
"2021-07-14","Santuit River","SR-2","water_temp","61.8","°F"
"2021-07-14","Santuit River","SR-2","DO%","78.1","% Saturation"
"2021-07-14","Santuit River","SR-2","DO","7.62","mg/L"
"2021-07-14","Santuit River","SR-2","Sp. Cond.","174.7","µS/cm"
"2021-07-14","Santuit River","SR-2","pH","6.04",""
"2021-07-14","Santuit River","SR-2","DOC_mgl","2.034","mg/L"
"2021-07-14","Santuit River","SR-2","TDN_mgl","1.02","mg N/L"
"2021-07-14","Santuit River","SR-2","NO3_mgl","0.973765","mg N/L"
"2021-07-14","Santuit River","SR-2","NH4_mgl","0.0489192","mg N/L"
"2021-07-14","Santuit River","SR-2","PO4_ugl","3.24249","µg P/L"
"2021-07-14","Santuit River","SR-2","Si_mgl","2.383613","mg SiO2/L"
"2021-07-21","Santuit River","SR-2","water_temp","63.3","°F"
"2021-07-21","Santuit River","SR-2","DO%","77.6","% Saturation"
"2021-07-21","Santuit River","SR-2","DO","7.43","mg/L"
"2021-07-21","Santuit River","SR-2","Sp. Cond.","178","µS/cm"
"2021-07-21","Santuit River","SR-2","pH","6.18",""
"2021-07-21","Santuit River","SR-2","DOC_mgl","2.077","mg/L"
"2021-07-21","Santuit River","SR-2","TDN_mgl","1.222","mg N/L"
"2021-07-21","Santuit River","SR-2","NO3_mgl","1.103595","mg N/L"
"2021-07-21","Santuit River","SR-2","NH4_mgl","0.052126","mg N/L"
"2021-07-21","Santuit River","SR-2","PO4_ugl","3.16007","µg P/L"
"2021-07-21","Santuit River","SR-2","Si_mgl","2.89029","mg SiO2/L"
"2021-08-04","Santuit River","SR-2","water_temp","59","°F"
"2021-08-04","Santuit River","SR-2","DO%","76.6","% Saturation"
"2021-08-04","Santuit River","SR-2","DO","7.72","mg/L"
"2021-08-04","Santuit River","SR-2","Sp. Cond.","180.6","µS/cm"
"2021-08-04","Santuit River","SR-2","pH","6.17",""
"2021-08-04","Santuit River","SR-2","NO3_mgl","1.187791","mg N/L"
"2021-08-04","Santuit River","SR-2","NH4_mgl","0.0511889","mg N/L"
"2021-08-04","Santuit River","SR-2","PO4_ugl","2.18054","µg P/L"
"2021-08-04","Santuit River","SR-2","Si_mgl","3.251498","mg SiO2/L"
"2021-08-11","Santuit River","SR-2","water_temp","62.5","°F"
"2021-08-11","Santuit River","SR-2","DO%","78.5","% Saturation"
"2021-08-11","Santuit River","SR-2","DO","7.56","mg/L"
"2021-08-11","Santuit River","SR-2","Sp. Cond.","178.1","µS/cm"
"2021-08-11","Santuit River","SR-2","pH","6.23",""
"2021-08-11","Santuit River","SR-2","DOC_mgl","1.462","mg/L"
"2021-08-11","Santuit River","SR-2","TDN_mgl","0.8285","mg N/L"
"2021-08-11","Santuit River","SR-2","NO3_mgl","0.80066","mg N/L"
"2021-08-11","Santuit River","SR-2","NH4_mgl","0.053205","mg N/L"
"2021-08-11","Santuit River","SR-2","PO4_ugl","2.603156","µg P/L"
"2021-08-11","Santuit River","SR-2","Si_mgl","2.035768","mg SiO2/L"
"2021-08-18","Santuit River","SR-2","water_temp","60.1","°F"
"2021-08-18","Santuit River","SR-2","DO%","77.2","% Saturation"
"2021-08-18","Santuit River","SR-2","DO","7.68","mg/L"
"2021-08-18","Santuit River","SR-2","Sp. Cond.","179.6","µS/cm"
"2021-08-18","Santuit River","SR-2","pH","6.01",""
"2021-08-18","Santuit River","SR-2","DOC_mgl","1.242","mg/L"
"2021-08-18","Santuit River","SR-2","TDN_mgl","0.6748","mg N/L"
"2021-08-18","Santuit River","SR-2","NO3_mgl","1.05172","mg N/L"
"2021-08-18","Santuit River","SR-2","NH4_mgl","0.049322","mg N/L"
"2021-08-18","Santuit River","SR-2","PO4_ugl","2.342337","µg P/L"
"2021-08-18","Santuit River","SR-2","Si_mgl","2.289458","mg SiO2/L"
"2021-08-25","Santuit River","SR-2","water_temp","61.3","°F"
"2021-08-25","Santuit River","SR-2","DO%","77.2","% Saturation"
"2021-08-25","Santuit River","SR-2","DO","7.57","mg/L"
"2021-08-25","Santuit River","SR-2","Sp. Cond.","179.1","µS/cm"
"2021-08-25","Santuit River","SR-2","pH","5.98",""
"2021-08-25","Santuit River","SR-2","DOC_mgl","1.815","mg/L"
"2021-08-25","Santuit River","SR-2","TDN_mgl","1.215","mg N/L"
"2021-08-25","Santuit River","SR-2","NO3_mgl","1.188497","mg N/L"
"2021-08-25","Santuit River","SR-2","NH4_mgl","0.053496","mg N/L"
"2021-08-25","Santuit River","SR-2","PO4_ugl","2.285774","µg P/L"
"2021-08-25","Santuit River","SR-2","Si_mgl","2.425989","mg SiO2/L"
"2021-09-01","Santuit River","SR-2","water_temp","58.6","°F"
"2021-09-01","Santuit River","SR-2","DO%","76.2","% Saturation"
"2021-09-01","Santuit River","SR-2","DO","7.71","mg/L"
"2021-09-01","Santuit River","SR-2","Sp. Cond.","178","µS/cm"
"2021-09-01","Santuit River","SR-2","pH","6.07",""
"2021-09-01","Santuit River","SR-2","DOC_mgl","1.643","mg/L"
"2021-09-01","Santuit River","SR-2","TDN_mgl","1.297","mg N/L"
"2021-09-01","Santuit River","SR-2","NO3_mgl","1.272691","mg N/L"
"2021-09-01","Santuit River","SR-2","NH4_mgl","0.05646","mg N/L"
"2021-09-01","Santuit River","SR-2","PO4_ugl","2.028097","µg P/L"
"2021-09-01","Santuit River","SR-2","Si_mgl","4.195262","mg SiO2/L"
"2021-09-08","Santuit River","SR-2","water_temp","62.1","°F"
"2021-09-08","Santuit River","SR-2","DO%","78.4","% Saturation"
"2021-09-08","Santuit River","SR-2","DO","7.62","mg/L"
"2021-09-08","Santuit River","SR-2","Sp. Cond.","181.3","µS/cm"
"2021-09-08","Santuit River","SR-2","pH","6.13",""
"2021-09-08","Santuit River","SR-2","DOC_mgl","1.934","mg/L"
"2021-09-08","Santuit River","SR-2","TDN_mgl","0.4792","mg N/L"
"2021-09-08","Santuit River","SR-2","NO3_mgl","0.779971","mg N/L"
"2021-09-08","Santuit River","SR-2","NH4_mgl","0.049026","mg N/L"
"2021-09-08","Santuit River","SR-2","PO4_ugl","1.830126","µg P/L"
"2021-09-08","Santuit River","SR-2","Si_mgl","2.031929","mg SiO2/L"
"2021-09-15","Santuit River","SR-2","water_temp","63.6","°F"
"2021-09-15","Santuit River","SR-2","DO%","77.5","% Saturation"
"2021-09-15","Santuit River","SR-2","DO","7.4","mg/L"
"2021-09-15","Santuit River","SR-2","Sp. Cond.","166.2","µS/cm"
"2021-09-15","Santuit River","SR-2","pH","6.05",""
"2021-09-15","Santuit River","SR-2","DOC_mgl","2.433","mg/L"
"2021-09-15","Santuit River","SR-2","TDN_mgl","0.9493","mg N/L"
"2021-09-15","Santuit River","SR-2","NO3_mgl","0.85823","mg N/L"
"2021-09-15","Santuit River","SR-2","NH4_mgl","0.055147","mg N/L"
"2021-09-15","Santuit River","SR-2","PO4_ugl","2.276346","µg P/L"
"2021-09-15","Santuit River","SR-2","Si_mgl","2.54628","mg SiO2/L"
"2021-09-22","Santuit River","SR-2","water_temp","62.6","°F"
"2021-09-22","Santuit River","SR-2","DO%","78.7","% Saturation"
"2021-09-22","Santuit River","SR-2","DO","7.66","mg/L"
"2021-09-22","Santuit River","SR-2","Sp. Cond.","158.3","µS/cm"
"2021-09-22","Santuit River","SR-2","pH","6.14",""
"2021-09-22","Santuit River","SR-2","DOC_mgl","2.317","mg/L"
"2021-09-22","Santuit River","SR-2","TDN_mgl","1.02","mg N/L"
"2021-09-22","Santuit River","SR-2","NO3_mgl","0.839729","mg N/L"
"2021-09-22","Santuit River","SR-2","NH4_mgl","0.0551324","mg N/L"
"2021-09-22","Santuit River","SR-2","PO4_ugl","3.00175","µg P/L"
"2021-09-22","Santuit River","SR-2","Si_mgl","1.118718","mg SiO2/L"
"2021-09-29","Santuit River","SR-2","water_temp","60.1","°F"
"2021-09-29","Santuit River","SR-2","DO%","79.2","% Saturation"
"2021-09-29","Santuit River","SR-2","DO","7.88","mg/L"
"2021-09-29","Santuit River","SR-2","Sp. Cond.","160.2","µS/cm"
"2021-09-29","Santuit River","SR-2","pH","6.18",""
"2021-09-29","Santuit River","SR-2","DOC_mgl","2.966","mg/L"
"2021-09-29","Santuit River","SR-2","TDN_mgl","0.9141","mg N/L"
"2021-09-29","Santuit River","SR-2","NO3_mgl","0.767957","mg N/L"
"2021-09-29","Santuit River","SR-2","NH4_mgl","0.055111","mg N/L"
"2021-09-29","Santuit River","SR-2","PO4_ugl","2.502599","µg P/L"
"2021-09-29","Santuit River","SR-2","Si_mgl","2.296592","mg SiO2/L"
"2021-10-06","Santuit River","SR-2","water_temp","59","°F"
"2021-10-06","Santuit River","SR-2","DO%","82.1","% Saturation"
"2021-10-06","Santuit River","SR-2","DO","8.28","mg/L"
"2021-10-06","Santuit River","SR-2","Sp. Cond.","154.8","µS/cm"
"2021-10-06","Santuit River","SR-2","pH","6.13",""
"2021-10-06","Santuit River","SR-2","DOC_mgl","2.885","mg/L"
"2021-10-06","Santuit River","SR-2","TDN_mgl","0.8592","mg N/L"
"2021-10-06","Santuit River","SR-2","NO3_mgl","0.676675","mg N/L"
"2021-10-06","Santuit River","SR-2","NH4_mgl","0.0514705","mg N/L"
"2021-10-06","Santuit River","SR-2","PO4_ugl","2.84575","µg P/L"
"2021-10-06","Santuit River","SR-2","Si_mgl","0.702227","mg SiO2/L"
"2021-10-13","Santuit River","SR-2","water_temp","57.1","°F"
"2021-10-13","Santuit River","SR-2","DO%","79.3","% Saturation"
"2021-10-13","Santuit River","SR-2","DO","8.18","mg/L"
"2021-10-13","Santuit River","SR-2","Sp. Cond.","159.9","µS/cm"
"2021-10-13","Santuit River","SR-2","pH","6.12",""
"2021-10-13","Santuit River","SR-2","DOC_mgl","2.694","mg/L"
"2021-10-13","Santuit River","SR-2","TDN_mgl","1.103","mg N/L"
"2021-10-13","Santuit River","SR-2","NO3_mgl","0.839404","mg N/L"
"2021-10-13","Santuit River","SR-2","NH4_mgl","0.0849882","mg N/L"
"2021-10-13","Santuit River","SR-2","PO4_ugl","3.655","µg P/L"
"2021-10-13","Santuit River","SR-2","Si_mgl","1.461896","mg SiO2/L"
"2021-10-20","Santuit River","SR-2","water_temp","55.1","°F"
"2021-10-20","Santuit River","SR-2","DO%","77.4","% Saturation"
"2021-10-20","Santuit River","SR-2","DO","8.18","mg/L"
"2021-10-20","Santuit River","SR-2","Sp. Cond.","165.1","µS/cm"
"2021-10-20","Santuit River","SR-2","pH","6.12",""
"2021-10-20","Santuit River","SR-2","DOC_mgl","2.916","mg/L"
"2021-10-20","Santuit River","SR-2","TDN_mgl","1.358","mg N/L"
"2021-10-20","Santuit River","SR-2","NO3_mgl","1.049921","mg N/L"
"2021-10-20","Santuit River","SR-2","NH4_mgl","0.0946433","mg N/L"
"2021-10-20","Santuit River","SR-2","PO4_ugl","3.32025","µg P/L"
"2021-10-20","Santuit River","SR-2","Si_mgl","1.276367","mg SiO2/L"
"2021-11-03","Santuit River","SR-2","water_temp","51.2","°F"
"2021-11-03","Santuit River","SR-2","DO%","78.9","% Saturation"
"2021-11-03","Santuit River","SR-2","DO","8.76","mg/L"
"2021-11-03","Santuit River","SR-2","Sp. Cond.","154.5","µS/cm"
"2021-11-03","Santuit River","SR-2","pH","6.13",""
"2021-11-03","Santuit River","SR-2","DOC_mgl","3.524","mg/L"
"2021-11-03","Santuit River","SR-2","TDN_mgl","0.9019","mg N/L"
"2021-11-03","Santuit River","SR-2","NO3_mgl","0.691158","mg N/L"
"2021-11-03","Santuit River","SR-2","NH4_mgl","0.0519327","mg N/L"
"2021-11-03","Santuit River","SR-2","PO4_ugl","4.1035","µg P/L"
"2021-11-03","Santuit River","SR-2","Si_mgl","0.742178","mg SiO2/L"
"2021-11-10","Santuit River","SR-2","water_temp","51.2","°F"
"2021-11-10","Santuit River","SR-2","DO%","77.5","% Saturation"
"2021-11-10","Santuit River","SR-2","DO","8.6","mg/L"
"2021-11-10","Santuit River","SR-2","Sp. Cond.","160","µS/cm"
"2021-11-10","Santuit River","SR-2","pH","6.22",""
"2021-11-10","Santuit River","SR-2","DOC_mgl","3.125","mg/L"
"2021-11-10","Santuit River","SR-2","TDN_mgl","0.965","mg N/L"
"2021-11-10","Santuit River","SR-2","NO3_mgl","0.832199","mg N/L"
"2021-11-10","Santuit River","SR-2","NH4_mgl","0.0540687","mg N/L"
"2021-11-10","Santuit River","SR-2","PO4_ugl","6.7945","µg P/L"
"2021-11-10","Santuit River","SR-2","Si_mgl","1.950993","mg SiO2/L"
"2021-11-17","Santuit River","SR-2","water_temp","46.1","°F"
"2021-11-17","Santuit River","SR-2","DO%","80.3","% Saturation"
"2021-11-17","Santuit River","SR-2","DO","9.53","mg/L"
"2021-11-17","Santuit River","SR-2","Sp. Cond.","158.4","µS/cm"
"2021-11-17","Santuit River","SR-2","pH","5.96",""
"2021-11-17","Santuit River","SR-2","DOC_mgl","3.054","mg/L"
"2021-11-17","Santuit River","SR-2","TDN_mgl","1.034","mg N/L"
"2021-11-17","Santuit River","SR-2","NO3_mgl","0.789215","mg N/L"
"2021-11-17","Santuit River","SR-2","NH4_mgl","0.0488784","mg N/L"
"2021-11-17","Santuit River","SR-2","PO4_ugl","5.05575","µg P/L"
"2021-11-17","Santuit River","SR-2","Si_mgl","1.178063","mg SiO2/L"
"2021-12-01","Santuit River","SR-2","water_temp","42.9","°F"
"2021-12-01","Santuit River","SR-2","DO%","81.7","% Saturation"
"2021-12-01","Santuit River","SR-2","DO","10.15","mg/L"
"2021-12-01","Santuit River","SR-2","Sp. Cond.","162","µS/cm"
"2021-12-01","Santuit River","SR-2","pH","6.15",""
"2021-12-01","Santuit River","SR-2","DOC_mgl","2.715","mg/L"
"2021-12-01","Santuit River","SR-2","TDN_mgl","1.042","mg N/L"
"2021-12-01","Santuit River","SR-2","NO3_mgl","0.884201","mg N/L"
"2021-12-01","Santuit River","SR-2","NH4_mgl","0.0458891","mg N/L"
"2021-12-01","Santuit River","SR-2","PO4_ugl","4.56175","µg P/L"
"2021-12-01","Santuit River","SR-2","Si_mgl","5.664732","mg SiO2/L"
"2021-12-08","Santuit River","SR-2","water_temp","44.1","°F"
"2021-12-08","Santuit River","SR-2","DO%","82.2","% Saturation"
"2021-12-08","Santuit River","SR-2","DO","10.04","mg/L"
"2021-12-08","Santuit River","SR-2","Sp. Cond.","162.4","µS/cm"
"2021-12-08","Santuit River","SR-2","pH","7.24",""
"2021-12-08","Santuit River","SR-2","DOC_mgl","2.777","mg/L"
"2021-12-08","Santuit River","SR-2","TDN_mgl","1.156","mg N/L"
"2021-12-08","Santuit River","SR-2","NO3_mgl","0.996543","mg N/L"
"2021-12-08","Santuit River","SR-2","NH4_mgl","0.0474598","mg N/L"
"2021-12-08","Santuit River","SR-2","PO4_ugl","3.00175","µg P/L"
"2021-12-08","Santuit River","SR-2","Si_mgl","1.673454","mg SiO2/L"
"2021-12-15","Santuit River","SR-2","water_temp","42.6","°F"
"2021-12-15","Santuit River","SR-2","DO%","83.4","% Saturation"
"2021-12-15","Santuit River","SR-2","DO","10.4","mg/L"
"2021-12-15","Santuit River","SR-2","Sp. Cond.","163.6","µS/cm"
"2021-12-15","Santuit River","SR-2","pH","6.16",""
"2021-12-15","Santuit River","SR-2","DOC_mgl","2.256","mg/L"
"2021-12-15","Santuit River","SR-2","TDN_mgl","1.182","mg N/L"
"2021-12-15","Santuit River","SR-2","NO3_mgl","1.045124703","mg N/L"
"2021-12-15","Santuit River","SR-2","NH4_mgl","0.039188111","mg N/L"
"2021-12-15","Santuit River","SR-2","PO4_ugl","2.256605162","µg P/L"
"2021-12-15","Santuit River","SR-2","Si_mgl","0.511283319","mg SiO2/L"
"2021-12-22","Santuit River","SR-2","water_temp","45.5","°F"
"2021-12-22","Santuit River","SR-2","DO%","79.3","% Saturation"
"2021-12-22","Santuit River","SR-2","DO","9.5","mg/L"
"2021-12-22","Santuit River","SR-2","Sp. Cond.","165.3","µS/cm"
"2021-12-22","Santuit River","SR-2","pH","6.67",""
"2021-12-22","Santuit River","SR-2","DOC_mgl","1.975","mg/L"
"2021-12-22","Santuit River","SR-2","TDN_mgl","1.243","mg N/L"
"2021-12-22","Santuit River","SR-2","NO3_mgl","1.132860195","mg N/L"
"2021-12-22","Santuit River","SR-2","NH4_mgl","0.044637143","mg N/L"
"2021-12-22","Santuit River","SR-2","PO4_ugl","2.016018441","µg P/L"
"2021-12-22","Santuit River","SR-2","Si_mgl","0.960361158","mg SiO2/L"
"2021-12-29","Santuit River","SR-2","water_temp","43.4","°F"
"2021-12-29","Santuit River","SR-2","DO%","82.8","% Saturation"
"2021-12-29","Santuit River","SR-2","DO","10.22","mg/L"
"2021-12-29","Santuit River","SR-2","Sp. Cond.","164.2","µS/cm"
"2021-12-29","Santuit River","SR-2","pH","6.91",""
"2021-12-29","Santuit River","SR-2","DOC_mgl","1.76","mg/L"
"2021-12-29","Santuit River","SR-2","TDN_mgl","1.137","mg N/L"
"2021-12-29","Santuit River","SR-2","NO3_mgl","1.135867109","mg N/L"
"2021-12-29","Santuit River","SR-2","NH4_mgl","0.044113153","mg N/L"
"2021-12-29","Santuit River","SR-2","PO4_ugl","2.008367668","µg P/L"
"2021-12-29","Santuit River","SR-2","Si_mgl","0.617631981","mg SiO2/L"
"2022-01-05","Santuit River","SR-2","water_temp","42","°F"
"2022-01-05","Santuit River","SR-2","DO%","83.5","% Saturation"
"2022-01-05","Santuit River","SR-2","DO","10.5","mg/L"
"2022-01-05","Santuit River","SR-2","Sp. Cond.","166.8","µS/cm"
"2022-01-05","Santuit River","SR-2","pH","6.74",""
"2022-01-05","Santuit River","SR-2","DOC_mgl","1.112","mg/L"
"2022-01-05","Santuit River","SR-2","TDN_mgl","0.5413","mg N/L"
"2022-01-05","Santuit River","SR-2","NO3_mgl","1.191619074","mg N/L"
"2022-01-05","Santuit River","SR-2","NH4_mgl","0.050410221","mg N/L"
"2022-01-05","Santuit River","SR-2","PO4_ugl","2.321388345","µg P/L"
"2022-01-05","Santuit River","SR-2","Si_mgl","0.804840534","mg SiO2/L"
"2022-01-12","Santuit River","SR-2","water_temp","38.3","°F"
"2022-01-12","Santuit River","SR-2","DO%","86.5","% Saturation"
"2022-01-12","Santuit River","SR-2","DO","11.48","mg/L"
"2022-01-12","Santuit River","SR-2","Sp. Cond.","167.5","µS/cm"
"2022-01-12","Santuit River","SR-2","pH","7.05",""
"2022-01-12","Santuit River","SR-2","DOC_mgl","1.427","mg/L"
"2022-01-12","Santuit River","SR-2","TDN_mgl","0.8372","mg N/L"
"2022-01-12","Santuit River","SR-2","NO3_mgl","1.175740994","mg N/L"
"2022-01-12","Santuit River","SR-2","NH4_mgl","0.04414303","mg N/L"
"2022-01-12","Santuit River","SR-2","PO4_ugl","2.054260216","µg P/L"
"2022-01-12","Santuit River","SR-2","Si_mgl","0.55573068","mg SiO2/L"
"2022-01-19","Santuit River","SR-2","water_temp","38.2","°F"
"2022-01-19","Santuit River","SR-2","DO%","87.6","% Saturation"
"2022-01-19","Santuit River","SR-2","DO","11.65","mg/L"
"2022-01-19","Santuit River","SR-2","Sp. Cond.","166.9","µS/cm"
"2022-01-19","Santuit River","SR-2","pH","7.09",""
"2022-01-19","Santuit River","SR-2","DOC_mgl","1.798","mg/L"
"2022-01-19","Santuit River","SR-2","TDN_mgl","1.208","mg N/L"
"2022-01-19","Santuit River","SR-2","NO3_mgl","1.161527037","mg N/L"
"2022-01-19","Santuit River","SR-2","NH4_mgl","0.049576416","mg N/L"
"2022-01-19","Santuit River","SR-2","PO4_ugl","1.270140054","µg P/L"
"2022-01-19","Santuit River","SR-2","Si_mgl","0.529800545","mg SiO2/L"
"2022-01-26","Santuit River","SR-2","water_temp","38","°F"
"2022-01-26","Santuit River","SR-2","DO%","86.8","% Saturation"
"2022-01-26","Santuit River","SR-2","DO","11.57","mg/L"
"2022-01-26","Santuit River","SR-2","Sp. Cond.","169.8","µS/cm"
"2022-01-26","Santuit River","SR-2","pH","7.15",""
"2022-01-26","Santuit River","SR-2","DOC_mgl","1.61","mg/L"
"2022-01-26","Santuit River","SR-2","TDN_mgl","1.244","mg N/L"
"2022-01-26","Santuit River","SR-2","NO3_mgl","1.231726147","mg N/L"
"2022-01-26","Santuit River","SR-2","NH4_mgl","0.044614161","mg N/L"
"2022-01-26","Santuit River","SR-2","PO4_ugl","2.103944394","µg P/L"
"2022-01-26","Santuit River","SR-2","Si_mgl","0.57438834","mg SiO2/L"
"2022-02-09","Santuit River","SR-2","water_temp","39.5","°F"
"2022-02-09","Santuit River","SR-2","DO%","89.9","% Saturation"
"2022-02-09","Santuit River","SR-2","DO","11.73","mg/L"
"2022-02-09","Santuit River","SR-2","Sp. Cond.","162.3","µS/cm"
"2022-02-09","Santuit River","SR-2","pH","7.42",""
"2022-02-09","Santuit River","SR-2","DOC_mgl","1.707","mg/L"
"2022-02-09","Santuit River","SR-2","TDN_mgl","0.389","mg N/L"
"2022-02-09","Santuit River","SR-2","NO3_mgl","0.255092249","mg N/L"
"2022-02-09","Santuit River","SR-2","NH4_mgl","0.035225858","mg N/L"
"2022-02-09","Santuit River","SR-2","PO4_ugl","2.557162868","µg P/L"
"2022-02-09","Santuit River","SR-2","Si_mgl","0.709646344","mg SiO2/L"
"2022-02-16","Santuit River","SR-2","water_temp","39.2","°F"
"2022-02-16","Santuit River","SR-2","DO%","91.9","% Saturation"
"2022-02-16","Santuit River","SR-2","DO","12.04","mg/L"
"2022-02-16","Santuit River","SR-2","Sp. Cond.","163","µS/cm"
"2022-02-16","Santuit River","SR-2","pH","7.2",""
"2022-02-16","Santuit River","SR-2","DOC_mgl","1.455","mg/L"
"2022-02-16","Santuit River","SR-2","TDN_mgl","1.083","mg N/L"
"2022-02-16","Santuit River","SR-2","NO3_mgl","1.077223352","mg N/L"
"2022-02-16","Santuit River","SR-2","NH4_mgl","0.042214756","mg N/L"
"2022-02-16","Santuit River","SR-2","PO4_ugl","1.447683838","µg P/L"
