"date","river","site_code","parameter","value","unit"
"2022-06-23","","CH-R8B","PO4_ugl","2.017073482","µg P/L"
"2022-06-23","","CH-R8B","Si_mgl","0.649195822","mg SiO2/L"
"2022-07-07","","CH-R8B","water_temp","59.6","°F"
"2022-07-07","","CH-R8B","DO%","75","% Saturation"
"2022-07-07","","CH-R8B","DO","7.5","mg/L"
"2022-07-07","","CH-R8B","Sp. Cond.","125.7","µS/cm"
"2022-07-07","","CH-R8B","pH","6.32",""
"2022-07-07","","CH-R8B","DOC_mgl","1.199","mg/L"
"2022-07-07","","CH-R8B","TDN_mgl","1.492","mg N/L"
"2022-07-07","","CH-R8B","NO3_mgl","1.444700311","mg N/L"
"2022-07-07","","CH-R8B","NH4_mgl","0.051990504","mg N/L"
"2022-07-07","","CH-R8B","PO4_ugl","2.025983281","µg P/L"
"2022-07-07","","CH-R8B","Si_mgl","0.098294545","mg SiO2/L"
"2022-07-21","","CH-R8B","water_temp","59.7","°F"
"2022-07-21","","CH-R8B","DO%","61.5","% Saturation"
"2022-07-21","","CH-R8B","DO","6.23","mg/L"
"2022-07-21","","CH-R8B","Sp. Cond.","125.2","µS/cm"
"2022-07-21","","CH-R8B","pH","5.69",""
"2022-07-21","","CH-R8B","DOC_mgl","0.90676563","mg/L"
"2022-07-21","","CH-R8B","TDN_mgl","1.508172432","mg N/L"
"2022-07-21","","CH-R8B","NO3_mgl","1.479491792","mg N/L"
"2022-07-21","","CH-R8B","NH4_mgl","0.013250915","mg N/L"
"2022-07-21","","CH-R8B","PO4_ugl","1.49191032","µg P/L"
"2022-07-21","","CH-R8B","Si_mgl","0.67278434","mg SiO2/L"
"2022-08-04","","CH-R8B","water_temp","62.1","°F"
"2022-08-04","","CH-R8B","DO%","68.6","% Saturation"
"2022-08-04","","CH-R8B","DO","6.65","mg/L"
"2022-08-04","","CH-R8B","Sp. Cond.","130.3","µS/cm"
"2022-08-04","","CH-R8B","pH","5.56",""
"2022-08-04","","CH-R8B","DOC_mgl","0.938","mg/L"
"2022-08-04","","CH-R8B","TDN_mgl","1.495","mg N/L"
"2022-08-04","","CH-R8B","NO3_mgl","1.448462659","mg N/L"
"2022-08-04","","CH-R8B","NH4_mgl","0.01909413","mg N/L"
"2022-08-04","","CH-R8B","PO4_ugl","1.749511267","µg P/L"
"2022-08-04","","CH-R8B","Si_mgl","0.672965755","mg SiO2/L"
"2022-09-01","","CH-R8B","water_temp","58.3","°F"
"2022-09-01","","CH-R8B","DO%","64","% Saturation"
"2022-09-01","","CH-R8B","DO","6.47","mg/L"
"2022-09-01","","CH-R8B","Sp. Cond.","120.7","µS/cm"
"2022-09-01","","CH-R8B","pH","5.6",""
"2022-09-01","","CH-R8B","DOC_mgl","0.9229","mg/L"
"2022-09-01","","CH-R8B","TDN_mgl","1.374","mg N/L"
"2022-09-01","","CH-R8B","NO3_mgl","1.403311785","mg N/L"
"2022-09-01","","CH-R8B","NH4_mgl","0.005198995","mg N/L"
"2022-09-01","","CH-R8B","PO4_ugl","1.583352085","µg P/L"
"2022-09-01","","CH-R8B","Si_mgl","0.900723154","mg SiO2/L"
"2022-09-15","","CH-R8B","water_temp","57.9","°F"
"2022-09-15","","CH-R8B","DO%","64.3","% Saturation"
"2022-09-15","","CH-R8B","DO","6.57","mg/L"
"2022-09-15","","CH-R8B","Sp. Cond.","119.8","µS/cm"
"2022-09-15","","CH-R8B","pH","5.51",""
"2022-09-15","","CH-R8B","DOC_mgl","0.7367","mg/L"
"2022-09-15","","CH-R8B","TDN_mgl","1.298","mg N/L"
"2022-09-15","","CH-R8B","NO3_mgl","1.408644","mg N/L"
"2022-09-15","","CH-R8B","NH4_mgl","0.006971","mg N/L"
"2022-09-15","","CH-R8B","PO4_ugl","0.000029","µg P/L"
"2022-09-15","","CH-R8B","Si_mgl","0.287864062","mg SiO2/L"
"2022-09-29","","CH-R8B","water_temp","55.6","°F"
"2022-09-29","","CH-R8B","DO%","66.8","% Saturation"
"2022-09-29","","CH-R8B","DO","7.02","mg/L"
"2022-09-29","","CH-R8B","Sp. Cond.","121.7","µS/cm"
"2022-09-29","","CH-R8B","pH","5.45",""
"2022-09-29","","CH-R8B","DOC_mgl","0.6482","mg/L"
"2022-09-29","","CH-R8B","TDN_mgl","1.277","mg N/L"
"2022-09-29","","CH-R8B","NO3_mgl","1.40452","mg N/L"
"2022-09-29","","CH-R8B","NH4_mgl","0.006407","mg N/L"
"2022-09-29","","CH-R8B","PO4_ugl","0.000601","µg P/L"
"2022-09-29","","CH-R8B","Si_mgl","0.318658984","mg SiO2/L"
"2022-10-27","","CH-R8B","water_temp","56","°F"
"2022-10-27","","CH-R8B","DO%","65.5","% Saturation"
"2022-10-27","","CH-R8B","DO","6.84","mg/L"
"2022-10-27","","CH-R8B","Sp. Cond.","122.4","µS/cm"
"2022-10-27","","CH-R8B","pH","5.42",""
"2022-10-27","","CH-R8B","DOC_mgl","1.342","mg/L"
"2022-10-27","","CH-R8B","TDN_mgl","1.148","mg N/L"
"2022-10-27","","CH-R8B","NO3_mgl","1.194599","mg N/L"
"2022-10-27","","CH-R8B","NH4_mgl","0.005872","mg N/L"
"2022-10-27","","CH-R8B","PO4_ugl","-0.00017","µg P/L"
"2022-10-27","","CH-R8B","Si_mgl","0.326755455","mg SiO2/L"
"2022-12-01","","CH-R8B","water_temp","47.5","°F"
"2022-12-01","","CH-R8B","DO%","71.9","% Saturation"
"2022-12-01","","CH-R8B","DO","8.38","mg/L"
"2022-12-01","","CH-R8B","Sp. Cond.","122.3","µS/cm"
"2022-12-01","","CH-R8B","pH","5.51",""
"2022-12-01","","CH-R8B","DOC_mgl","1.302","mg/L"
"2022-12-01","","CH-R8B","TDN_mgl","1.137","mg N/L"
"2022-12-01","","CH-R8B","NO3_mgl","1.155566","mg N/L"
"2022-12-01","","CH-R8B","NH4_mgl","0.004548","mg N/L"
"2022-12-01","","CH-R8B","PO4_ugl","0.001861","µg P/L"
"2022-12-01","","CH-R8B","Si_mgl","0.418747929","mg SiO2/L"
"2022-12-22","","CH-R8B","water_temp","45.7","°F"
"2022-12-22","","CH-R8B","DO%","72.5","% Saturation"
"2022-12-22","","CH-R8B","DO","8.67","mg/L"
"2022-12-22","","CH-R8B","Sp. Cond.","127.6","µS/cm"
"2022-12-22","","CH-R8B","pH","5.42",""
"2022-12-22","","CH-R8B","DOC_mgl","0.933","mg/L"
"2022-12-22","","CH-R8B","TDN_mgl","1.261","mg N/L"
"2022-12-22","","CH-R8B","NO3_mgl","1.289838","mg N/L"
"2022-12-22","","CH-R8B","NH4_mgl","0.009519","mg N/L"
"2022-12-22","","CH-R8B","PO4_ugl","0.001776","µg P/L"
"2022-12-22","","CH-R8B","Si_mgl","0.560964676","mg SiO2/L"
"2019-12-19","","CH-RX","water_temp","35.8","°F"
"2019-12-19","","CH-RX","DO%","84.1","% Saturation"
"2019-12-19","","CH-RX","DO","11.57","mg/L"
"2019-12-19","","CH-RX","Sp. Cond.","172.3","µS/cm"
"2019-12-19","","CH-RX","pH","5.36",""
"2019-12-19","","CH-RX","DOC_mgl","2.926","mg/L"
"2019-12-19","","CH-RX","TDN_mgl","2.557","mg N/L"
"2019-12-19","","CH-RX","NO3_mgl","2.467221","mg N/L"
"2019-12-19","","CH-RX","NH4_mgl","0.031522","mg N/L"
"2019-12-19","","CH-RX","PO4_ugl","0.5031","µg P/L"
"2019-12-19","","CH-RX","Si_mgl","0.317763","mg SiO2/L"
"2020-01-14","","CH-RX","water_temp","46.7","°F"
"2020-01-14","","CH-RX","DO%","59.3","% Saturation"
"2020-01-14","","CH-RX","DO","6.99","mg/L"
"2020-01-14","","CH-RX","Sp. Cond.","178.1","µS/cm"
"2020-01-14","","CH-RX","pH","4.88",""
"2020-01-14","","CH-RX","DOC_mgl","2.052","mg/L"
"2020-01-14","","CH-RX","TDN_mgl","2.742","mg N/L"
"2020-01-14","","CH-RX","NO3_mgl","2.709843","mg N/L"
"2020-01-14","","CH-RX","NH4_mgl","0.009397","mg N/L"
"2020-01-14","","CH-RX","PO4_ugl","1.001897","µg P/L"
"2020-01-14","","CH-RX","Si_mgl","0.291546","mg SiO2/L"
"2020-02-20","","CH-RX","water_temp","43.1","°F"
"2020-02-20","","CH-RX","DO%","83.1","% Saturation"
"2020-02-20","","CH-RX","DO","10.3","mg/L"
"2020-02-20","","CH-RX","Sp. Cond.","183.7","µS/cm"
"2020-02-20","","CH-RX","pH","5.28",""
"2020-02-20","","CH-RX","DOC_mgl","1.908","mg/L"
"2020-02-20","","CH-RX","TDN_mgl","2.918","mg N/L"
"2020-02-20","","CH-RX","NO3_mgl","2.9721","mg N/L"
"2020-02-20","","CH-RX","NH4_mgl","0.0093","mg N/L"
"2020-02-20","","CH-RX","PO4_ugl","1.4597","µg P/L"
"2020-02-20","","CH-RX","Si_mgl","0.1916","mg SiO2/L"
"2020-05-26","","CH-RX","water_temp","65.6","°F"
"2020-05-26","","CH-RX","DO%","81","% Saturation"
"2020-05-26","","CH-RX","DO","7.56","mg/L"
"2020-05-26","","CH-RX","Sp. Cond.","179.4","µS/cm"
"2020-05-26","","CH-RX","DOC_mgl","1.464","mg/L"
"2020-05-26","","CH-RX","TDN_mgl","2.875","mg N/L"
"2020-05-26","","CH-RX","NO3_mgl","2.659","mg N/L"
"2020-05-26","","CH-RX","NH4_mgl","0.021","mg N/L"
"2020-05-26","","CH-RX","PO4_ugl","1.4892","µg P/L"
"2020-05-26","","CH-RX","Si_mgl","0.4613","mg SiO2/L"
"2020-06-11","","CH-RX","water_temp","67","°F"
"2020-06-11","","CH-RX","DO%","92","% Saturation"
"2020-06-11","","CH-RX","DO","8.45","mg/L"
"2020-06-11","","CH-RX","Sp. Cond.","179","µS/cm"
"2020-06-11","","CH-RX","pH","5.35",""
"2020-06-11","","CH-RX","DOC_mgl","2.031","mg/L"
"2020-06-11","","CH-RX","TDN_mgl","2.916","mg N/L"
"2020-06-11","","CH-RX","NO3_mgl","2.5673","mg N/L"
"2020-06-11","","CH-RX","NH4_mgl","0.0202","mg N/L"
"2020-06-11","","CH-RX","Si_mgl","0.4516","mg SiO2/L"
"2020-07-07","","CH-RX","water_temp","67.6","°F"
"2020-07-07","","CH-RX","DO%","86","% Saturation"
"2020-07-07","","CH-RX","DO","7.83","mg/L"
"2020-07-07","","CH-RX","Sp. Cond.","177.1","µS/cm"
"2020-07-07","","CH-RX","pH","5.02",""
"2020-07-07","","CH-RX","DOC_mgl","1.26","mg/L"
"2020-07-07","","CH-RX","TDN_mgl","2.583","mg N/L"
"2020-07-07","","CH-RX","NO3_mgl","2.4374","mg N/L"
"2020-07-07","","CH-RX","NH4_mgl","0.0291","mg N/L"
"2020-07-07","","CH-RX","PO4_ugl","0.4291","µg P/L"
"2020-07-07","","CH-RX","Si_mgl","0.1468","mg SiO2/L"
"2020-07-21","","CH-RX","water_temp","73.1","°F"
"2020-07-21","","CH-RX","DO%","77","% Saturation"
"2020-07-21","","CH-RX","DO","6.62","mg/L"
"2020-07-21","","CH-RX","Sp. Cond.","174.2","µS/cm"
"2020-07-21","","CH-RX","pH","5.68",""
"2020-07-21","","CH-RX","DOC_mgl","1.326","mg/L"
"2020-07-21","","CH-RX","TDN_mgl","2.449","mg N/L"
"2020-07-21","","CH-RX","NO3_mgl","2.3253","mg N/L"
"2020-07-21","","CH-RX","NH4_mgl","0.0778","mg N/L"
"2020-07-21","","CH-RX","PO4_ugl","0.362","µg P/L"
"2020-07-21","","CH-RX","Si_mgl","0.4147","mg SiO2/L"
"2020-08-07","","CH-RX","water_temp","75.1","°F"
"2020-08-07","","CH-RX","DO%","105.1","% Saturation"
"2020-08-07","","CH-RX","DO","8.86","mg/L"
"2020-08-07","","CH-RX","Sp. Cond.","171.2","µS/cm"
"2020-08-07","","CH-RX","pH","5.45",""
"2020-08-07","","CH-RX","DOC_mgl","1.735","mg/L"
"2020-08-07","","CH-RX","TDN_mgl","2.507","mg N/L"
"2020-08-07","","CH-RX","NO3_mgl","2.3262","mg N/L"
"2020-08-07","","CH-RX","NH4_mgl","0.0421","mg N/L"
"2020-08-07","","CH-RX","PO4_ugl","1.7248","µg P/L"
"2020-08-07","","CH-RX","Si_mgl","0.6251","mg SiO2/L"
"2020-08-20","","CH-RX","water_temp","70.9","°F"
"2020-08-20","","CH-RX","DO%","100","% Saturation"
"2020-08-20","","CH-RX","DO","8.81","mg/L"
"2020-08-20","","CH-RX","Sp. Cond.","161.3","µS/cm"
"2020-08-20","","CH-RX","pH","5.22",""
"2020-08-20","","CH-RX","DOC_mgl","1.834","mg/L"
"2020-08-20","","CH-RX","TDN_mgl","2.401","mg N/L"
"2020-08-20","","CH-RX","NO3_mgl","2.1784","mg N/L"
"2020-08-20","","CH-RX","NH4_mgl","0.0461","mg N/L"
"2020-08-20","","CH-RX","PO4_ugl","2.268","µg P/L"
"2020-08-20","","CH-RX","Si_mgl","0.5283","mg SiO2/L"
"2020-09-04","","CH-RX","water_temp","71.5","°F"
"2020-09-04","","CH-RX","DO%","112.9","% Saturation"
"2020-09-04","","CH-RX","DO","9.88","mg/L"
"2020-09-04","","CH-RX","Sp. Cond.","155.7","µS/cm"
"2020-09-04","","CH-RX","pH","5.4",""
"2020-09-04","","CH-RX","DOC_mgl","1.773","mg/L"
"2020-09-04","","CH-RX","TDN_mgl","1.986","mg N/L"
"2020-09-04","","CH-RX","NO3_mgl","1.8758","mg N/L"
"2020-09-04","","CH-RX","NH4_mgl","0.0275","mg N/L"
"2020-09-04","","CH-RX","PO4_ugl","1.5369","µg P/L"
"2020-09-04","","CH-RX","Si_mgl","0.7424","mg SiO2/L"
"2020-09-17","","CH-RX","water_temp","65.5","°F"
"2020-09-17","","CH-RX","DO%","111.1","% Saturation"
"2020-09-17","","CH-RX","DO","10.39","mg/L"
"2020-09-17","","CH-RX","Sp. Cond.","158.4","µS/cm"
"2020-09-17","","CH-RX","pH","5.68",""
"2020-09-17","","CH-RX","DOC_mgl","3.458","mg/L"
"2020-09-17","","CH-RX","TDN_mgl","0.6054","mg N/L"
"2020-09-17","","CH-RX","NO3_mgl","2.2461","mg N/L"
"2020-09-17","","CH-RX","NH4_mgl","0.0143","mg N/L"
"2020-09-17","","CH-RX","PO4_ugl","1.7477","µg P/L"
"2020-09-17","","CH-RX","Si_mgl","0.7301","mg SiO2/L"
"2020-10-01","","CH-RX","water_temp","64.1","°F"
"2020-10-01","","CH-RX","DO%","105.9","% Saturation"
"2020-10-01","","CH-RX","DO","10.05","mg/L"
"2020-10-01","","CH-RX","Sp. Cond.","161.3","µS/cm"
"2020-10-01","","CH-RX","pH","4.96",""
"2020-10-01","","CH-RX","DOC_mgl","1.436","mg/L"
"2020-10-01","","CH-RX","TDN_mgl","2.337","mg N/L"
"2020-10-01","","CH-RX","NO3_mgl","2.3873","mg N/L"
"2020-10-01","","CH-RX","NH4_mgl","0.021","mg N/L"
"2020-10-01","","CH-RX","PO4_ugl","1.3065","µg P/L"
"2020-10-01","","CH-RX","Si_mgl","0.5616","mg SiO2/L"
"2020-10-15","","CH-RX","water_temp","53.5","°F"
"2020-10-15","","CH-RX","DO%","73","% Saturation"
"2020-10-15","","CH-RX","DO","7.8","mg/L"
"2020-10-15","","CH-RX","Sp. Cond.","121","µS/cm"
"2020-10-15","","CH-RX","pH","5.9",""
"2020-10-15","","CH-RX","DOC_mgl","0.94","mg/L"
"2020-10-15","","CH-RX","TDN_mgl","1.1","mg N/L"
"2020-10-15","","CH-RX","NO3_mgl","1.07","mg N/L"
"2020-10-15","","CH-RX","NH4_mgl","0.032","mg N/L"
"2020-10-15","","CH-RX","PO4_ugl","13.3","µg P/L"
"2020-10-15","","CH-RX","Si_mgl","2.06","mg SiO2/L"
"2020-12-29","","CH-RX","water_temp","40.3","°F"
"2020-12-29","","CH-RX","DO%","93.2","% Saturation"
"2020-12-29","","CH-RX","DO","12.01","mg/L"
"2020-12-29","","CH-RX","Sp. Cond.","105.1","µS/cm"
"2020-12-29","","CH-RX","pH","5.44",""
"2020-12-29","","CH-RX","DOC_mgl","2.516","mg/L"
"2020-12-29","","CH-RX","TDN_mgl","1.625","mg N/L"
"2020-12-29","","CH-RX","NO3_mgl","1.53235","mg N/L"
"2020-12-29","","CH-RX","NH4_mgl","0.001769","mg N/L"
"2020-12-29","","CH-RX","PO4_ugl","0.330694","µg P/L"
"2020-12-29","","CH-RX","Si_mgl","0.185088","mg SiO2/L"
"2021-01-14","","CH-RX","water_temp","39.4","°F"
"2021-01-14","","CH-RX","DO%","89.6","% Saturation"
"2021-01-14","","CH-RX","DO","11.71","mg/L"
"2021-01-14","","CH-RX","Sp. Cond.","112.3","µS/cm"
"2021-01-14","","CH-RX","pH","5.21",""
"2021-01-14","","CH-RX","DOC_mgl","2.652","mg/L"
"2021-01-14","","CH-RX","TDN_mgl","1.653","mg N/L"
"2021-01-14","","CH-RX","NO3_mgl","1.61232","mg N/L"
"2021-01-14","","CH-RX","NH4_mgl","0.00357","mg N/L"
"2021-01-14","","CH-RX","PO4_ugl","1.659511","µg P/L"
"2021-01-14","","CH-RX","Si_mgl","0.07162","mg SiO2/L"
"2021-01-27","","CH-RX","water_temp","44.3","°F"
"2021-01-27","","CH-RX","DO%","75","% Saturation"
"2021-01-27","","CH-RX","DO","9.1","mg/L"
"2021-01-27","","CH-RX","pH","6.2",""
"2021-01-27","","CH-RX","DOC_mgl","1.054","mg/L"
"2021-01-27","","CH-RX","TDN_mgl","1.006","mg N/L"
"2021-01-27","","CH-RX","NO3_mgl","0.953761","mg N/L"
"2021-01-27","","CH-RX","NH4_mgl","0.071675","mg N/L"
"2021-01-27","","CH-RX","PO4_ugl","4.268116","µg P/L"
"2021-01-27","","CH-RX","Si_mgl","2.551392","mg SiO2/L"
"2021-01-28","","CH-RX","water_temp","39","°F"
"2021-01-28","","CH-RX","DO%","86.1","% Saturation"
"2021-01-28","","CH-RX","DO","11.34","mg/L"
"2021-01-28","","CH-RX","Sp. Cond.","113.4","µS/cm"
"2021-01-28","","CH-RX","pH","5.85",""
"2021-01-28","","CH-RX","DOC_mgl","2.211","mg/L"
"2021-01-28","","CH-RX","TDN_mgl","1.719","mg N/L"
"2021-01-28","","CH-RX","NO3_mgl","1.60029","mg N/L"
"2021-01-28","","CH-RX","NH4_mgl","0.00591","mg N/L"
"2021-01-28","","CH-RX","PO4_ugl","1.453399","µg P/L"
"2021-01-28","","CH-RX","Si_mgl","0.062414","mg SiO2/L"
"2021-02-11","","CH-RX","water_temp","39.3","°F"
"2021-02-11","","CH-RX","DO%","68","% Saturation"
"2021-02-11","","CH-RX","DO","8.7","mg/L"
"2021-02-11","","CH-RX","Sp. Cond.","110.6","µS/cm"
"2021-02-11","","CH-RX","pH","5.4",""
"2021-02-11","","CH-RX","DOC_mgl","2.136","mg/L"
"2021-02-11","","CH-RX","TDN_mgl","1.646","mg N/L"
"2021-02-11","","CH-RX","NO3_mgl","1.58051","mg N/L"
"2021-02-11","","CH-RX","NH4_mgl","0.01106","mg N/L"
"2021-02-11","","CH-RX","PO4_ugl","0.92365","µg P/L"
"2021-02-11","","CH-RX","Si_mgl","0","mg SiO2/L"
"2021-02-26","","CH-RX","water_temp","46.5","°F"
"2021-02-26","","CH-RX","DO%","102.4","% Saturation"
"2021-02-26","","CH-RX","DO","12.11","mg/L"
"2021-02-26","","CH-RX","Sp. Cond.","100.1","µS/cm"
"2021-02-26","","CH-RX","pH","5.6",""
"2021-02-26","","CH-RX","DOC_mgl","2.492","mg/L"
"2021-02-26","","CH-RX","TDN_mgl","1.519","mg N/L"
"2021-02-26","","CH-RX","NO3_mgl","1.46562","mg N/L"
"2021-02-26","","CH-RX","NH4_mgl","0.01005","mg N/L"
"2021-02-26","","CH-RX","PO4_ugl","1.08837","µg P/L"
"2021-02-26","","CH-RX","Si_mgl","0.0214","mg SiO2/L"
"2021-03-20","","CH-RX","water_temp","44","°F"
"2021-03-20","","CH-RX","DO%","96.5","% Saturation"
"2021-03-20","","CH-RX","DO","11.8","mg/L"
"2021-03-20","","CH-RX","Sp. Cond.","115.1","µS/cm"
"2021-03-20","","CH-RX","pH","7.5",""
"2021-03-20","","CH-RX","DOC_mgl","2.76","mg/L"
"2021-03-20","","CH-RX","TDN_mgl","1.704","mg N/L"
"2021-03-20","","CH-RX","NO3_mgl","1.706751","mg N/L"
"2021-03-20","","CH-RX","NH4_mgl","0.006528","mg N/L"
"2021-03-20","","CH-RX","PO4_ugl","0.76264","µg P/L"
"2021-03-20","","CH-RX","Si_mgl","0.13221","mg SiO2/L"
"2021-04-04","","CH-RX","water_temp","57.6","°F"
"2021-04-04","","CH-RX","DO%","101.3","% Saturation"
"2021-04-04","","CH-RX","DO","10.39","mg/L"
"2021-04-04","","CH-RX","Sp. Cond.","117.7","µS/cm"
"2021-04-04","","CH-RX","pH","5.73",""
"2021-04-04","","CH-RX","DOC_mgl","2.962","mg/L"
"2021-04-04","","CH-RX","TDN_mgl","1.59","mg N/L"
"2021-04-04","","CH-RX","NO3_mgl","1.666875","mg N/L"
"2021-04-04","","CH-RX","NH4_mgl","0.00825","mg N/L"
"2021-04-04","","CH-RX","PO4_ugl","1.15681","µg P/L"
"2021-04-04","","CH-RX","Si_mgl","0.139049","mg SiO2/L"
"2021-04-18","","CH-RX","water_temp","56.1","°F"
"2021-04-18","","CH-RX","DO%","98.8","% Saturation"
"2021-04-18","","CH-RX","DO","10.31","mg/L"
"2021-04-18","","CH-RX","Sp. Cond.","119.3","µS/cm"
"2021-04-18","","CH-RX","pH","5.83",""
"2021-04-18","","CH-RX","DOC_mgl","3.012","mg/L"
"2021-04-18","","CH-RX","TDN_mgl","1.533","mg N/L"
"2021-04-18","","CH-RX","NO3_mgl","1.50448","mg N/L"
"2021-04-18","","CH-RX","NH4_mgl","0.013136213","mg N/L"
"2021-04-18","","CH-RX","PO4_ugl","1.1919","µg P/L"
"2021-04-18","","CH-RX","Si_mgl","0.131","mg SiO2/L"
"2021-05-02","","CH-RX","water_temp","67.2","°F"
"2021-05-02","","CH-RX","DO%","105","% Saturation"
"2021-05-02","","CH-RX","DO","9.63","mg/L"
"2021-05-02","","CH-RX","Sp. Cond.","124.9","µS/cm"
"2021-05-02","","CH-RX","pH","5.78",""
"2021-05-02","","CH-RX","DOC_mgl","3.63","mg/L"
"2021-05-02","","CH-RX","TDN_mgl","1.648","mg N/L"
"2021-05-02","","CH-RX","NO3_mgl","1.50557","mg N/L"
"2021-05-02","","CH-RX","NH4_mgl","0.031440507","mg N/L"
"2021-05-02","","CH-RX","PO4_ugl","1.1019","µg P/L"
"2021-05-02","","CH-RX","Si_mgl","0.309","mg SiO2/L"
"2021-05-17","","CH-RX","water_temp","65.5","°F"
"2021-05-17","","CH-RX","DO%","89.7","% Saturation"
"2021-05-17","","CH-RX","DO","8.38","mg/L"
"2021-05-17","","CH-RX","Sp. Cond.","124","µS/cm"
"2021-05-17","","CH-RX","pH","5.9",""
"2021-05-17","","CH-RX","DOC_mgl","4.181","mg/L"
"2021-05-17","","CH-RX","TDN_mgl","1.573","mg N/L"
"2021-05-17","","CH-RX","NO3_mgl","1.33814","mg N/L"
"2021-05-17","","CH-RX","NH4_mgl","0.02135","mg N/L"
"2021-05-17","","CH-RX","PO4_ugl","2.00374","µg P/L"
"2021-05-17","","CH-RX","Si_mgl","0.11045","mg SiO2/L"
"2021-06-04","","CH-RX","water_temp","66","°F"
"2021-06-04","","CH-RX","DO%","90.2","% Saturation"
"2021-06-04","","CH-RX","DO","8.37","mg/L"
"2021-06-04","","CH-RX","Sp. Cond.","119.3","µS/cm"
"2021-06-04","","CH-RX","pH","6.07",""
"2021-06-04","","CH-RX","DOC_mgl","4.394","mg/L"
"2021-06-04","","CH-RX","TDN_mgl","1.116","mg N/L"
"2021-06-04","","CH-RX","NO3_mgl","0.96302","mg N/L"
"2021-06-04","","CH-RX","NH4_mgl","0.05073","mg N/L"
"2021-06-04","","CH-RX","PO4_ugl","1.60082","µg P/L"
"2021-06-04","","CH-RX","Si_mgl","0.14682","mg SiO2/L"
"2021-06-18","","CH-RX","water_temp","72.3","°F"
"2021-06-18","","CH-RX","DO%","101.5","% Saturation"
"2021-06-18","","CH-RX","DO","8.81","mg/L"
"2021-06-18","","CH-RX","Sp. Cond.","116.3","µS/cm"
"2021-06-18","","CH-RX","pH","5.93",""
"2021-06-18","","CH-RX","DOC_mgl","4.26","mg/L"
"2021-06-18","","CH-RX","TDN_mgl","0.8653","mg N/L"
"2021-06-18","","CH-RX","NO3_mgl","0.652141","mg N/L"
"2021-06-18","","CH-RX","NH4_mgl","0.0074147","mg N/L"
"2021-06-18","","CH-RX","PO4_ugl","1.444292","µg P/L"
"2021-06-18","","CH-RX","Si_mgl","0.262469","mg SiO2/L"
"2021-07-02","","CH-RX","water_temp","79.8","°F"
"2021-07-02","","CH-RX","DO%","128.5","% Saturation"
"2021-07-02","","CH-RX","DO","10.32","mg/L"
"2021-07-02","","CH-RX","Sp. Cond.","116.8","µS/cm"
"2021-07-02","","CH-RX","pH","6.45",""
"2021-07-02","","CH-RX","DOC_mgl","4.651","mg/L"
"2021-07-02","","CH-RX","TDN_mgl","0.5861","mg N/L"
"2021-07-02","","CH-RX","NO3_mgl","0.344273","mg N/L"
"2021-07-02","","CH-RX","NH4_mgl","0.006983","mg N/L"
"2021-07-02","","CH-RX","PO4_ugl","0.921972","µg P/L"
"2021-07-02","","CH-RX","Si_mgl","0.040827","mg SiO2/L"
"2021-07-15","","CH-RX","water_temp","75.9","°F"
"2021-07-15","","CH-RX","DO%","91.9","% Saturation"
"2021-07-15","","CH-RX","DO","7.67","mg/L"
"2021-07-15","","CH-RX","Sp. Cond.","111.1","µS/cm"
"2021-07-15","","CH-RX","pH","6",""
"2021-07-15","","CH-RX","DOC_mgl","4.672","mg/L"
"2021-07-15","","CH-RX","TDN_mgl","0.3361","mg N/L"
"2021-07-15","","CH-RX","NO3_mgl","0.087346","mg N/L"
"2021-07-15","","CH-RX","NH4_mgl","0.0099338","mg N/L"
"2021-07-15","","CH-RX","PO4_ugl","1.40706","µg P/L"
"2021-07-15","","CH-RX","Si_mgl","0.020789","mg SiO2/L"
"2021-07-26","","CH-RX","water_temp","76.8","°F"
"2021-07-26","","CH-RX","DO%","90.4","% Saturation"
"2021-07-26","","CH-RX","DO","7.48","mg/L"
"2021-07-26","","CH-RX","Sp. Cond.","115.5","µS/cm"
"2021-07-26","","CH-RX","pH","6.05",""
"2021-07-26","","CH-RX","DOC_mgl","4.976","mg/L"
"2021-07-26","","CH-RX","TDN_mgl","0.2924","mg N/L"
"2021-07-26","","CH-RX","NO3_mgl","0.014877","mg N/L"
"2021-07-26","","CH-RX","NH4_mgl","0.007503","mg N/L"
"2021-07-26","","CH-RX","PO4_ugl","0.8111","µg P/L"
"2021-07-26","","CH-RX","Si_mgl","0.032815","mg SiO2/L"
"2021-08-11","","CH-RX","water_temp","75.1","°F"
"2021-08-11","","CH-RX","DO%","66.3","% Saturation"
"2021-08-11","","CH-RX","DO","5.59","mg/L"
"2021-08-11","","CH-RX","Sp. Cond.","109.7","µS/cm"
"2021-08-11","","CH-RX","pH","6.04",""
"2021-08-11","","CH-RX","DOC_mgl","6.446","mg/L"
"2021-08-11","","CH-RX","TDN_mgl","0.4553","mg N/L"
"2021-08-11","","CH-RX","NO3_mgl","0.002808","mg N/L"
"2021-08-11","","CH-RX","NH4_mgl","0.005083","mg N/L"
"2021-08-11","","CH-RX","PO4_ugl","0.585735","µg P/L"
"2021-08-11","","CH-RX","Si_mgl","0","mg SiO2/L"
"2023-12-20","","ChH-9","water_temp","47.6","°F"
"2023-12-20","","ChH-9","DO%","77.9","% Saturation"
"2023-12-20","","ChH-9","DO","9.07","mg/L"
