Long,Lat,dataset,TN
-71.14860388,41.69633043,WPP,0.648
-71.15549018,42.15821391,WPP,0.7233333333333334
-71.13871254,42.44730903,WPP,1.64
-71.07329736,42.41791119,WPP,0.948
-71.11707971,42.41848684,WPP,0.958
-71.13399738,42.40692802,WPP,0.952
-71.17201902,42.39427861,WPP,1.98
-71.17218991,42.47298956,WPP,1.138
-71.17418508,42.47137193,WPP,0.986
-71.1005642,42.41196479,WPP,1.016
-71.11813574,42.41785195,WPP,1.078
-71.07943281,42.39711852,WPP,0.872
-71.14384075,42.39735723,WPP,0.876
-71.19406671,42.43524414,WPP,0.996
-71.06956013,42.4382644,WPP,0.89
-71.13348578,42.49772931,WPP,4.9799999999999995
-70.41050549,41.66334422,WPP,0.21
-70.44588197,41.64976966,WPP,0.30666666666666664
-70.44634801,41.64914861,WPP,0.32
-72.58673039,42.27962685,WPP,0.737
-72.14937365,42.22870146,WPP,0.518
-72.15714041,42.34355006,WPP,0.37
-71.9846416,42.45975116,WPP,0.43
-72.0480823,42.42127736,WPP,0.29
-72.02501982,42.42883853,WPP,0.46
-72.01721784,42.43568216,WPP,0.39
-71.99130487,42.40384235,WPP,0.34
-71.98240465,42.39059003,WPP,0.35
-72.21647477,42.48792791,WPP,0.35
-72.25884802,42.46843526,WPP,0.26666666666666666
-72.24561712,42.46258282,WPP,0.25666666666666665
-72.17095628,42.49092717,WPP,0.39666666666666667
-72.20732375,42.43816198,WPP,0.3233333333333333
-71.02831587,42.24766145,WPP,0.566
-70.99715572,42.25166716,WPP,1.08
-70.99772491,42.2476106,WPP,1.143333333333333
-70.98050122,42.2205799,WPP,0.642
-70.9991699,42.22005427,WPP,0.57
-70.92243616,42.21687046,WPP,0.662
-70.85905507,42.24257493,WPP,1.18
-70.86520493,42.19140109,WPP,1.094
-70.90145862,42.20298433,WPP,1.6
-71.9749944,42.27317372,WPP,0.34
-70.8848605,42.2148309,WPP,1.08
-70.92249054,42.16285655,WPP,0.72
-70.93462278,42.17808643,WPP,1.056
-70.93539631,42.18261181,WPP,1.32
-70.94329349,42.19258744,WPP,1.058
-70.95931587,42.19324533,WPP,1.242
-70.96226663,42.1879042,WPP,1.13
-71.01129661,42.18379489,WPP,0.982
-71.04045468,42.15128287,WPP,1.5
-71.02653441,42.15538255,WPP,0.996
-71.02404807,42.19918489,WPP,0.496
-72.33717325,42.29088748,WPP,0.235
-72.60757748,42.1506384,WPP,0.536
-72.60769097,42.15007865,WPP,0.55
-71.80543192,42.27876651,WPP,1.028
-71.72892727,42.36669887,WPP,0.8200000000000001
-71.765414,42.34755991,WPP,0.3275
-71.62936149,42.54690674,WPP,1.4
-72.56556396,42.07983422,WPP,0.948
-72.48987633,42.44431744,WPP,0.0828
-70.68571948,41.93034153,WPP,0.8
-70.68751501,41.93034135,WPP,1.3666666666666667
-70.67334817,41.92654803,WPP,0.41
-70.67345981,41.92654883,WPP,0.61
-70.82916967,41.99978448,WPP,1.3441666666666667
-71.09296807,42.19218292,WPP,0.36166666666666664
-71.74225071,42.1654355,WPP,0.7
-71.74025908,42.16331367,WPP,0.27
-71.73125523,42.16498298,WPP,0.39
-71.69366282,42.21417145,WPP,0.51
-71.70291466,42.23364336,WPP,0.46
-71.7857411,42.29182926,WPP,1.2
-71.80029869,42.11545621,WPP,0.58
-71.78998494,42.15063348,WPP,0.43
-71.74954254,42.19477378,WPP,0.7
-71.56421629,42.16626582,WPP,0.33
-71.60229293,42.09240849,WPP,0.6
-71.67047401,42.10441638,WPP,2.3
-71.67751954,42.11296091,WPP,0.31
-71.68795423,42.12091818,WPP,0.28
-70.85342498,42.01898619,WPP,0.83625
-71.79299946,42.10910594,WPP,4.7
-70.44110033,41.6512038,WPP,0.6
-70.09708883,41.71430738,WPP,0.31
-71.3828515,42.5124821,WPP,0.5549999999999999
-71.67657471,42.32853743,WPP,0.544
-71.34825495,42.59600079,WPP,0.6925
-71.65055569,42.41229436,WPP,0.44333333333333336
-71.5068318,42.46013905,WPP,0.6833333333333333
-71.41551085,42.50413128,WPP,0.8125
-71.51519095,42.42994117,WPP,0.466
-71.39588095,42.31981521,WPP,0.7166666666666667
-71.42434277,42.37245948,WPP,1.675
-71.42842635,42.46739849,WPP,1.1766666666666667
-71.54610442,42.44091924,WPP,0.362
-71.6801695,42.33332389,WPP,0.555
-71.48902528,42.30487156,WPP,0.47
-70.98414919,42.71872773,WPP,0.7575000000000001
-71.20154765,42.62803415,WPP,1.03
-71.19306651,42.59984567,WPP,0.8140000000000001
-71.2527211,42.54625187,WPP,1.188
-71.13865086,42.68793406,WPP,0.59
-71.21526802,42.56945269,WPP,0.5675
-71.16789529,42.61704681,WPP,0.8433333333333334
-71.24471208,42.51707907,WPP,0.842
-71.03640039,42.50955132,WPP,0.8
-70.92071248,42.52481982,WPP,1.03
-71.42890888,42.15062894,WPP,1.12
-71.38380876,42.17837899,WPP,0.81
-71.35437527,42.22222362,WPP,0.99
-71.32439929,42.2331578,WPP,0.72
-71.26402999,42.32625938,WPP,0.81
-71.45251286,42.12140046,WPP,3.9
-71.85170033,42.70975424,WPP,0.37
-71.40503654,42.64641775,WPP,1.6800000000000002
-71.00469926,42.84388438,WPP,1.105
-71.04070809,42.74648546,WPP,1.0666666666666669
-71.10455406,42.79801999,WPP,0.96
-72.72939605,42.28135393,WPP,0.676
-72.27899479,42.2354613,WPP,0.568
-72.17965076,42.22337829,WPP,0.422
-72.10659989,42.26215141,WPP,0.428
-71.38835243,42.6258075,WPP,0.79
-70.93965944,42.65733113,WPP,0.4866666666666667
-70.62362506,41.80487358,WPP,0.38
-70.85262833,42.02988442,WPP,0.7072727272727273
-70.85428285,42.03214495,WPP,1.1233333333333333
-71.95196358,42.56670939,WPP,0.958
-71.8162291,42.58657345,WPP,0.345
-71.35216051,41.91786565,WPP,0.616
-71.75691548,42.52661784,WPP,0.516
-71.85617251,42.20291112,WPP,0.418
-71.73709013,42.09310671,WPP,0.3066666666666667
-72.19502942,42.62531983,WPP,0.256
-72.09714696,42.04216137,WPP,0.27999999999999997
-71.86537248,42.32657968,WPP,0.388
-71.66947411,42.55308278,WPP,0.542
-71.92879763,42.10454751,WPP,0.42
-71.69757011,42.20836571,WPP,0.9266666666666667
-72.02541007,42.07674201,WPP,1.6166666666666667
-71.86605175,42.55979904,WPP,0.34600000000000003
-72.18751776,42.05772637,WPP,0.326
-71.48301448,42.02755221,WPP,0.748
-72.40184008,42.61497981,WPP,0.1298
-71.90260492,42.58213165,WPP,0.415
-71.9407684,42.67731084,WPP,0.402
-71.68941303,42.51052037,WPP,0.23
-72.2573654,42.64253866,WPP,0.19
-72.20669311,42.12335485,WPP,0.46
-72.23102678,42.55623608,WPP,0.454
-71.82995728,42.57871152,WPP,0.386
-71.9488559,42.16426655,WPP,0.56
-72.32696346,42.58178925,WPP,0.152
-71.8258417,42.23909491,WPP,0.616
-71.57910918,42.53192718,WPP,0.424
-72.10313327,42.13693403,WPP,0.518
-71.60542161,42.02932229,WPP,0.47
-71.8557513,42.23359373,WPP,0.504
-71.86334389,42.59040888,WPP,0.718
-71.33321453,41.89640012,WPP,1.34
-72.00414064,42.6674075,WPP,0.53
-71.72378538,42.47692289,WPP,0.55
-71.86184525,42.1427144,WPP,0.67
-72.06454171,42.06151141,WPP,0.32
-72.13290955,42.65715091,WPP,0.9533333333333334
-71.90277886,42.5334948,WPP,0.0955
-71.99849063,42.1400961,WPP,0.37
-72.38454489,42.46470593,WPP,0.18713043478260868
-72.16158627,42.03481475,WPP,0.3385
-71.79434419,42.01994053,WPP,0.3433333333333333
-72.97439535,42.63256876,WPP,0.2196923076923077
-72.94935172,42.16782704,WPP,0.325
-71.79151291,42.07471082,WPP,0.17866666666666667
-72.40559074,42.0627483,WPP,0.32
-71.83775116,42.38381603,WPP,0.608
-71.30148697,42.63595037,WPP,1.2706666666666666
-70.54991538,41.84879208,WPP,0.44
-72.88420012,42.54141177,WPP,0.298
-72.73352769,42.67416852,WPP,0.156
-73.30161974,42.45191218,WPP,0.28400000000000003
-72.88766468,42.40624326,WPP,0.22
-72.8853956,42.23747744,WPP,0.204
-72.61591962,42.59824776,WPP,0.205
-73.21962782,42.25259045,WPP,0.304
-73.01699669,42.04759931,WPP,0.566
-72.93808435,42.63919882,WPP,0.21
-73.28034588,42.24776313,WPP,0.261875
-72.80105071,42.51152705,WPP,0.422
-73.0114712,42.30598204,WPP,0.21
-72.71945734,42.73205357,WPP,0.166
-73.31275339,42.54503215,WPP,0.5
-72.9736829,42.16952122,WPP,0.278
-73.1412082,42.47391986,WPP,0.4275
-73.12792409,42.15946034,WPP,0.338
-72.69870678,42.50830194,WPP,0.27999999999999997
-73.10371096,42.66954163,WPP,0.858
-72.9795908,42.40226973,WPP,0.21
-72.61264226,42.6732761,WPP,0.38
-72.80864416,42.09976917,WPP,0.568
-73.20019809,42.70289803,WPP,0.282
-73.27397995,42.27211249,WPP,0.24
-73.23231291,42.11380288,WPP,0.22
-73.10381096,42.66112647,WPP,0.91
-73.01460875,42.55160608,WPP,0.3
-72.878683,42.26068784,WPP,0.146
-72.81255079,42.3820888,WPP,0.348
-73.35414315,42.3572088,WPP,0.3125
-72.87827159,42.45247321,WPP,0.248
-73.11391881,42.24539082,WPP,0.408
-72.64485764,42.62826823,WPP,0.3333333333333333
-72.72793165,42.08621595,WPP,1.525
-72.72437309,42.63908097,WPP,0.36
-73.20166842,42.65789498,WPP,0.436
-72.55825658,42.55506751,WPP,0.234
-73.48299,42.10614,WPP,0.1631
-73.25737865,42.38348515,WPP,0.25
-72.6693994,42.71492884,WPP,0.19294117647058823
-73.02774999,42.32000999,WPP,0.23444444444444448
-71.6301536,42.04638466,WPP,0.32294117647058823
-72.95887989,42.70347188,WPP,0.19617647058823529
-72.22718449,42.69539254,WPP,0.30238095238095236
-72.81341348,42.15510819,WPP,0.262
-72.7334767,42.12010243,WPP,0.378
-73.25940756,42.38648751,WPP,0.2631578947368421
-70.94891944,41.73532062,WPP,0.215
-73.22431951,42.62731387,WPP,0.138
-70.72215618,42.00395502,WPP,0.5
-70.73007,41.99860448,WPP,0.65
-70.72579815,41.99977266,WPP,0.765
-70.72311164,41.99609561,WPP,0.89
-70.70786751,41.98783357,WPP,0.765
-70.72218147,41.9979183,WPP,0.78
-70.72120689,41.99717794,WPP,0.88
-70.69885818,41.98654008,WPP,0.67
-72.36869256,42.44207131,WPP,0.426
-72.31183457,42.09324205,WPP,0.408
-71.09399859,41.90037801,WPP,0.6366666666666666
-71.22476066,41.95255141,WPP,0.5660000000000001
-70.79814166,41.72789933,WPP,0.7766666666666666
-70.92252609,42.0184717,WPP,0.842
-71.2482622,41.74470234,WPP,2.375
-71.2165861,42.06112594,WPP,0.66
-71.03007602,42.08257418,WPP,0.995
-70.97991603,41.90743834,WPP,0.876
-71.2625509,41.84611359,WPP,0.798
-71.03545292,41.98836801,WPP,0.7375
-70.9831251,41.75570188,WPP,0.5825
-71.30434109,41.80069261,WPP,2.45
-71.05266156,42.01558538,WPP,0.902
-71.09437763,42.24343046,WPP,0.72
-70.91424154,42.06811651,WPP,0.6900000000000001
-71.19253246,41.7773089,WPP,1.2
-70.84082513,41.67967123,WPP,0.812
-71.0981243,41.9093812,WPP,0.6
-71.1361368,42.49511888,WPP,0.89
-70.45336867,41.64357833,WPP,0.85
-70.10477526,41.70289295,WPP,0.415
-71.1737167,41.98949513,WPP,1.038
-71.0764565,41.64180645,WPP,2.4
-70.85910564,42.2422342,WPP,1.1225
-70.90942651,41.8814227,WPP,0.428
-70.85635593,41.72740826,WPP,0.716
-71.22918554,41.8647818,WPP,0.8300000000000001
-70.75694672,42.08658274,WPP,0.8475
-71.07757733,41.9325177,WPP,1.114
-71.21344675,42.00502696,WPP,0.7875
-70.86206928,42.19947614,WPP,1.475
-70.98602228,41.63338435,WPP,1.22
-70.95386851,41.99746222,WPP,1.7375
-71.00963849,42.0754278,WPP,1.44
-71.17552595,41.94945845,WPP,0.5800000000000001
-71.32993703,41.83058753,WPP,1.02
-71.751964,42.706137,WPP,0.25
-71.753811,42.664623,WPP,0.23
-71.133855,41.562812,WPP,0.8385714285714286
-71.08528,41.77444,WPP,0.4075
-71.70506,42.00792,WPP,0.3563157894736842
-72.66972243,42.71500304,WPP,0.26323076923076927
-72.98439297,42.30007646,WPP,0.29
-70.83047126,41.99920583,WPP,0.32
-72.51950306,42.55286755,WPP,0.1482
-72.55536786,42.33802189,WPP,1.89
-72.05643235,42.2526325,WPP,0.34400000000000003
-72.25680238,42.47216953,WPP,0.36
-72.27160475,42.05933009,WPP,0.33399999999999996
-72.69990551,42.0373016,WPP,1.3
-72.81803592,42.26076443,WPP,0.4025
-72.51860357,42.47653586,WPP,0.192
-72.37351445,42.38732571,WPP,0.1814
-72.594205,42.27003392,WPP,0.544
-71.08494839,41.77254787,WPP,0.34833333333333333
-70.9964121,42.616929,WPP,0.718
-71.3406697,42.5943564,WPP,0.8119999999999999
-71.4776709,42.2247791,WPP,0.904
-71.4584048,42.1049813,WPP,4.1
-71.3444481,42.6718435,WPP,0.77
-71.4854492,42.4276412,WPP,0.67
-70.9615914,42.8659286,WPP,0.538
-71.56727,42.2532139,WPP,0.65
-71.2338344,42.3049376,WPP,2.25
-70.9915364,42.5790278,WPP,0.62
-71.3890868,42.6253944,WPP,0.7000000000000001
-70.9427296,42.7350352,WPP,2.56
-71.1967182,42.3900984,WPP,0.82
-71.0387409,42.4958058,WPP,0.858
-71.5179405,42.347696,WPP,0.536
-70.9747374,42.6339232,WPP,0.74
-71.2407158,42.5017852,WPP,0.494
-71.1439954,42.6971169,WPP,0.982
-71.5654205,42.4768312,WPP,0.42666666666666664
-71.5704097,42.4356962,WPP,0.404
-71.0962545,42.5718288,WPP,0.804
-71.4134214,42.5267785,WPP,2.4
-71.6885308,42.2910744,WPP,0.672
-71.5061583,42.6297304,WPP,0.752
-71.3654398,42.1217687,WPP,0.482
-71.6512886,42.2871321,WPP,0.9
-70.9840121,42.8261109,WPP,1.0975
-71.3263353,42.6681776,WPP,0.8019999999999999
-71.4475714,42.5975906,WPP,0.508
-71.2559826,42.494062,WPP,0.745
-71.3955834,42.3193238,WPP,0.6375
-71.3758224,42.1870159,WPP,0.838
-71.1509714,42.6521945,WPP,0.918
-71.487647,42.700651,WPP,0.43875
-71.551697,42.444418,WPP,0.41
-71.021129,42.618394,WPP,0.68875
-70.904624,42.733424,WPP,0.6174999999999999
-71.658249,42.398058,WPP,0.44875
-71.435293,42.3248507,WPP,1.143333333333333
-72.15851801,42.05296096,WPP,0.25333333333333335
-72.48672107,42.42484642,WPP,0.16333333333333333
-73.06217159,42.25157365,WPP,0.32
-73.13334482,42.31238075,WPP,0.2925
-71.98870188,42.72687692,WPP,0.26333333333333336
-71.90951431,42.1169928,WPP,0.2833333333333333
-72.83425736,42.4122105,WPP,0.35833333333333334
-72.13122415,42.12009007,WPP,0.26
-73.11804242,42.16259277,WPP,0.25
-72.11401537,42.53538777,WPP,0.185
-73.36695718,42.32791673,WPP,0.405
-71.99240896,42.35064193,WPP,0.165
-73.09319174,42.68633588,WPP,0.28
-72.23904354,42.3121799,WPP,0.345
-72.94258179,42.55110325,WPP,0.24166666666666667
-72.24684588,42.636926,WPP,0.18833333333333335
-71.97261742,42.54862493,WPP,0.4166666666666667
-73.16073334,42.38136667,WPP,0.27
-72.66562458,42.46965247,WPP,0.355
-71.91672999,42.245392,WPP,0.26166666666666666
-72.66845786,42.26464411,WPP,0.8583333333333334
-72.42809583,42.31250093,WPP,0.22166666666666668
-71.8916635,42.2585509,WPP,0.3125
-71.412718,42.2865424,WPP,0.75
-71.2674529,42.4102831,WPP,1.065
-71.4949986,42.39611,WPP,0.5750000000000001
-71.42794,42.6167752,WPP,0.8075
-71.7682111,42.0475462,WPP,0.3466666666666667
-71.1439465,42.7986363,WPP,0.43499999999999994
-70.9325918,42.7989549,WPP,0.595
-71.5128697,42.3019466,WPP,0.43666666666666665
-71.388142,42.5663185,WPP,0.475
-71.7835053,42.4942145,WPP,0.14166666666666666
-71.6046167,42.5375642,WPP,0.4875
-71.6172087,42.3059341,WPP,0.645
-71.8811837,42.5083102,WPP,0.23666666666666664
-71.7422755,42.1145632,WPP,0.16
-71.8825117,42.6613996,WPP,0.2866666666666667
-71.7695512,42.3766553,WPP,0.5900000000000001
-71.0050255,42.495176,WPP,0.7150000000000001
-71.1158183,42.4446923,WPP,0.2125
-71.4322555,42.4607823,WPP,1.8533333333333333
-71.8554472,42.5168034,WPP,0.27999999999999997
-71.1097834,42.6074803,WPP,0.3775
-71.8434475,42.6487901,WPP,0.18
-71.0370628,42.6889889,WPP,0.41
-71.6184564,42.3167909,WPP,0.535
-72.92619955,42.32285317,WPP,0.13325
-72.94065317,42.0385568,WPP,0.18
-72.91837725,42.04200482,WPP,0.154
-72.59477377,42.72088383,WPP,0.185
-70.0397423,41.7254646,WPP,0.8316666666666667
-71.126475,41.671546,WPP,0.5083333333333333
-70.97910126,42.11454642,WPP,0.73
-70.906276,42.006179,WPP,0.7575000000000001
-70.6654059,41.9207192,WPP,0.5366666666666666
-70.5766951,41.811935,WPP,0.3866666666666667
-70.611966,41.804909,WPP,0.2675
-70.79039,41.75446,WPP,0.375
-70.614673,41.852937,WPP,0.32166666666666666
-70.56532,41.620352,WPP,0.5983333333333334
-70.4441491,41.6671004,WPP,0.6633333333333333
-70.393715,41.671039,WPP,0.6666666666666666
-69.986116,41.703389,WPP,1.09
-70.1327421,41.7024219,WPP,0.15833333333333333
-70.0077192,41.9641053,WPP,0.37
-71.04277391,41.99230816,WPP,0.646
-71.12591191,42.01901335,WPP,0.7
-70.97075555,41.99502786,WPP,0.96
-71.13417172,41.9780221,WPP,0.508
-71.16118832,41.98177507,WPP,0.91
-70.88343597,41.96932455,WPP,0.61
-71.16067131,41.946818,WPP,0.518
-70.96826996,41.94881614,WPP,2.9
-71.151994,42.40999949,WPP,0.634
-71.13593516,41.83523239,WPP,0.83
-71.15899647,42.40600014,WPP,1.039
-72.45189591,42.70281576,WPP,0.4
-72.66169041,42.5098257,WPP,0.7175
-72.60513286,42.48176265,WPP,0.9425
-72.49492563,42.37683842,WPP,0.312
-72.51258326,42.41550849,WPP,0.3
-72.5850062,42.38339502,WPP,0.49
-72.4252915,42.28071001,WPP,0.494
-72.57541581,42.27820079,WPP,0.4125
-72.58708557,42.28230014,WPP,1.2575
-72.65403879,42.27748219,WPP,0.575
-72.59514866,42.21396566,WPP,1.5750000000000002
-72.58070026,42.07465812,WPP,1.0725
-72.5674643,42.41118008,WPP,1.25
-72.59779736,42.19157879,WPP,1.7
-71.8181233,42.44662969,WPP,0.23
-71.72624143,42.61760369,WPP,0.4225
-71.75177322,42.70288914,WPP,0.37
-71.02018566,42.62248944,WPP,0.7725
-70.90371136,42.66074776,WPP,0.7475
-72.94213827,42.03883587,WPP,0.2275
-72.942020779999993,42.03904812,WPP,0.2425
-73.47506697,42.08930109,WPP,0.22
-71.20083966,41.94672655,WPP,0.486
-72.39305406,42.62069634,WPP,0.25
-72.46510155,42.38033448,WPP,0.345
-72.49190917,42.44704256,WPP,0.36
-72.45260735,42.45007437,WPP,0.39
-72.15673762,42.46777728,WPP,0.23
-72.04115765,42.43953233,WPP,0.32
-72.04487072,42.20154773,WPP,0.52
-72.09627321,42.05048837,WPP,0.3225
-71.7950707,42.07493076,WPP,0.32
-71.65201157,42.04529263,WPP,0.39
-71.62720825,42.18795491,WPP,0.4925
-72.998461,42.51804,WPP,0.1925
-72.99462504,42.44139459,WPP,0.1975
-73.1068034,42.33220916,WPP,0.2175
-71.2424628,41.95851534,WPP,0.9333333333333332
-71.07593377,41.77800443,WPP,0.4125
-70.76850844,42.18764862,WPP,1.1
-70.83275,42.19862254,WPP,0.8125
-71.092186,41.508049,BBC,1.09224695055
-70.961853,41.600978,BBC,1.476054279
-70.688604,41.763453,BBC,0.7588599744847059
-70.702375,41.763612,BBC,0.78633687195
-70.67575,41.76261,BBC,0.43892928163
-70.919456,41.684545,BBC,0.9316494747
-70.91673,41.678494,BBC,1.1662674348888888
-70.914166,41.696408,BBC,0.9546719365948454
-70.906013,41.73811,BBC,0.6823509245
-71.159266,41.477378,BBC,1.0288897878
-71.16685,41.484079,BBC,0.8946322259
-70.955893,41.604595,BBC,1.9962018021
-70.953747,41.631943,BBC,1.9023778065697672
-71.073583,41.561934,BBC,1.155739631025
-70.819502,41.657605,BBC,0.558823272
-70.821956,41.655337,BBC,0.5715262203
-70.653062,41.561375,BBC,1.5953069215
-70.649209,41.566122,BBC,2.378954698292308
-70.633754,41.623028,BBC,0.6614735715
-70.63095,41.622537,BBC,0.861867308295
-70.803695,41.747371,BBC,0.74901900234
-70.795771,41.734885,BBC,0.73289470422
-70.794137,41.733924,BBC,0.735290909724
-70.722141,41.767448,BBC,0.4000458922153846
-70.834282,41.657125,BBC,0.8946590943662791
-71.059734,41.621049,BBC,1.3375737776625
-70.868114,41.639125,BBC,1.3034610715
-70.871864,41.642827,BBC,1.3159030021014706
-70.870896,41.640893,BBC,1.2348812217
-70.990227,41.585764,BBC,1.3867910844607596
-70.608142,41.677803,BBC,0.61493181225
-70.610341,41.676337,BBC,0.3539064648
-70.61113,41.677514,BBC,0.4267722795
-70.63355,41.764426,BBC,1.0819496155666668
-70.635237,41.766773,BBC,0.5789074171621622
-70.823947,41.66576,BBC,1.07141654055
-70.617183,41.816615,BBC,1.1510355551625
-70.61745,41.808661,BBC,0.9486316788
-70.630846,41.803762,BBC,0.7090217337
-70.747559999999993,41.765299,BBC,0.9096873826481928
-70.42362778,41.66710556,USGS,1.198076923076923
