SUBW_NAME,ele5pct,Travel_Tim,COVERNAME_,COVERNAME_Bare Land,COVERNAME_Cultivated,COVERNAME_Deciduous Forest,COVERNAME_Developed Open Space,COVERNAME_Estaurine Aquatic bed,COVERNAME_Estuarine Emergent Wetland,COVERNAME_Estuarine Forested Wetland,COVERNAME_Estuarine Scrub/Shrub Wetland,COVERNAME_Evergreen Forest,COVERNAME_Grassland,COVERNAME_Impervious,COVERNAME_Palustrine Aquatic Bed,COVERNAME_Palustrine Emergent Wetland,COVERNAME_Palustrine Forested Wetland,COVERNAME_Palustrine Scrub/Shrub Wetland,COVERNAME_Pasture/Hay,COVERNAME_Scrub/Shrub,COVERNAME_Unconsolidated Shore,COVERNAME_Water,USEGENNAME_,USEGENNAME_Agriculture,USEGENNAME_Commercial,USEGENNAME_Forest,USEGENNAME_Industrial,"USEGENNAME_Mixed use, other","USEGENNAME_Mixed use, primarily commercial","USEGENNAME_Mixed use, primarily residential",USEGENNAME_Open land,USEGENNAME_Recreation,USEGENNAME_Residential - multi-family,USEGENNAME_Residential - other,USEGENNAME_Residential - single family,USEGENNAME_Right-of-way,USEGENNAME_Tax exempt,USEGENNAME_Unknown,USEGENNAME_Water
AlderCreek,GT5%,GT10,0.0,0.0,5361.168111191486,26119.190129656497,0.0,0.0,0.0,0.0,0.0,57087.16136337479,49.58313656109972,2039.4228649140714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90656.52560569794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlderCreek,GT5%,LT10,0.0,2658.904645331128,17550.81983631383,95348.21607207827,21855.018617644695,0.0,0.0,0.0,0.0,116257.14326200073,9784.970686849956,17307.740217802082,2.2959215402266113,2407.4894612022426,12985.876962298795,1034.6951855232694,920.4753849861698,2256.3974043399535,0.0,437.6694783753136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109646.20828293083,0.0,10043.443996217977,0.0,152390.06915204372,28727.991705094122,0.0,0.0,0.0
AlderCreek,LE5%,LT10,0.0,0.5486566249989588,26720.68363583835,9981.073760335297,2335.167684782627,0.0,0.0,0.0,0.0,2870.0460903651083,76.09505609731518,25.720202470003287,0.0,0.0,3921.4044721273895,0.0,0.0,49.35588233575194,0.0,253.6301325613216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4307.703045441749,0.0,0.0,0.0,41312.7621607398,613.2603673566091,0.0,0.0,0.0
AllenHarbor,GT5%,LT10,0.0,7713.693129899964,0.0,108432.19338153831,101289.39279163617,0.0,50241.91388629794,0.0,0.0,37280.52451926094,8755.816590989554,139822.61021214534,228.33949005358272,11604.837048419247,10329.580378402325,6144.815451242978,0.0,9749.273511920735,1193.4892658827189,435.82104499342336,0.0,0.0,60072.301197611676,0.0,0.0,0.0,0.0,3469.8191502364502,26968.814305823165,7943.487686432774,45783.06642268771,0.0,274654.61131419503,59277.284732559114,0.0,15052.915893137322,0.0
AllenHarbor,LE5%,LT10,0.0,589.2657066984939,0.0,418.6891493071682,334.8339973177794,0.0,27241.27051057477,0.0,0.0,23.425821996830145,735.7984475011295,3373.127046979819,46.12117431832839,380.5846457617948,7.716110483508441,0.0,0.0,0.02815358010350734,5923.618186621614,92012.3645646746,0.0,0.0,5887.406050725064,0.0,0.0,0.0,0.0,0.0,3215.46142145835,0.0,752.0360740616428,0.0,14875.026930798349,416.76823723292097,0.0,105940.14480153962,0.0
AllenHarborStream,GT5%,GT10,0.0,0.0,0.0,62347.76220754964,22880.842397670112,0.0,0.0,0.0,0.0,16128.617047032796,387.84506697424825,30027.48103246815,0.0,165.65104157228012,26598.44449037262,5269.996374360815,0.0,669.230908375755,0.0,56.66407837488255,0.0,5556.973407863756,0.0,0.0,0.0,0.0,0.0,0.0,29724.2375032014,0.0,2800.276739691226,0.0,91278.80370489086,17652.4008396183,0.0,17519.842449485757,0.0
AllenHarborStream,GT5%,LT10,0.0,21.737184736772846,0.0,126913.70680754821,75929.42569963675,0.0,0.0,0.0,0.0,21529.50281821492,440.6576020677921,95328.32523678096,0.0,277.65418237783643,29588.220371839765,11227.805049057133,0.0,1482.2377518418023,0.0,238.9089796790584,0.0,5892.044015858215,20088.415100969567,0.0,0.0,0.0,0.0,0.0,48507.28952004887,31383.60217130482,40231.865785679925,0.0,153850.52885829398,45584.643150871125,13185.14147875996,4254.651601994549,0.0
AllenHarborStream,LE5%,GT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08464382486163005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08464382486163005,0.0,0.0,0.0,0.0
AllenHarborStream,LE5%,LT10,0.0,0.0,0.0,7469.963457578695,9273.627977496875,0.0,0.0,0.0,0.0,234.2399490285555,0.0,2530.0072129873097,0.0,14946.77917887298,6933.507378574286,24653.108349674694,0.0,1.745135160415357,0.0,0.0,0.0,0.0,5858.856631791162,0.0,0.0,0.0,0.0,0.0,10463.086380916344,20939.763634913023,6324.478645058361,0.0,10225.216495544151,1418.9313492473752,0.0,9984.132165034574,828.513336868819
AngelineBrook,GT5%,LT10,0.0,12046.09859965209,610082.3181252707,3717043.1362981237,400677.0248046039,0.0,0.0,0.0,0.0,75784.17030593274,181213.7935327902,280018.9905943348,1538.5569460241566,26754.545637854233,2121945.126522667,3641.4831024296277,580236.4886045083,82415.21805381456,0.0,2727.1399311703694,0.0,552818.7225522437,375229.2605384511,40643.75958984335,0.0,0.0,0.0,0.0,2408917.549040217,0.0,176715.58994984397,2704878.01874653,1631938.583245819,138244.7276121799,53067.962888115224,13669.916895932769,0.0
AngelineBrook,LE5%,LT10,0.0,0.0,8307.431234882497,265438.1369447821,3068.7530033957423,0.0,0.0,0.0,0.0,4912.418590646435,10847.313991570627,1226.7038133684891,0.0,0.0,166667.54604016486,0.0,0.0,328.2368490397237,0.0,0.0,0.0,47101.09942798472,0.0,121957.83221276788,0.0,0.0,0.0,0.0,195765.3864354531,0.0,31091.64655751284,0.0,64109.85606328588,770.7197708459975,0.0,0.0,0.0
Antassawamock,GT5%,LT10,0.0,2738.14183686455,0.0,262170.1588698798,60392.09319865443,0.0,13.590008309857184,0.0,0.0,43004.94103226202,7539.511873122723,50407.29830510343,0.0,388.90582384137554,102466.22551325144,0.0,18449.132725789015,1136.693552820107,7.918924604156524,0.0,0.0,196382.4425362677,719.2053492595342,0.0,0.0,0.0,0.0,0.0,94320.75278893717,0.0,2972.9195566224657,0.0,204012.15403470545,50304.18975639974,0.0,2.9476423108084684,0.0
Antassawamock,LE5%,LT10,0.0,7189.005761978045,0.0,8103.03946438739,14737.950317901745,0.0,11858.46065244221,0.0,0.0,1523.1976898359076,1952.6395486462725,7338.297927460414,0.0,0.0,11845.04636131622,375.4079110152718,0.0,2885.0299967259184,1809.265073721811,17.20951555157987,0.0,27955.714811516435,0.0,0.0,0.0,0.0,0.0,0.0,16619.425187800196,0.0,1167.95093762669,0.0,10622.302369732284,13238.297643619411,0.0,30.859270687768195,0.0
AreysPond,GT5%,GT10,0.0,0.0,0.0,79202.18356975897,1764.5171378578286,0.0,0.0,0.0,0.0,183067.6161985552,6624.136125536284,5518.265596165182,7671.357547784947,496.2987754097419,15530.381622598637,11533.220372892647,0.0,0.0,0.0,562.8341178589653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48467.10997505446,0.0,0.0,0.0,2669.314467997921,25377.33712655428,235457.04949481174,0.0,0.0
AreysPond,GT5%,LT10,0.0,545.2787305477399,0.0,173054.08386252957,46597.75130642307,0.0,8766.139881954377,0.0,0.0,335578.12162537995,7948.018601786589,55594.335203232906,1582.0674979008354,3055.2891509024525,13762.978694291001,4240.496674632082,0.0,0.0,0.0,438.908375057472,0.0,0.0,2803.0803012039855,0.0,0.0,0.0,0.0,0.0,120747.60412866685,4277.3059997679065,60541.85355562802,3884.7355667775637,158277.3044334579,30692.049714696706,267176.8423371394,96.09187005504222,2666.601697244641
AreysPond,LE5%,GT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9325958513647216,0.0,0.0,0.0,0.0,5.418369589291912,0.0,0.0,0.0,0.0,11.360396137804573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.711361578461204,0.0,0.0
AreysPond,LE5%,LT10,0.0,0.0,0.0,213.859536930331,0.04530707998507291,0.0,4448.641095503403,0.0,0.0,0.0,0.0,535.449104062814,0.0,7.404343981266933,147.19837026279046,0.0,0.0,0.0,63.459605780289756,54533.93090610358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.379845306533355,555.2445847286265,81.61836370546868,1305.9965829634327,0.0,0.0,53053.41313651519,4943.33575648521
AshumetPond,GT5%,GT10,0.0,26925.63184452964,0.0,212503.68519431964,1433182.0608474982,0.0,0.0,0.0,0.0,456276.0213099526,113909.47153521044,550760.6938975309,0.0,0.0,0.0,0.0,0.0,95140.27055839008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184937.0929008269,0.0,25832.524671546566,0.0,326905.35080003476,93897.70264406927,2205851.3157533878,51273.848417566565,0.0
AshumetPond,GT5%,LT10,0.0,12011.97331014336,0.0,582913.6863656356,552978.9238475758,0.0,0.0,0.0,0.0,426913.28568045166,91056.34042001909,198376.63123683262,3091.936974869753,0.0,84057.25402443777,10906.453460826957,0.0,32908.18567866711,0.0,2115.7302364800057,0.0,0.0,1413.5604348211511,0.0,0.0,0.0,0.0,0.0,227965.5759246514,0.0,5734.884523700216,0.0,162569.4373401203,56203.50883497874,1541778.8604639187,24.81504932888232,1639.7586644202647
AshumetPond,LE5%,GT10,0.0,0.0,0.0,0.0,1.7328668211333642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7328668211333642,0.0,0.0
AshumetPond,LE5%,LT10,0.0,1627.0975794301642,0.0,11778.892419432465,1511.3143352309405,0.0,0.0,0.0,0.0,1404.5840695863064,571.1141376929927,1624.126310245254,920.3313332636384,0.0,5315.9582520111635,300.8158449090772,0.0,0.0,0.0,877738.3140320234,0.0,0.0,3050.364281431413,0.0,0.0,0.0,0.0,0.0,5984.815159919797,0.0,50.32094040168678,0.0,10817.502009220858,236.08478595685347,936.337173224665,0.0,881717.1239636701
AuntEdiesPond,GT5%,GT10,0.0,0.0,0.0,44976.068496909305,8084.716681994136,0.0,0.0,0.0,0.0,51697.162218385136,0.0,8345.68867179002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17079.093409405385,0.0,0.0,0.0,15768.610656910361,31698.86305938301,0.0,48557.06894337984,0.0
AuntEdiesPond,GT5%,LT10,0.0,0.0,0.0,74761.79848082844,4314.320760612704,0.0,0.0,0.0,0.0,53798.359653757325,187.632561558157,6147.875213812911,0.0,402.6896633325692,7311.378994136384,338.2462536185678,0.0,0.0,0.0,113.57258705734324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.480379132818774,0.0,0.0,0.0,36615.81052085122,27566.949110375175,0.0,83106.44143383972,78.19272451545282
AuntEdiesPond,LE5%,LT10,0.0,0.0,0.0,3138.218566461417,32.313979373281946,0.0,0.0,0.0,0.0,1836.6943206750934,634.3475131656844,0.0,4564.985479349483,17308.535015809324,3298.669219843156,981.3362268781061,0.0,0.0,0.0,79975.51516440252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.8906675287482,0.0,0.0,0.0,1041.4065526262364,47.327722523474435,0.0,25045.76577642436,85500.22476685526
BFDWells,GT5%,LT10,0.0,2444.16485106957,0.0,129360.74801358754,160124.7506148148,0.0,0.0,0.0,0.0,258057.65347344358,12614.48243573401,109081.33569792508,0.0,0.0,2566.870270689256,288.00398622718694,0.0,3831.4905860988138,0.0,0.0,0.0,3653.402132999474,85947.870139932,0.0,0.0,0.0,0.0,0.0,108966.82567677325,0.0,42489.01872074659,0.0,18852.729908330522,69765.6610819617,348693.9922688463,0.0,0.0
BFDWells,LE5%,LT10,0.0,44.0909455487178,0.0,9247.233207900277,2264.2339414618314,0.0,0.0,0.0,0.0,8587.444220505486,584.7368045274404,0.0,3028.2667214245257,0.0,7038.854344750479,147.57678639572543,0.0,140.71644644893257,0.0,6083.3168050408885,0.0,1093.7830425593258,16693.153358875556,0.0,0.0,0.0,0.0,0.0,13738.923118359138,0.0,725.7036816818108,0.0,2186.669238317995,1867.5143644514628,845.7542418694002,0.0,14.969177889615331
BackRiverWaterSurface,GT5%,LT10,0.0,128.1579276065003,0.0,88.1765626210415,0.0,0.0,9819.642217235658,0.0,0.0,0.0,0.0,2511.984644421063,54.87183622847919,0.0,0.0,0.0,0.0,0.0,560649.0291669206,286848.9612682034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860100.8236232367,0.0
BackRiverWaterSurface,LE5%,LT10,0.0,5.082013390104879,0.0,0.4141074500706151,0.0,0.0,862.812373937078,0.0,0.0,0.0,0.0,622.8619929713475,4.189110612130675,0.0,0.0,0.0,0.0,0.0,731715.836918689,71948.16144389793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009534651348179577,0.0,0.0,0.0,0.0,0.0,0.0,805159.3570074826,0.0
BackusBrook,GT5%,GT10,0.0,5597.14269747883,6568.657164808273,418193.1706989923,172636.64874145837,0.0,0.0,0.0,0.0,103786.29080753052,267132.6010343199,83577.09529065662,161.811046901969,0.0,4035.5540070506236,0.0,0.0,240152.14154219677,0.0,1942.9141092943519,0.0,0.0,0.0,0.0,0.0,0.0,212460.61399190663,0.0,154855.411539979,0.0,2118.3119652618707,0.0,270602.1434688444,66258.49017832671,594891.1992392023,0.0,2597.8567571675367
BackusBrook,GT5%,LT10,0.0,12303.18789754203,117824.38620344517,559080.2125874863,343902.346294768,0.0,0.0,0.0,0.0,208506.91564326157,84359.03951952461,112561.73367388616,0.0,3214.0105405122445,102059.12465683992,2022.469911864802,0.0,43199.360487750666,0.0,5734.79338474669,0.0,8117.417665877962,595.0489403032169,0.0,0.0,0.0,0.0,172541.07909652058,474058.61111485626,0.0,27757.11984621394,0.0,323835.0306174143,81755.66274156512,500285.4101101733,0.0,5822.20066870345
BackusBrook,LE5%,GT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025100599823152273,0.0,0.0,0.0,1.9777893277203775,0.0,0.0,0.0,0.0,14.40990997231333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016650179997618943,0.0,0.0,0.0,16.39614971985924
