dataset,Lat,Long,NO3,TN
DWMWPP,41.92174924,-70.92351752,0.169,0.528
DWMWPP,42.45888846,-71.3973783,0.265,0.78
DWMWPP,41.63266048,-71.06038287,0.97,1.55875
DWMWPP,42.36514506,-71.1903328,0.44,0.908
DWMWPP,42.24980728,-71.22270212,0.18,0.488
DWMWPP,42.25123356,-71.23970713,0.068,0.54
DWMWPP,42.25417326,-71.29337351,0.542,0.942
DWMWPP,42.28652324,-71.29384261,1.1,1.5
DWMWPP,42.14007115,-71.3896734,1.78,2.38
DWMWPP,42.21553968,-71.40765942,0.395,0.885
DWMWPP,42.18829134,-71.36280624,0.2,0.785
DWMWPP,42.15037455,-72.60763627,0.18,0.54
DWMWPP,42.5630966,-71.76875735,0.296,0.984
DWMWPP,42.4951686,-71.72192464,1.824375,2.5620833333333333
DWMWPP,42.42997432,-71.67930013,0.238,0.546
DWMWPP,42.44442786,-71.67186298,1.184,1.45
DWMWPP,42.49602094,-71.62643687,1.132,1.632
DWMWPP,42.66968673,-71.56776529,0.69875,1.0645833333333334
DWMWPP,42.62094186,-71.64380951,0.306,0.5493333333333333
DWMWPP,42.57812405,-71.60976926,0.778,1.192
DWMWPP,42.26477944,-72.00491606,0.10466666666666669,0.34933333333333333
DWMWPP,42.18142994,-72.26354268,0.1476086956521739,0.49
DWMWPP,42.23872578,-72.285755,0.23260869565217393,0.5328260869565218
DWMWPP,42.26797538,-72.33276108,0.02288888888888889,0.13464444444444446
DWMWPP,42.39121389,-72.0645552,0.03804347826086957,0.34829787234042553
DWMWPP,42.66414966,-71.57700588,0.8200000000000001,1.175
DWMWPP,42.62647657,-71.59314962,0.8595652173913043,1.2333333333333334
DWMWPP,42.59474285,-71.59983315,1.19,1.5499999999999998
DWMWPP,42.2365576,-71.796679459999993,0.28200000000000003,0.69
DWMWPP,42.20292186,-71.77806924,1.202,4.5600000000000005
DWMWPP,42.1542015,-71.65266243,2.7,4.05
DWMWPP,42.1003609,-71.60111703,0.24767441860465117,0.6142857142857143
DWMWPP,42.02202663,-71.9543561,0.33404761904761904,0.628139534883721
DWMWPP,42.10956147,-72.11856925,0.05977272727272727,0.3054545454545455
DWMWPP,42.05094532,-71.88507359,0.2786046511627907,0.5832558139534884
DWMWPP,42.52346976,-71.6880925,0.0475,0.8933333333333333
DWMWPP,42.11947322,-72.00870444,1.8255813953488371,2.2276744186046513
DWMWPP,42.63670884,-71.3017484,0.8941176470588235,1.38125
DWMWPP,42.22778189,-71.78735524,0.44608695652173913,0.8608888888888889
DWMWPP,42.44473811,-71.67198789,1.4127272727272728,1.7272727272727273
DWMWPP,42.02298331,-71.57206082,1.3166666666666669,2.0744444444444445
DWMWPP,42.23053792,-71.70809238,0.18555555555555556,0.5322727272727272
DWMWPP,42.59751119,-72.43783955,0.32222222222222224,0.6828888888888889
DWMWPP,42.58812535,-72.04099473,2.187173913043478,2.8666666666666667
DWMWPP,42.62969793,-72.15035652,0.42209302325581394,0.8640476190476191
DWMWPP,42.68279648,-72.11503734,0.0258695652173913,0.37066666666666664
DWMWPP,42.6723218,-72.09305542,0.17902439024390243,0.56325
DWMWPP,42.30485304,-71.62845076,3.497916666666667,4.35
DWMWPP,42.32543468,-71.39736431,0.2989583333333333,0.626938775510204
DWMWPP,42.43206352,-71.44974106,1.2719565217391304,1.778888888888889
DWMWPP,42.51227518,-71.40458554,0.595,1.3261363636363637
DWMWPP,41.80999411,-70.62755574,0.02,0.5842553191489361
DWMWPP,41.80918339,-70.61753091,0.02,0.7211320754716981
DWMWPP,42.153873,-71.65203977,1.562093023255814,2.802380952380952
DWMWPP,41.77018529,-70.72205854,0.04,0.37
DWMWPP,42.11664658,-72.7336661,0.718,0.856
DWMWPP,41.81989559,-71.02717559,0.04,0.6920000000000001
DWMWPP,41.93332037,-71.15426672,0.424,1.7433333333333334
DWMWPP,42.26764467,-71.55276363,0.18,0.7125
DWMWPP,42.25849843,-71.45547229,0.3,0.6725
DWMWPP,42.46568803,-71.39143422,1.75,1.95
DWMWPP,42.45974876,-71.35935869,0.08499999999999999,0.74
DWMWPP,42.39635089,-71.36467086,0.205,0.745
DWMWPP,42.35708626,-71.40313662,0.44,0.965
DWMWPP,42.35926526,-71.36883338,0.215,0.725
DWMWPP,41.9471012,-71.1769499,0.177,0.5322222222222223
DWMWPP,42.05820916,-70.89995609,0.139,0.666
DWMWPP,42.04238758,-70.89846196,0.14233333333333334,0.658
DWMWPP,41.95002381,-71.29133543,0.248,0.576
DWMWPP,42.00286304,-71.33840362,0.52,0.652
DWMWPP,42.16028331,-70.78863391,0.2925,0.88
DWMWPP,42.00459582,-70.84525352,0.024,0.8340845070422536
DWMWPP,42.07840473,-71.11554731,0.05,0.56
DWMWPP,41.95142643,-71.11913351,0.04,0.24666666666666667
DWMWPP,41.96889822,-71.32511071,0.10666666666666666,1.2833333333333334
DWMWPP,42.06605001,-71.3520429,0.04,0.5583333333333333
DWMWPP,42.53259005,-71.74028814,1.206,2.5
DWMWPP,42.55197544,-71.62097756,1.7,2.3499999999999996
DWMWPP,42.18086003,-71.73011265,1.144,4.42
DWMWPP,42.19910034,-71.69396462,0.088,0.466
DWMWPP,42.01664829,-71.5384768,1.386,2.4
DWMWPP,42.08439258,-71.69699739,0.188,0.498
DWMWPP,42.38639934,-72.5503928,0.73,0.882
DWMWPP,42.33278638,-72.57858317,0.28,0.473
DWMWPP,42.28189876,-72.42726497,0.712,2.082
DWMWPP,42.36655405,-72.60488814,0.402,0.656
DWMWPP,42.47836238,-72.61893594,0.602,1.029
DWMWPP,42.28349688,-72.64060074,0.478,0.944
DWMWPP,42.46963022,-71.15765018,0.075,1.458
DWMWPP,41.90533067,-70.55598017,0.04,0.31833333333333336
DWMWPP,42.05376314,-70.82255737,0.04,0.595
DWMWPP,42.11943443,-71.45344443,4.4,5.24
DWMWPP,42.13828143,-71.35867289,2.26,3.02
DWMWPP,42.21006156,-71.35172497,1.522,2.3
DWMWPP,42.26439957,-71.32538186,0.924,1.56
DWMWPP,42.32584268,-71.25439259,0.314,0.8280000000000001
DWMWPP,42.25781415,-71.26256067,0.65,1.21
DWMWPP,42.09620732,-71.47958751,0.808,1.19
DWMWPP,42.39554541,-71.19710167,0.72,1.27
DWMWPP,42.38300416,-71.2078492,0.504,1.12
DWMWPP,42.12453197,-71.43065489,0.06999999999999999,0.6
DWMWPP,42.12911182,-71.30503034,0.122,0.796
DWMWPP,42.15866554,-71.30280984,0.548,1.04
DWMWPP,42.31931329,-71.24624794,0.8059999999999999,1.368
DWMWPP,42.36795531,-71.27033164,0.29400000000000004,0.622
DWMWPP,42.45289418,-71.14158508,0.0659,1.538
DWMWPP,41.71377641,-70.09062853,0.04,0.8025
DWMWPP,42.20864325,-71.78210772,0.366,0.892
DWMWPP,42.18223431,-71.70488014,1.686,4.3
DWMWPP,42.17728889,-71.68788468,1.428,3.1999999999999997
DWMWPP,42.17384662,-71.68057473,1.478,3.18
DWMWPP,42.12965013,-71.63645321,1.632,3.4
DWMWPP,42.07985489,-71.61966359,1.7120000000000002,3.22
DWMWPP,42.20640574,-71.78097604,1.57,5.88
DWMWPP,42.20595608,-71.78074977,0.4,2.2
DWMWPP,41.65691189,-70.48391147,0.04,0.6116666666666667
DWMWPP,42.4841721,-72.7542118,0.07815384615384616,0.22833333333333333
DWMWPP,42.41095836,-72.93953408,0.22,0.4275
DWMWPP,42.25418274,-72.94869942,0.08793103448275862,0.1572666666666667
DWMWPP,42.13083697,-72.75434911,0.158,0.33444444444444443
DWMWPP,42.11652506,-72.72435552,0.506,0.6336363636363637
DWMWPP,42.27406018,-71.63224204,0.395,0.63
DWMWPP,42.28350805,-71.63858701,4.15,4.7
DWMWPP,42.32036993,-71.63553499,2.55,2.9250000000000003
DWMWPP,42.32949677,-71.63006336,2.3,2.625
DWMWPP,42.34151216,-71.61641,1.8,2.05
DWMWPP,42.3465007,-71.61460331,2.6,2.925
DWMWPP,42.38030934,-71.58613633,2.2,2.525
DWMWPP,42.39979789,-71.54598569,2.45,2.425
DWMWPP,42.40462155,-71.52654108,3.55,3.2
DWMWPP,42.41163442,-71.50844219,2.5,2.5
DWMWPP,42.4231785,-71.474721829999993,2.5,2.35
DWMWPP,42.44086923,-71.42935628,2.25,2.275
DWMWPP,42.3386459,-71.39498427,0.225,0.765
DWMWPP,42.44111379,-71.36805603,0.12,0.84
DWMWPP,42.47116456,-71.34989446,0.99,1.35
DWMWPP,42.50902782,-71.31411783,0.88,1.425
DWMWPP,42.53488992,-71.29952957,0.86,1.4
DWMWPP,42.55747509,-71.28252509,0.64,1.2999999999999998
DWMWPP,42.58482438,-71.28718593,0.59,1.2
DWMWPP,42.64172611,-71.30284563,0.7384615384615385,1.2973333333333332
DWMWPP,42.57826214,-71.33253012,0.02,0.7475
DWMWPP,42.63380122,-71.30119731,0.52,1.04
DWMWPP,42.07936711,-71.01406198,0.6,1.1422222222222222
DWMWPP,42.07964645,-71.00930657,0.792,1.531111111111111
DWMWPP,42.05376462,-71.00977821,0.754,1.458888888888889
DWMWPP,42.03776122,-70.98465422,1.308,4.355555555555555
DWMWPP,42.04550631,-70.97074029,0.7,1.22
DWMWPP,42.03148922,-70.96656207,0.55,1.22
DWMWPP,42.02160209,-70.9505329,0.35,0.9011111111111112
DWMWPP,41.99937253,-70.93768479,1.224,3.2555555555555555
DWMWPP,41.93629311,-70.98734776,0.552,1.4177777777777778
DWMWPP,41.88611169,-71.02994049,0.496,1.3377777777777775
DWMWPP,41.88590512,-71.13411655,0.384,1.3333333333333333
DWMWPP,41.95326227,-71.30781311,0.68,1.5
DWMWPP,42.45655696,-72.63699267,0.108,0.308
DWMWPP,41.98856171,-71.3474734,0.35000000000000003,0.7125
DWMWPP,41.97762993,-71.33453815,0.43333333333333335,0.7766666666666667
DWMWPP,42.30510355,-71.3252761,0.486,0.8260000000000001
DWMWPP,42.15140376,-71.42713966,0.17,0.656
DWMWPP,42.13445842,-71.44602039,0.35,0.836
DWMWPP,42.13103033,-71.5155242,1.038,1.36
DWMWPP,42.19598069,-71.33022096,1.104,1.452
DWMWPP,42.25505525,-71.33009248,0.33,0.774
DWMWPP,42.09047755,-71.43283604,0.266,0.592
DWMWPP,42.22237155,-71.40927393,0.46,0.995
DWMWPP,42.34154459,-71.26662505,1.9,2.25
DWMWPP,42.17383927,-71.50839357,0.17,1.215
DWMWPP,41.95661339,-71.30844976,3.425,4.35
DWMWPP,42.02194765,-71.56822441,1.5,1.95
DWMWPP,41.81882453,-70.61444757,0.03,1.14
DWMWPP,41.81963769,-70.61803486,0.02,0.165
DWMWPP,42.17245221,-71.31726139,0.5,1.1
DWMWPP,42.34007232,-72.15953425,0.17,0.502
DWMWPP,42.21273236,-72.22875627,0.08,0.414
DWMWPP,42.46999426,-72.32259937,0.05799999999999999,0.3
DWMWPP,42.19289465,-71.75182267,1.266,3.9
DWMWPP,42.13913312,-71.63971462,1.584,3.3
DWMWPP,42.05495698,-71.61629976,1.458,2.6
DWMWPP,42.01686344,-71.54548172,1.52,2.74
DWMWPP,42.18277682,-71.76604587,0.194,0.536
DWMWPP,42.07884462,-71.65065318,0.194,0.59
DWMWPP,42.18498134,-71.71206258,0.506,0.964
DWMWPP,41.99661131,-71.55765871,0.178,0.508
DWMWPP,42.01238549,-71.51035869,0.506,0.926
DWMWPP,42.01550267,-71.49304478,0.64,1.11
DWMWPP,42.62272904,-72.54970791,0.426,0.504
DWMWPP,42.0977551,-71.62256481,1.688,3.3000000000000003
DWMWPP,42.57574839,-71.83355874,0.166,1.206
DWMWPP,42.45138358,-71.67387723,1.354,2.14
DWMWPP,42.62058327,-72.54988746,0.5599999999999999,0.622
DWMWPP,42.0941279,-72.56911519,0.3768,0.943
DWMWPP,42.24704007,-72.58037808,0.236,0.635
DWMWPP,42.03629979,-72.58362237,1.18,1.37
DWMWPP,42.31899322,-72.66514075,0.314,0.45
DWMWPP,42.34968275,-72.431373,0.088,0.378
DWMWPP,42.71283339,-71.54870868,0.616,0.962
DWMWPP,42.40886407,-71.98179294,0.042,0.316
DWMWPP,42.16171173,-72.26845965,0.076,0.2723076923076923
DWMWPP,42.04351371,-72.45647808,0.54,0.716
DWMWPP,42.50677372,-72.5270761,0.05,0.3
DWMWPP,42.2636059,-72.70605094,0.214,0.346
DWMWPP,42.36091839,-72.23011415,0.048,0.516
DWMWPP,42.20541014,-71.78775079,0.465,0.735
DWMWPP,42.02271855,-71.570541360000007,1.1875757575757575,1.8896969696969697
DWMWPP,41.80715897,-70.61210594,0.02,0.24
DWMWPP,42.25040334,-72.42653878,0.17400000000000002,0.546
DWMWPP,42.21289966,-71.78524102,3.775,11.375
DWMWPP,42.21303845,-71.78525885,2.18,10.575
DWMWPP,41.92703603,-71.28535834,1.478,1.88
DWMWPP,42.27962685,-72.58673039,0.6155555555555555,0.737
DWMWPP,42.48792791,-72.21647477,0.02,0.35
DWMWPP,42.46843526,-72.25884802,0.02,0.26666666666666666
DWMWPP,42.46258282,-72.24561712,0.02,0.25666666666666665
DWMWPP,42.49092717,-72.17095628,0.12333333333333334,0.39666666666666667
DWMWPP,42.47162474,-72.16210768,0.04999999999999999,0.4633333333333333
DWMWPP,42.43816198,-72.20732375,0.02666666666666666,0.3233333333333333
DWMWPP,42.27317372,-71.9749944,0.068,0.34
DWMWPP,42.29088748,-72.33717325,0.02,0.235
DWMWPP,42.54690674,-71.62936149,1.1,1.4
DWMWPP,42.07983422,-72.56556396,0.622,0.948
DWMWPP,42.42257737,-72.76956339,0.08800000000000001,0.19
DWMWPP,42.44431744,-72.48987633,0.026,0.0828
DWMWPP,42.19218292,-71.09296807,0.04,0.36166666666666664
DWMWPP,42.28135393,-72.72939605,0.55,0.676
DWMWPP,42.2354613,-72.27899479,0.256,0.568
DWMWPP,42.22337829,-72.17965076,0.024,0.422
DWMWPP,42.26215141,-72.10659989,0.154,0.428
DWMWPP,42.56670939,-71.95196358,0.068,0.958
DWMWPP,42.58657345,-71.8162291,0.235,0.345
DWMWPP,41.91786565,-71.35216051,0.3,0.616
DWMWPP,42.52661784,-71.75691548,0.266,0.516
DWMWPP,42.20291112,-71.85617251,0.082,0.418
DWMWPP,42.09310671,-71.73709013,0.05,0.296
DWMWPP,42.62531983,-72.19502942,0.04,0.256
DWMWPP,42.04216137,-72.09714696,0.028,0.27999999999999997
DWMWPP,42.32657968,-71.86537248,0.1,0.388
DWMWPP,42.55308278,-71.66947411,0.066,0.542
DWMWPP,42.10454751,-71.92879763,0.038,0.42
DWMWPP,42.20836571,-71.69757011,0.06,0.742
DWMWPP,42.07674201,-72.02541007,0.872,1.258
DWMWPP,42.55979904,-71.86605175,0.084,0.34600000000000003
DWMWPP,42.05772637,-72.18751776,0.036,0.326
DWMWPP,42.02755221,-71.48301448,0.342,0.748
DWMWPP,42.61497981,-72.40184008,0.064,0.1298
DWMWPP,42.58213165,-71.90260492,0.054,0.38
DWMWPP,42.67731084,-71.9407684,0.03,0.402
DWMWPP,42.51052037,-71.68941303,0.04,0.23
DWMWPP,42.64253866,-72.2573654,0.02,0.21
DWMWPP,42.12335485,-72.20669311,0.05,0.46
DWMWPP,42.55623608,-72.23102678,0.102,0.454
DWMWPP,42.57871152,-71.82995728,0.102,0.386
DWMWPP,42.16426655,-71.9488559,0.092,0.56
DWMWPP,42.58178925,-72.32696346,0.066,0.152
DWMWPP,42.23909491,-71.8258417,0.218,0.616
DWMWPP,42.53192718,-71.57910918,0.026,0.424
DWMWPP,42.13693403,-72.10313327,0.048,0.518
DWMWPP,42.02932229,-71.60542161,0.22,0.482
DWMWPP,42.23359373,-71.8557513,0.226,0.504
DWMWPP,42.59040888,-71.86334389,0.114,0.718
DWMWPP,41.89640012,-71.33321453,0.842,1.34
DWMWPP,42.6674075,-72.00414064,0.02,0.53
DWMWPP,42.47692289,-71.72378538,0.298,0.518
DWMWPP,42.1427144,-71.86184525,0.332,0.67
DWMWPP,42.06151141,-72.06454171,0.134,0.366
DWMWPP,42.65715091,-72.13290955,0.02,0.886
DWMWPP,42.5334948,-71.90277886,0.02,0.0955
DWMWPP,42.1400961,-71.99849063,0.03,0.37
DWMWPP,42.46470593,-72.38454489,0.03608695652173913,0.18641666666666667
DWMWPP,42.25020895,-72.65892694,1.072,1.24
DWMWPP,42.03481475,-72.16158627,0.05335,0.3385
DWMWPP,42.01994053,-71.79434419,0.02,0.3433333333333333
DWMWPP,42.63256876,-72.97439535,0.100875,0.21066666666666667
DWMWPP,42.16782704,-72.94935172,0.04818181818181819,0.325
DWMWPP,42.07471082,-71.79151291,0.02,0.17866666666666667
DWMWPP,42.0627483,-72.40559074,0.1442857142857143,0.32
DWMWPP,42.38381603,-71.83775116,0.10633333333333334,0.5683333333333334
DWMWPP,42.63595037,-71.30148697,0.7678571428571429,1.2706666666666666
DWMWPP,42.54141177,-72.88420012,0.166,0.298
DWMWPP,42.67416852,-72.73352769,0.098,0.156
DWMWPP,42.45191218,-73.30161974,0.04,0.28400000000000003
DWMWPP,42.40624326,-72.88766468,0.14600000000000002,0.216
DWMWPP,42.23747744,-72.8853956,0.058,0.204
DWMWPP,42.59824776,-72.61591962,0.13,0.21
DWMWPP,42.25259045,-73.21962782,0.08600000000000001,0.304
DWMWPP,42.04759931,-73.01699669,0.174,0.566
DWMWPP,42.63919882,-72.93808435,0.1,0.186
DWMWPP,42.24776313,-73.28034588,0.04777777777777778,0.26
DWMWPP,42.51152705,-72.80105071,0.258,0.422
DWMWPP,42.30598204,-73.0114712,0.06,0.21
DWMWPP,42.73205357,-72.71945734,0.052,0.166
DWMWPP,42.54503215,-73.31275339,0.764,0.798
DWMWPP,42.16952122,-72.9736829,0.06,0.278
DWMWPP,42.47391986,-73.1412082,0.148,0.398
DWMWPP,42.15946034,-73.12792409,0.098,0.338
DWMWPP,42.50830194,-72.69870678,0.202,0.27999999999999997
DWMWPP,42.66954163,-73.10371096,0.656,0.858
DWMWPP,42.40226973,-72.9795908,0.078,0.232
DWMWPP,42.6732761,-72.61264226,0.33799999999999997,0.38
DWMWPP,42.09976917,-72.80864416,0.356,0.568
DWMWPP,42.70289803,-73.20019809,0.198,0.282
DWMWPP,42.27211249,-73.27397995,0.162,0.238
DWMWPP,42.11380288,-73.23231291,0.242,0.35200000000000004
DWMWPP,42.66112647,-73.10381096,0.716,0.91
DWMWPP,42.55160608,-73.01460875,0.1,0.28
DWMWPP,42.26068784,-72.878683,0.024,0.146
DWMWPP,42.3820888,-72.81255079,0.034,0.348
DWMWPP,42.3572088,-73.35414315,0.14600000000000002,0.3
DWMWPP,42.45247321,-72.87827159,0.088,0.248
DWMWPP,42.24539082,-73.11391881,0.07,0.408
DWMWPP,42.62826823,-72.64485764,0.258,0.304
DWMWPP,42.08621595,-72.72793165,1.122,1.48
DWMWPP,42.63908097,-72.72437309,0.11,0.394
DWMWPP,42.65789498,-73.20166842,0.406,0.436
DWMWPP,42.55506751,-72.55825658,0.114,0.234
DWMWPP,42.10614,-73.48299,0.16210526315789472,0.20905
DWMWPP,42.38348515,-73.25737865,0.06,0.25
DWMWPP,42.71492884,-72.6693994,0.10058823529411764,0.19294117647058823
DWMWPP,42.32000999,-73.02774999,0.06635294117647059,0.24166666666666667
DWMWPP,42.04638466,-71.6301536,0.1,0.31047619047619046
DWMWPP,42.11661659,-72.73041878,10.26,11.18
DWMWPP,42.70347188,-72.95887989,0.09623809523809523,0.19833333333333333
DWMWPP,42.69539254,-72.22718449,0.027,0.30238095238095236
DWMWPP,42.15510819,-72.81341348,0.078,0.262
DWMWPP,42.12010243,-72.7334767,0.164,0.378
DWMWPP,42.04079295,-72.48489555,0.784,1.138
DWMWPP,42.38648751,-73.25940756,0.09466666666666666,0.26181818181818184
DWMWPP,42.62731387,-73.22431951,0.1,0.138
DWMWPP,42.00395502,-70.72215618,0.06999999999999999,0.5449999999999999
DWMWPP,41.99860448,-70.73007,0.03,0.65
DWMWPP,41.99977266,-70.72579815,0.03,0.765
DWMWPP,41.99609561,-70.72311164,0.55,0.89
DWMWPP,41.98783357,-70.70786751,0.48,0.765
DWMWPP,41.9979183,-70.72218147,0.04,0.78
DWMWPP,41.99717794,-70.72120689,0.26,0.88
DWMWPP,41.98654008,-70.69885818,0.43,0.65
DWMWPP,42.44207131,-72.36869256,0.084,0.426
DWMWPP,42.09324205,-72.31183457,0.228,0.408
DWMWPP,41.90037801,-71.09399859,0.1616,0.612
DWMWPP,41.95255141,-71.22476066,0.2725,0.5660000000000001
DWMWPP,41.72789933,-70.79814166,0.1025,0.788
DWMWPP,42.0184717,-70.92252609,0.27,0.842
DWMWPP,41.74470234,-71.2482622,1.5266666666666666,2.375
DWMWPP,42.06112594,-71.2165861,0.31,0.66
DWMWPP,42.08257418,-71.03007602,0.6,0.974
DWMWPP,41.90743834,-70.97991603,0.456,0.876
DWMWPP,41.84611359,-71.2625509,0.302,0.798
DWMWPP,41.98836801,-71.03545292,0.30333333333333334,0.7375
DWMWPP,41.75570188,-70.9831251,0.02666666666666667,0.5825
DWMWPP,41.80069261,-71.30434109,1.2866666666666666,2.45
DWMWPP,42.01558538,-71.05266156,0.6325,0.902
DWMWPP,42.24343046,-71.09437763,0.22,0.72
DWMWPP,42.06811651,-70.91424154,0.2575,0.6900000000000001
DWMWPP,41.7773089,-71.19253246,0.13333333333333333,1.2
DWMWPP,41.67967123,-70.84082513,0.1825,0.812
DWMWPP,41.9093812,-71.0981243,0.13,0.6
DWMWPP,42.49511888,-71.1361368,0.62,0.89
DWMWPP,41.64357833,-70.45336867,0.14,0.85
DWMWPP,41.70289295,-70.10477526,0.1875,0.426
DWMWPP,41.98949513,-71.1737167,0.6175,1.038
DWMWPP,41.64180645,-71.0764565,1,2.525
DWMWPP,42.2422342,-70.85910564,0.6333333333333333,1.1225
DWMWPP,41.8814227,-70.90942651,0.028,0.428
DWMWPP,41.72740826,-70.85635593,0.2125,0.716
DWMWPP,41.8647818,-71.22918554,0.134,0.77
DWMWPP,42.08658274,-70.75694672,0.49333333333333335,0.8475
DWMWPP,41.9325177,-71.07757733,0.278,1.114
DWMWPP,42.42130109,-71.16909401,0.7,1.35
DWMWPP,42.00502696,-71.21344675,0.49777777777777776,0.802
DWMWPP,42.19947614,-70.86206928,0.6,1.475
DWMWPP,41.63338435,-70.98602228,0.19,1.165
DWMWPP,41.99746222,-70.95386851,1.1222222222222222,1.86
DWMWPP,42.0754278,-71.00963849,1.1425,1.44
DWMWPP,41.94945845,-71.17552595,0.18,0.5800000000000001
DWMWPP,41.83058753,-71.32993703,0.2825,1.02
DWMWPP,42.706137,-71.751964,0.05571428571428571,0.25
DWMWPP,42.664623,-71.753811,0.09729411764705882,0.2515
DWMWPP,41.562812,-71.133855,0.1483846153846154,0.8621428571428572
DWMWPP,41.77444,-71.08528,0.02,0.4075
DWMWPP,42.00792,-71.70506,0.1457058823529412,0.3563157894736842
DWMWPP,42.71500304,-72.66972243,0.05761538461538462,0.26323076923076927
DWMWPP,42.30007646,-72.98439297,0.16,0.29
DWMWPP,42.55286755,-72.51950306,0.022,0.1482
DWMWPP,42.33802189,-72.55536786,0.45,1.89
DWMWPP,42.2526325,-72.05643235,0.12,0.34400000000000003
DWMWPP,42.47216953,-72.25680238,0.034,0.36
DWMWPP,42.05933009,-72.27160475,0.12,0.33399999999999996
DWMWPP,42.0373016,-72.69990551,0.926,1.3
DWMWPP,42.2036239,-72.00426939,0.022,0.668
DWMWPP,42.26076443,-72.81803592,0.03,0.4025
DWMWPP,42.47653586,-72.51860357,0.128,0.192
DWMWPP,42.38732571,-72.37351445,0.072,0.1814
DWMWPP,42.27003392,-72.594205,0.19,0.544
DWMWPP,41.77254787,-71.08494839,0.03314285714285714,0.36875
DWMWPP,42.616929,-70.9964121,0.09,0.718
DWMWPP,42.5943564,-71.3406697,0.1318,0.8119999999999999
DWMWPP,42.2247791,-71.4776709,0.246,0.904
DWMWPP,42.1049813,-71.4584048,1.78,2.54
DWMWPP,42.6718435,-71.3444481,0.276,0.77
DWMWPP,42.4276412,-71.4854492,0.246,0.592
DWMWPP,42.8659286,-70.9615914,0.044,0.538
DWMWPP,42.2532139,-71.56727,0.156,0.65
DWMWPP,42.3049376,-71.2338344,2.126,2.38
DWMWPP,42.5790278,-70.9915364,0.094,0.62
DWMWPP,42.6253944,-71.3890868,0.306,0.7000000000000001
DWMWPP,42.7350352,-70.9427296,1.94,2.56
DWMWPP,42.3900984,-71.1967182,0.336,0.948
DWMWPP,42.4958058,-71.0387409,0.244,0.858
DWMWPP,42.347696,-71.5179405,0.114,0.536
DWMWPP,42.6339232,-70.9747374,0.224,0.794
DWMWPP,42.5017852,-71.2407158,0.037,0.494
DWMWPP,42.6971169,-71.1439954,0.318,0.982
DWMWPP,42.4768312,-71.5654205,0.17,0.405
DWMWPP,42.4356962,-71.5704097,0.096,0.404
DWMWPP,42.5718288,-71.0962545,0.094,0.804
DWMWPP,42.5267785,-71.4134214,0.295,2.4
DWMWPP,42.2910744,-71.6885308,0.432,0.672
DWMWPP,42.6297304,-71.5061583,0.34,0.752
DWMWPP,42.1217687,-71.3654398,0.07,0.482
DWMWPP,42.2871321,-71.6512886,0.5680000000000001,0.9
DWMWPP,42.8261109,-70.9840121,0.444,1.046
DWMWPP,42.6681776,-71.3263353,0.252,0.8019999999999999
DWMWPP,42.5975906,-71.4475714,0.096,0.508
DWMWPP,42.494062,-71.2559826,0.14250000000000002,0.745
DWMWPP,42.3193238,-71.3955834,0.102,0.65
DWMWPP,42.1870159,-71.3758224,0.109,0.838
DWMWPP,42.6521945,-71.1509714,0.33,0.918
DWMWPP,42.6091843,-71.411679,0.234,0.64
DWMWPP,42.700651,-71.487647,0.08033333333333334,0.43875
DWMWPP,42.444418,-71.551697,0.14500000000000002,0.41
DWMWPP,42.618394,-71.021129,0.0815,0.68875
DWMWPP,42.733424,-70.904624,0.17500000000000002,0.6174999999999999
DWMWPP,42.398058,-71.658249,0.19666666666666668,0.44875
DWMWPP,42.34376837,-72.95334229,0.06525,0.17
DWMWPP,42.3248507,-71.435293,0.16999999999999998,1.143333333333333
DWMWPP,42.2585509,-71.8916635,0.04,0.3125
DWMWPP,42.2865424,-71.412718,0.04,0.75
DWMWPP,42.4102831,-71.2674529,0.04,0.9283333333333332
DWMWPP,42.39611,-71.4949986,0.0475,0.5750000000000001
DWMWPP,42.6167752,-71.42794,0.2625,0.8075
DWMWPP,42.0475462,-71.7682111,0.04,0.3466666666666667
DWMWPP,42.7986363,-71.1439465,0.045,0.4216666666666667
DWMWPP,42.7989549,-70.9325918,0.04,0.5700000000000001
DWMWPP,42.3019466,-71.5128697,0.06,0.43666666666666665
DWMWPP,42.5663185,-71.388142,0.04,0.7975
DWMWPP,42.4942145,-71.7835053,0.04,0.14166666666666666
DWMWPP,42.5375642,-71.6046167,0.04,0.44166666666666665
DWMWPP,42.3059341,-71.6172087,0.04,0.645
DWMWPP,42.5083102,-71.8811837,0.04,0.23666666666666664
DWMWPP,42.1145632,-71.7422755,0.04,0.165
DWMWPP,42.6613996,-71.8825117,0.04,0.2866666666666667
DWMWPP,42.3766553,-71.7695512,0.0875,0.7250000000000001
DWMWPP,42.495176,-71.0050255,0.1025,0.6966666666666667
DWMWPP,42.4446923,-71.1158183,0.04,0.2125
DWMWPP,42.4607823,-71.4322555,0.04,1.8533333333333333
DWMWPP,42.5168034,-71.8554472,0.04,0.27999999999999997
DWMWPP,42.6074803,-71.1097834,0.04,0.3775
DWMWPP,42.6487901,-71.8434475,0.04,0.19166666666666668
DWMWPP,42.6889889,-71.0370628,0.04,0.41
DWMWPP,42.3167909,-71.6184564,0.04,0.535
DWMWPP,42.32285317,-72.92619955,0.05,0.1266
DWMWPP,42.0385568,-72.94065317,0.072,0.202
DWMWPP,42.04200482,-72.91837725,0.07,0.1505
