,count,mean,std,min,25%,50%,75%,max
COVERNAME_Unconsolidated_Shore,86.0,0.02958240430351075,0.1457679817221715,0.0,0.0,0.0,5.6043922732539464e-05,1.1607847027838485
COVERNAME_Water,86.0,4.271079806275745,7.350786673365902,0.0,0.09546674773459647,0.9996103307817579,5.930864143251901,33.63793325203929
USEGENNAME_,86.0,0.5973198589179092,5.539316420368225,0.0,0.0,0.0,0.0,51.36950721598811
USEGENNAME_Agriculture,86.0,2.899568064011426,7.138764044685794,0.0,0.0,0.0418901461747853,1.9649447845224743,47.51949378424565
USEGENNAME_Commercial,86.0,4.020702857098058,7.018989301193869,0.0,0.10682817331218572,1.4851435870526775,3.30618029137727,37.46023224242881
USEGENNAME_Forest,86.0,0.2944445748737309,1.1563991099664972,0.0,0.0,0.0,0.0,9.720843973053825
USEGENNAME_Industrial,86.0,0.8197756805552014,2.9284783633360134,0.0,0.0,0.0,0.20334828538603789,24.334565265250767
USEGENNAME_Mixed_use__other,86.0,0.5828873688748857,2.1286223642344018,0.0,0.0,0.0,0.010427055028237875,17.018291796307906
USEGENNAME_Mixed_use__primarily_commercial,86.0,0.06512869615236526,0.3406883695426467,0.0,0.0,0.0,0.0,2.303914439636212
USEGENNAME_Mixed_use__primarily_residential,86.0,0.642865595508426,1.8183649577560421,0.0,0.0,0.0,0.2711909377313386,9.9160284553709
USEGENNAME_Open_land,86.0,18.799760649748624,15.682257455711593,0.1861059686907002,7.404236750426069,14.747618524111264,26.719350526171944,70.05180737009458
USEGENNAME_Recreation,86.0,0.263961586975105,1.042684541580619,0.0,0.0,0.0,0.0,8.815269475223191
USEGENNAME_Residential___multi_family,86.0,4.390592790790114,5.656306314696669,0.0,1.285226689770016,2.355671764014791,5.119681543929717,35.74014732641337
USEGENNAME_Residential___other,86.0,1.3132397173499666,4.6677604142556905,0.0,0.0,0.0,0.062250909020920925,31.610413785611502
USEGENNAME_Residential___single_family,86.0,27.97446431448755,16.12835525804095,0.3352904451402619,16.38505404287052,25.69418168789134,37.72185804512369,78.63045226178993
USEGENNAME_Right_of_way,86.0,6.541902803548195,4.212485335999738,0.0819034520334609,3.581600368415999,6.070350944033512,8.353600638936724,27.5350841398189
USEGENNAME_Tax_exempt,86.0,13.253608755586539,15.518434838851965,0.0,1.945194636836233,9.711376626802537,19.204132619990016,85.23620618069262
USEGENNAME_Unknown,86.0,5.477718926439827,14.603001558244873,0.0,0.0,0.060498681041168796,1.8119312678858788,82.1625800447949
USEGENNAME_Water,86.0,4.069295217217717,7.815887027849089,0.0,0.0,0.43105731655162094,3.3507783278632877,35.627034554832875
CRANBERRY_0,86.0,91.02373686510005,20.019090871444497,1.0000000000000002,95.32348884915683,99.99999999999996,100.0,100.00000000000004
CRANBERRY_1,86.0,0.9835010090023582,1.8561718136437961,0.0,0.0,0.0,1.1865390258457793,11.083376673760242
ACTIVE_0,86.0,91.07813421388848,20.03025631086393,1.0000000000000002,95.32348884915683,99.99999999999996,100.0,100.00000000000004
ACTIVE_1,86.0,0.9291036602139403,1.846816869128658,0.0,0.0,0.0,1.0319652588320478,11.083376673760242
HSG_D,86.0,18.323963992927485,20.661710882663755,0.0,3.5932973559423473,9.920384863381656,28.971463144067783,95.14073607291286
HYDRIC,86.0,22.24015924873587,16.012744009484226,0.0,10.45967254519691,19.27357010967284,29.44899284551913,72.90963943061044
NaturalCover,86.0,69.09613740362829,19.624017136274194,0.8061090039477214,60.56243668149348,74.93544512334572,82.71406208714991,95.78755645274104
Use_Res,86.0,33.67829682262764,18.78816377561375,0.4003473443822952,20.686386456857846,29.290539135605158,46.02424070832667,86.57166636123966
Use_ResComMix,86.0,38.98988134026137,19.235669720657764,0.4643829751064581,24.85125294550842,35.9113124302242,53.553327855451535,86.69736677237404
Use_Mix,86.0,1.290881660535677,3.0586192913534136,0.0,0.0,0.0,0.8067765888393806,17.018291796307906
GT5_Shape_Area,86.0,7080941.228168535,12230731.881161898,37049.67608777209,708048.4265820921,2144127.3156161904,7542330.304516701,62817434.921882585
GT5_SLOPE_,86.0,0.5785200363409145,5.364974109025938,0.0,0.0,0.0,0.0,49.75272312531865
GT5_SLOPE_0,86.0,4.663327759379504,8.795604812523258,0.0,0.273608257719298,2.1468525366466755,4.99449409887076,69.45927951516228
GT5_SLOPE_A,86.0,24.264497346997707,18.366323319097287,0.0,10.120598808552506,20.69093145964934,36.9624088254451,79.06243774635931
GT5_SLOPE_B,86.0,34.35924081494156,18.531715295700078,0.0,22.11155609935864,32.88729814489702,43.05665858095816,95.03502855086836
GT5_SLOPE_C,86.0,18.76780684317764,17.843282051210586,0.0,3.1970898446085823,15.50613151157686,29.105882275941422,72.06403311131422
GT5_SLOPE_D,86.0,8.687878415141414,10.904962908080938,0.0,0.301211096292193,4.460667741301957,13.771210427369331,45.91366686357945
GT5_SLOPE_E,86.0,0.8559003530105609,3.650470663169266,0.0,0.0,0.0,0.0,20.801337827062063
GT5_FRMLNDCLS_,86.0,0.5785200363409145,5.364974109025938,0.0,0.0,0.0,0.0,49.75272312531865
GT5_FRMLNDCLS_All_areas_are_prime_farmland,86.0,11.304505732405762,14.38821762430643,0.0,0.0,3.58961076429338,18.567494483905893,62.879119684043815
GT5_FRMLNDCLS_Farmland_of_statewide_importance,86.0,15.373858446393116,18.90611791342755,0.0,1.1017939144515592,7.851196600213752,22.865597490556954,92.3420430102343
GT5_FRMLNDCLS_Farmland_of_unique_importance,86.0,2.1004118584932012,3.2709174229652596,0.0,0.0,0.7392239491589244,2.652246679052119,17.67538251436984
GT5_FRMLNDCLS_Not_prime_farmland,86.0,62.81971358686436,26.618759824411026,0.6709815520854563,45.345145747604626,63.09077585290835,86.8560598150779,100.00000270564064
GT5_HYDROLGRP_,86.0,0.5785200363409145,5.364974109025938,0.0,0.0,0.0,0.0,49.75272312531865
GT5_HYDROLGRP_A,86.0,61.09619300319912,32.35709793955976,0.0,34.380207558232655,72.47107254695888,87.50456285055274,100.00000047013668
GT5_HYDROLGRP_A/D,86.0,1.72938672735463,4.132262287283994,0.0,0.0,0.15881377342398767,1.2932460114460211,29.860383907745053
GT5_HYDROLGRP_B,86.0,6.007375363926466,11.977689344362396,0.0,0.0,0.0569758893562424,4.278504448457515,63.452106433658
GT5_HYDROLGRP_B/D,86.0,4.4951702953648045,5.068855959192185,0.0,0.8287477549792149,2.76709112200625,6.543130803020605,25.0259422879622
GT5_HYDROLGRP_C,86.0,4.693364728153783,10.263029311005116,0.0,0.0,0.0,2.0757874204925173,39.89253016433687
GT5_HYDROLGRP_C/D,86.0,3.6143163802538387,7.631148093050822,0.0,0.0,0.0,0.46410389394515744,29.81404909702028
GT5_HYDROLGRP_D,86.0,5.408678771609391,13.220707919673446,0.0,0.0,0.0,0.39785823133953624,71.14354040385376
GT5_HYDRCRATNG_,86.0,0.5785200363409145,5.364974109025938,0.0,0.0,0.0,0.0,49.75272312531865
GT5_HYDRCRATNG_No,86.0,75.33573458499872,22.145864249153497,0.5526105011313642,61.90057381440682,83.69070810015857,92.24339312100199,100.00000047013668
GT5_HYDRCRATNG_Unranked,86.0,4.260641226113431,8.651190608846225,0.0,0.11963263975106242,1.6520720281984729,4.643934761072688,69.45898578465504
