,count,mean,std,min,25%,50%,75%,max
GT5_HYDRCRATNG_Yes,86.0,11.563566118243827,14.04662663833558,0.0,2.138294142430756,4.96471058125942,15.097557783302207,71.14359725071388
GT5_DRAINCLASS_,86.0,0.5785200363409145,5.364974109025938,0.0,0.0,0.0,0.0,49.75272312531865
GT5_DRAINCLASS_Excessively_drained,86.0,51.834322030239775,32.87610282448337,0.0,28.74358870001709,53.4991318865513,83.07701380027714,99.87812058548124
GT5_DRAINCLASS_Moderately_well_drained,86.0,4.379734502040441,7.31332933127222,0.0,0.0,0.48944349111236307,5.192839133001251,29.81404909702028
GT5_DRAINCLASS_Poorly_drained,86.0,2.946153849606584,7.812387729003335,0.0,0.0,0.0112312215677886,1.954179486152001,57.48989265949035
GT5_DRAINCLASS_Somewhat_excessively_drained,86.0,3.8551541160128746,7.413486722870028,0.0,0.0,0.0,4.0829776038113215,35.81252579666608
GT5_DRAINCLASS_Somewhat_poorly_drained,86.0,0.10369975512441698,0.7351870918175389,0.0,0.0,0.0,0.0,6.343281639559477
GT5_DRAINCLASS_Subaqueous,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_DRAINCLASS_Very_poorly_drained,86.0,8.617412268637246,9.529591166648785,0.0,2.1226918608985805,4.83836143906691,10.331016468535031,35.43489440627215
GT5_DRAINCLASS_Well_drained,86.0,15.162824181581197,19.044210152799852,0.0,0.0,4.951573839196424,30.749812762629396,72.06403311131422
GT5_DEP2WATTBL_0,86.0,8.804622944480473,11.395117138047478,0.0,1.8550952168592645,4.416509662115606,10.21716760633127,64.79787137999509
GT5_DEP2WATTBL_5,86.0,0.007599597729916202,0.054146188777083354,0.0,0.0,0.0,0.0,0.4692551462670511
GT5_DEP2WATTBL_8,86.0,2.7877800678282276,7.8264358206363775,0.0,0.0,0.0,0.598360712136436,57.48989265949035
GT5_DEP2WATTBL_10,86.0,0.0052682132119448045,0.03346257895146628,0.0,0.0,0.0,0.0,0.2260487453555033
GT5_DEP2WATTBL_15,86.0,0.08941122007303291,0.758103048246573,0.0,0.0,0.0,0.0,7.03288267154427
GT5_DEP2WATTBL_23,86.0,0.15193863659534088,0.8693213846987905,0.0,0.0,0.0,0.0,7.386512252395394
GT5_DEP2WATTBL_29,86.0,0.009475831871869981,0.05131500259465898,0.0,0.0,0.0,0.0,0.3355483361724531
GT5_DEP2WATTBL_30,86.0,0.28784800954530915,1.0830973034771916,0.0,0.0,0.0,0.0,8.69954616798072
GT5_DEP2WATTBL_38,86.0,0.12669160032674856,0.7463520879026675,0.0,0.0,0.0,0.0,6.343281639559477
GT5_DEP2WATTBL_45,86.0,0.2896253151553596,1.092352964500785,0.0,0.0,0.0,0.0,5.874054009353904
GT5_DEP2WATTBL_46,86.0,3.594072144003826,14.284850136111642,0.0,0.0,0.0,0.17098357413247128,95.28483515003492
GT5_DEP2WATTBL_48,86.0,0.06497541616149785,0.549221230903511,0.0,0.0,0.0,0.0,5.073260560895069
GT5_DEP2WATTBL_51,86.0,1.8778280490554793,5.089111678111006,0.0,0.0,0.0,0.0,27.66414218496936
GT5_DEP2WATTBL_54,86.0,0.06158101126860003,0.4693190947724108,0.0,0.0,0.0,0.0,4.259557598115542
GT5_DEP2WATTBL_60,86.0,2.411072094214003,8.483828420476966,0.0,0.0,0.0,0.0,56.95720983175618
GT5_DEP2WATTBL_61,86.0,3.7674909093049664,10.266115629334202,0.0,0.0,0.0,0.0,68.5437137872062
GT5_DEP2WATTBL_64,86.0,0.6632524512300014,1.7048440357638808,0.0,0.0,0.0,0.2561836219301187,9.007189630283266
GT5_DEP2WATTBL_66,86.0,2.068444684007815,6.20045117675341,0.0,0.0,0.0,0.0,31.171580256581176
GT5_DEP2WATTBL_68,86.0,0.03389850643299343,0.13055871466958763,0.0,0.0,0.0,0.0,0.8406770215312563
GT5_DEP2WATTBL_69,86.0,0.046199045242693845,0.2745982850356554,0.0,0.0,0.0,0.0,1.830814821701992
GT5_DEP2WATTBL_73,86.0,0.00013828015507030467,0.0012823574036199914,0.0,0.0,0.0,0.0,0.0118920933360462
GT5_DEP2WATTBL_76,86.0,0.03918788204633467,0.24720223081941678,0.0,0.0,0.0,0.0,1.7837391737063162
GT5_DEP2WATTBL_77,86.0,0.004949205956404636,0.04589704789533155,0.0,0.0,0.0,0.0,0.4256317122507987
GT5_DEP2WATTBL_82,86.0,0.021582844467080052,0.13833554084494568,0.0,0.0,0.0,0.0,1.2409814313169083
GT5_CLAY_0,86.0,0.6869313930707334,5.370162824599483,0.0,0.0,0.0,0.0,49.75272312531865
GT5_CLAY_0.1,86.0,0.0316059235911285,0.2060755168892917,0.0,0.0,0.0,0.0,1.7837391737063162
GT5_CLAY_0.2,86.0,0.0048261752526089765,0.035008436239245766,0.0,0.0,0.0,0.0,0.3076370107642263
GT5_CLAY_0.5,86.0,0.1058747070367701,0.5538312015195517,0.0,0.0,0.0,0.0,3.791993056581873
GT5_CLAY_1,86.0,27.03981347065413,34.429538505023956,0.0,0.0031008118445519,8.377258855298535,50.85911780718335,99.31389488295824
GT5_CLAY_1.3,86.0,0.040429047860688905,0.24224550633688766,0.0,0.0,0.0,0.0,2.1193577533266144
GT5_CLAY_1.5,86.0,0.10653156970900698,0.5374884391134074,0.0,0.0,0.0,0.0,4.243479885895783
GT5_CLAY_2,86.0,4.743390206104891,6.586627122908649,0.0,0.1965280719830451,2.2342996269580357,7.64127533663845,34.78811177141139
GT5_CLAY_2.5,86.0,9.151109557363908,19.03029894669158,0.0,0.0,0.0,5.291024313897184,99.87812058548124
GT5_CLAY_3,86.0,8.860895697754682,18.022809206923327,0.0,0.0,0.0263642758183977,11.859846085212961,95.28483515003492
GT5_CLAY_3.3000000000000003,86.0,0.39135867346176595,1.8816523190653331,0.0,0.0,0.0,0.0,16.439197999886705
GT5_CLAY_4,86.0,11.23370522312706,17.211233412222022,0.0,0.0,1.017639145910861,16.533503853857205,73.86209152824387
GT5_CLAY_4.5,86.0,1.7422843081379116,8.140494271563751,0.0,0.0,0.0,0.0,63.452106433658
GT5_CLAY_4.6000000000000005,86.0,0.020108054191244715,0.11542119675332864,0.0,0.0,0.0,0.0,1.027078614957172
GT5_CLAY_4.7,86.0,0.006216165066989663,0.04724295212949984,0.0,0.0,0.0,0.0,0.4256317122507987
GT5_CLAY_5,86.0,0.02896669764070889,0.21598379881358884,0.0,0.0,0.0,0.0,1.9849512877593007
GT5_CLAY_5.4,86.0,3.4465859081948365,7.194960610778931,0.0,0.0,0.0,3.386294237761089,35.81252579666608
GT5_CLAY_6,86.0,0.06819951248986054,0.2996242415214873,0.0,0.0,0.0,0.0,2.207669230847332
GT5_CLAY_6.5,86.0,0.31351662205759023,1.9661139028707844,0.0,0.0,0.0,0.0,13.485877151352875
GT5_CLAY_7,86.0,9.36960423424954,22.652657656073462,0.0,0.0,0.00544533296648255,1.2034240203247855,95.18914070731005
GT5_CLAY_7.2,86.0,0.004845753615968181,0.032321362971158424,0.0,0.0,0.0,0.0,0.2529904698443664
GT5_CLAY_7.3,86.0,0.02650821414654381,0.20602145941767708,0.0,0.0,0.0,0.0,1.8955923983034293
GT5_CLAY_7.5,86.0,3.883036936275367,9.378971997455073,0.0,0.0,0.0,0.05701736175981792,42.01621997947525
GT5_CLAY_8,86.0,2.9374214109552956,7.777516889496837,0.0,0.0,0.0,0.0,35.231385735595666
GT5_CLAY_9,86.0,0.09753452189438976,0.4705159554638975,0.0,0.0,0.0,0.0,3.146194271595322
GT5_CLAY_9.200000000000001,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_CLAY_9.5,86.0,0.2896253151553596,1.092352964500785,0.0,0.0,0.0,0.0,5.874054009353904
GT5_CLAY_10,86.0,0.004314797685209042,0.04001378761787663,0.0,0.0,0.0,0.0,0.3710726009279776
GT5_CLAY_10.6,86.0,8.740704953028722e-05,0.0008105796311607808,0.0,0.0,0.0,0.0,0.0075170062596047
GT5_CLAY_11.5,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_CLAY_13,86.0,0.10369975512441698,0.7351870918175389,0.0,0.0,0.0,0.0,6.343281639559477
GT5_CLAY_15,86.0,0.3397052044765149,1.7031831466449092,0.0,0.0,0.0,0.0,12.392671034782383
GT5_CLAY_19,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_CLAY_20.2,86.0,0.0052682132119448045,0.03346257895146628,0.0,0.0,0.0,0.0,0.2260487453555033
GT5_CLAY_25,86.0,0.08571799152745442,0.7583531561362663,0.0,0.0,0.0,0.0,7.03288267154427
GT5_CLAY_27,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_CLAY_27.5,86.0,0.04805744301561111,0.37671342109675937,0.0,0.0,0.0,0.0,3.470158933666176
GT5_CLAY_30,86.0,0.08041478736968775,0.5624667359280312,0.0,0.0,0.0,0.0,4.837619046540645
GT5_OM_0,86.0,0.5785200363409145,5.364974109025938,0.0,0.0,0.0,0.0,49.75272312531865
GT5_OM_05,86.0,0.30677158211910327,1.278945106179599,0.0,0.0,0.0,0.0,7.874197673899896
GT5_OM_08,86.0,0.020357154991195416,0.11374377668238647,0.0,0.0,0.0,0.0,0.8555887731438392
GT5_OM_0.1,86.0,0.002771531771341538,0.014394471638124148,0.0,0.0,0.0,0.0,0.109899253463022
GT5_OM_0.25,86.0,0.10665275708619813,0.6605854037527292,0.0,0.0,0.0,0.0,5.929065198110395
GT5_OM_0.3,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_OM_0.4,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_OM_0.7000000000000001,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_OM_0.75,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_OM_1,86.0,2.0457672086047367,3.224037972085572,0.0,0.0,0.7392239491589244,2.557468160079664,17.67538251436984
GT5_OM_1.5,86.0,9.245153318660579,18.992236893323362,0.0,0.0,0.05452607835948775,5.291024313897184,99.87812058548124
GT5_OM_1.74,86.0,0.032002423422364694,0.1592686046520419,0.0,0.0,0.0,0.0,1.0542542808121893
GT5_OM_2,86.0,3.149306973113503,14.425249542575346,0.0,0.0,0.0,0.0,95.28483515003492
GT5_OM_2.2,86.0,32.9586572688828,34.33697555700803,0.0,0.0,19.65674853999154,55.02958574524919,99.31389488295824
GT5_OM_2.3000000000000003,86.0,0.001283976694555315,0.0119071100224136,0.0,0.0,0.0,0.0,0.1104219957317571
GT5_OM_2.5,86.0,0.7005732627235465,1.7089094623716747,0.0,0.0,0.0,0.4724084356507082,9.007189630283266
GT5_OM_3,86.0,5.616085771986619,10.869777084270183,0.0,0.0,0.0,5.075285842154077,42.15877699045688
GT5_OM_3.35,86.0,0.0050162029985363656,0.028327572241928042,0.0,0.0,0.0,0.0,0.2174762039118125
GT5_OM_3.4,86.0,0.05003117026435469,0.28023102833133257,0.0,0.0,0.0,0.0,2.2228812615502127
GT5_OM_3.5,86.0,7.146648967900411,15.824943654588617,0.0,0.0,0.0584796881939759,1.9523066453555864,72.06403311131422
GT5_OM_3.8000000000000003,86.0,0.01285990511623057,0.07672795791129096,0.0,0.0,0.0,0.0,0.6430043823326159
GT5_OM_3.92,86.0,0.00938603777372784,0.06549783876792079,0.0,0.0,0.0,0.0,0.5559778941996141
GT5_OM_4,86.0,4.320230765636295,9.366460591970835,0.0,0.0,0.0,2.2742984770039585,42.01621997947525
GT5_OM_4.12,86.0,3.5943445078901575,7.219123293388661,0.0,0.0,0.0,4.184852013676167,35.81252579666608
GT5_OM_4.13,86.0,0.08014387084451376,0.31347955754072054,0.0,0.0,0.0,0.0,2.173935913243193
GT5_OM_4.5,86.0,0.35778630884206925,2.492072279047558,0.0,0.0,0.0,0.0,21.971570092800167
GT5_OM_4.97,86.0,0.0052682132119448045,0.03346257895146628,0.0,0.0,0.0,0.0,0.2260487453555033
GT5_OM_5,86.0,0.007599597729916202,0.054146188777083354,0.0,0.0,0.0,0.0,0.4692551462670511
GT5_OM_59,86.0,1.8561070335095715,5.693377296522514,0.0,0.0,0.0,0.0,37.13290003445498
GT5_OM_5.5,86.0,2.1282961288851396,4.688912356308989,0.0,0.0,0.0,1.7652208265064302,25.93777789846505
GT5_OM_5.75,86.0,0.014703937867557536,0.12774774419798995,0.0,0.0,0.0,0.0,1.182824054631
GT5_OM_6,86.0,0.8113451592971042,2.929834783979043,0.0,0.0,0.0,0.18538913079985095,23.025929008489125
GT5_OM_6.4,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_OM_6.5,86.0,0.04805744301561111,0.37671342109675937,0.0,0.0,0.0,0.0,3.470158933666176
GT5_OM_6.7,86.0,0.004845753615968181,0.032321362971158424,0.0,0.0,0.0,0.0,0.2529904698443664
GT5_OM_6.9,86.0,0.028834391819786958,0.20564575248683953,0.0,0.0,0.0,0.0,1.7837391737063162
GT5_OM_7,86.0,0.008226368747078671,0.07108896003013163,0.0,0.0,0.0,0.0,0.6579739164258166
GT5_OM_71,86.0,2.3518266476585725,6.030612408736127,0.0,0.0,0.0,0.0,29.5465623404833
GT5_OM_7.75,86.0,0.4059792599610548,1.8816310203760716,0.0,0.0,0.0,0.0,16.439197999886705
GT5_OM_8,86.0,0.012746427588230962,0.06446686983358284,0.0,0.0,0.0,0.0,0.4541331248620843
GT5_OM_8.3,86.0,0.040429047860688905,0.24224550633688766,0.0,0.0,0.0,0.0,2.1193577533266144
GT5_OM_8.34,86.0,0.023525068222697787,0.1909728072057718,0.0,0.0,0.0,0.0,1.7580043667629732
GT5_OM_9.5,86.0,0.020315885356495023,0.1372774420884368,0.0,0.0,0.0,0.0,1.2409814313169083
GT5_OM_10,86.0,7.124087454978969,18.04446619469346,0.0,0.0,0.0,0.0,71.14359725071388
GT5_OM_11,86.0,0.007066775574821707,0.06553458067418387,0.0,0.0,0.0,0.0,0.6077426994346667
GT5_OM_12,86.0,0.20292489040765183,0.9490087272287685,0.0,0.0,0.0,0.0,6.875264128809954
GT5_OM_14,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_OM_25,86.0,0.0006887596154080778,0.0048911953072542065,0.0,0.0,0.0,0.0,0.042266293783819
GT5_NLEACHING_,86.0,0.5785200363409145,5.364974109025938,0.0,0.0,0.0,0.0,49.75272312531865
GT5_NLEACHING_High,86.0,71.90816666822894,25.16398088894325,0.2664350606387136,52.0918756906207,83.48027462076125,91.55834457567252,100.00000047013668
GT5_NLEACHING_Low,86.0,10.009491336773298,13.506719130012584,0.0,1.7457125739586834,4.427004458104229,12.167719879529278,71.14354040385376
GT5_NLEACHING_Moderate,86.0,4.981642698240285,8.555856503735486,0.0,0.0,0.4031667225711191,6.369574072099164,38.39741248429765
GT5_NLEACHING_Not_rated,86.0,4.699350829405866,8.792905630502403,0.0,0.273608257719298,2.1468525366466755,5.405945141908752,69.45927951516228
GT5_COVERNAME_,86.0,0.5788984389951483,5.368483196077708,0.0,0.0,0.0,0.0,49.78526506797024
GT5_COVERNAME_Bare_Land,86.0,0.8381021095865199,1.766071117245922,0.0,0.11064140406243123,0.30443331100420523,0.8852978535697419,14.485059948696238
GT5_COVERNAME_Cultivated,86.0,1.4905037568680823,2.6401011922622195,0.0,0.0,0.017860338909927997,2.2236786845453853,15.944845640268952
GT5_COVERNAME_Deciduous_Forest,86.0,29.66144365068462,15.709359099556707,0.3809106171142704,18.197053964271365,27.580971399332434,37.71461761361574,75.57850236157377
GT5_COVERNAME_Developed_Open_Space,86.0,11.1170063809743,6.609549811035884,0.1015242997318155,5.816156812341879,10.686608096850875,13.960527644167115,38.26136883546473
GT5_COVERNAME_Estaurine_Aquatic_bed,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT5_COVERNAME_Estuarine_Emergent_Wetland,86.0,0.02092445390339541,0.11557128341262392,0.0,0.0,0.0,3.436850808627827e-06,0.9407057457760224
GT5_COVERNAME_Estuarine_Forested_Wetland,86.0,0.0011561147645416953,0.010721367263369527,0.0,0.0,0.0,0.0,0.0994258697505858
GT5_COVERNAME_Estuarine_Scrub/Shrub_Wetland,86.0,2.7562423697975577e-05,0.00024447245013239677,0.0,0.0,0.0,0.0,0.0022659677397705
GT5_COVERNAME_Evergreen_Forest,86.0,20.503558090974092,16.972930011504925,0.0,5.17042032159811,19.877513490124066,30.030497978655287,81.82043499310133
GT5_COVERNAME_Grassland,86.0,2.743749460676009,2.1020685143266675,0.0,1.2222184406748564,2.4375606895503443,3.6305703336637314,9.63389684497769
GT5_COVERNAME_Impervious,86.0,11.96331473563124,9.534488600305318,0.0825907232052922,5.37104775530554,9.363417799795343,15.154876275234155,50.48280805449765
GT5_COVERNAME_Palustrine_Aquatic_Bed,86.0,0.15391577488725242,0.28969010102226306,0.0,0.0,0.01040292949654845,0.14176876992765367,1.3747393755076036
GT5_COVERNAME_Palustrine_Emergent_Wetland,86.0,0.3981860993216471,0.8786840836242089,0.0,0.007860666804908075,0.14919308827402933,0.4082118777585142,7.297356685317774
GT5_COVERNAME_Palustrine_Forested_Wetland,86.0,8.053909786734627,8.181095010879423,0.0,2.3356821051672734,5.14731852059528,10.378512733602834,44.34244013037421
GT5_COVERNAME_Palustrine_Scrub/Shrub_Wetland,86.0,0.7519231821707026,1.4101536928831113,0.0,0.0634464229752589,0.2861774165029507,0.6952174818671994,9.129101983442586
GT5_COVERNAME_Pasture/Hay,86.0,1.4951260574041099,3.2303821562180834,0.0,0.0,0.0116111568296954,0.9990784301810606,15.686643832879248
GT5_COVERNAME_Scrub/Shrub,86.0,1.8302370249870785,4.305891641335452,0.0,0.2775442229447521,0.5811934872757263,1.602014319584075,35.5710970703638
GT5_COVERNAME_Unconsolidated_Shore,86.0,0.0005273161878156024,0.0029136365521342435,0.0,0.0,0.0,0.0,0.0234541293112481
GT5_COVERNAME_Water,86.0,0.5746609150361981,1.0548054520840076,0.0,0.015145374195642675,0.10486661981304471,0.5282320396092796,4.852701976853535
GT5_USEGENNAME_,86.0,0.5788984389951483,5.368483196077708,0.0,0.0,0.0,0.0,49.78526506797024
GT5_USEGENNAME_Agriculture,86.0,2.7701453893315673,6.664975214410928,0.0,0.0,0.0444802238760246,2.0589558070578855,47.69110590513498
GT5_USEGENNAME_Commercial,86.0,4.290270400447033,7.619732752390888,0.0,0.11810096704052045,1.7842523065839409,3.7393432515594305,44.38152142302285
GT5_USEGENNAME_Forest,86.0,0.30677636374635386,1.22309616289633,0.0,0.0,0.0,0.0,10.267052292833316
GT5_USEGENNAME_Industrial,86.0,0.8868886802094367,3.1820533274706757,0.0,0.0,0.0,0.21557279980354888,26.53575537767317
GT5_USEGENNAME_Mixed_use__other,86.0,0.5644666381783336,2.1362960437558582,0.0,0.0,0.0,0.011873778568498349,17.716769235590256
GT5_USEGENNAME_Mixed_use__primarily_commercial,86.0,0.07105615461834515,0.3744024829699972,0.0,0.0,0.0,0.0,2.6235758632636013
GT5_USEGENNAME_Mixed_use__primarily_residential,86.0,0.6428418037395377,1.8821080613553427,0.0,0.0,0.0,0.2613011362041163,10.206128926766349
GT5_USEGENNAME_Open_land,86.0,18.37037880717837,14.43085274790968,0.2129436855297255,7.536230452671304,14.27953701316498,25.46799256088787,58.27170764127506
GT5_USEGENNAME_Recreation,86.0,0.23566380596085687,0.7814165094706073,0.0,0.0,0.0,0.0,5.949377091336686
GT5_USEGENNAME_Residential___multi_family,86.0,4.658685987153052,5.86213239999514,0.0,1.4350824666543043,2.5580358657974847,5.4373520242721485,35.21434238463754
GT5_USEGENNAME_Residential___other,86.0,1.3922901251228688,4.856040839461645,0.0,0.0,0.0,0.07171009843514205,33.409542467365256
GT5_USEGENNAME_Residential___single_family,86.0,30.015870710552996,16.370900635532024,0.3332557728514396,17.351891833599026,28.729744771955644,38.887087397615744,72.88874376861064
GT5_USEGENNAME_Right_of_way,86.0,7.264094147265042,4.510905499248853,0.0839222733012689,4.436434335636721,7.065046615314989,9.18445188109876,28.78147620714147
GT5_USEGENNAME_Tax_exempt,86.0,14.523512838882375,16.967034207415537,0.0,2.084588697103967,10.397477019110429,20.510888021942797,88.14346601476859
GT5_USEGENNAME_Unknown,86.0,5.191647295584464,14.008736853835135,0.0,0.0,0.04425288823022875,1.9769188434730958,82.99629900435967
GT5_USEGENNAME_Water,86.0,0.41368332524531004,1.1984381898320169,0.0,0.0,0.00096585308517925,0.12483522149099846,6.841549987268556
GT5_CRANBERRY_0,86.0,91.3182770615251,19.871849401497695,1.0000000000000002,96.20055282354966,99.99999999999996,100.0,100.00000000000004
GT5_CRANBERRY_1,86.0,0.858894506001873,1.6705784383504,0.0,0.0,0.0,1.226906962610854,10.10355886628104
GT5_ACTIVE_0,86.0,91.36806978181006,19.882072293424844,1.0000000000000002,96.20055282354966,99.99999999999996,100.0,100.00000000000004
GT5_ACTIVE_1,86.0,0.8091017857168968,1.6619191205609627,0.0,0.0,0.0,1.0213027139793514,10.10355886628104
GT5_HSG_D,86.0,15.247552174582658,20.622851144851534,0.0,2.2228304091272806,5.287743159397614,17.388073888361664,94.85557659949752
GT5_HYDRIC,86.0,15.824207344357266,15.8884025048232,0.0,4.385539226891144,10.391510432260596,21.126482064236207,71.14359725071388
GT5_NaturalCover,86.0,67.02744759974235,19.865359178358347,0.8052605321612595,57.57812591029044,73.07480252172007,79.95912133847334,95.51975794973464
GT5_Use_Res,86.0,36.06684682282891,18.834543021112566,0.3965978166999551,22.356455706112172,33.50038463314175,49.3504195202963,86.10722187573293
GT5_Use_ResComMix,86.0,41.63548181981216,19.136586155554514,0.4636102251948343,29.29497209299834,38.89945190547848,55.21018860683657,86.23955790274952
GT5_Use_Mix,86.0,1.2783645965362163,3.1317907069848157,0.0,0.0,0.0,0.8980931913308281,17.716769235590256
LE5_Shape_Area,86.0,777741.940011556,1311491.1225891192,13759.742758964909,83498.5817304254,188921.33764869618,677380.9566928174,6324744.3073243145
LE5_SLOPE_,86.0,0.9141192593352554,8.477193270460262,0.0,0.0,0.0,0.0,78.61425630283196
LE5_SLOPE_0,86.0,24.89893189849286,28.812478041073486,0.0,0.0,14.20724080969738,41.30599291749675,92.2064880490324
LE5_SLOPE_A,86.0,41.789085216348376,32.86015817630619,0.0,10.68189575634078,34.896560499331784,69.08173907321722,100.00000076429328
LE5_SLOPE_B,86.0,14.29631635835263,18.233706068514795,0.0,1.8611399120929586,7.665698464188111,19.061936018061402,99.84651775584824
LE5_SLOPE_C,86.0,5.6515401664475995,10.342509882286384,0.0,0.07762812675909878,1.5531562672828358,5.591241286410851,62.38235814765648
LE5_SLOPE_D,86.0,3.3868356738492835,7.081556489480329,0.0,0.0,0.5000197082728021,4.089605226094777,54.59927699315374
LE5_SLOPE_E,86.0,0.2519743575788995,1.0512570652232196,0.0,0.0,0.0,0.0,7.50894792971329
LE5_FRMLNDCLS_,86.0,0.9141192593352554,8.477193270460262,0.0,0.0,0.0,0.0,78.61425630283196
LE5_FRMLNDCLS_All_areas_are_prime_farmland,86.0,4.30443118482166,11.552768843048678,0.0,0.0,0.0,1.715515511031902,78.9059024048497
LE5_FRMLNDCLS_Farmland_of_statewide_importance,86.0,7.715525235847957,16.279489844067704,0.0,0.0001882603139914,0.7778560079860728,5.774321718770209,99.84651775584824
LE5_FRMLNDCLS_Farmland_of_unique_importance,86.0,8.2378989159193,16.2554923384462,0.0,0.0,0.29257093371643617,8.758337583345114,82.49552671574317
LE5_FRMLNDCLS_Not_prime_farmland,86.0,70.00571806014372,29.48644313270188,0.1534825364583842,55.82853108158356,80.16646496700366,94.81139311024563,100.00000900275856
LE5_HYDROLGRP_,86.0,0.9141192593352554,8.477193270460262,0.0,0.0,0.0,0.0,78.61425630283196
LE5_HYDROLGRP_A,86.0,20.53525179064281,21.446078070731566,0.0,5.76856724357634,13.481872248449777,25.96195702729122,99.84651775584824
LE5_HYDROLGRP_A/D,86.0,9.900768942352874,19.231970762947384,0.0,0.0,0.28547540858088727,11.563382618073513,89.90826384872403
LE5_HYDROLGRP_B,86.0,1.727343958139042,7.918784025741635,0.0,0.0,0.0,0.0010597668567129,67.5023368391215
LE5_HYDROLGRP_B/D,86.0,23.726125534185293,27.882932940731525,0.0,1.8919511762553431,9.700872176937107,44.95967590896134,96.25189616139896
LE5_HYDROLGRP_C,86.0,2.029697798319599,8.384501987120451,0.0,0.0,0.0,0.0,69.4727164609973
LE5_HYDROLGRP_C/D,86.0,1.3839470506809954,4.171304231154921,0.0,0.0,0.0,0.0,23.12227459709237
LE5_HYDROLGRP_D,86.0,6.172864522083638,18.541144710640573,0.0,0.0,0.0,0.14931102224875695,92.09053823465293
LE5_HYDRCRATNG_,86.0,0.9141192593352554,8.477193270460262,0.0,0.0,0.0,0.0,78.61425630283196
LE5_HYDRCRATNG_No,86.0,26.27228644114794,24.180470529027634,0.4533729719671724,8.49297552130254,17.275622830262904,35.10977519929409,99.84651775584824
LE5_HYDRCRATNG_Unranked,86.0,20.88178322559952,28.350660191998813,0.0,0.0,5.999800107487873,31.69802438649798,92.2064880490324
LE5_HYDRCRATNG_Yes,86.0,39.095292399984885,32.06156417295661,0.0,9.417996356725386,33.26208887902377,67.6611621860724,98.31292058492646
LE5_DRAINCLASS_,86.0,0.9141192593352554,8.477193270460262,0.0,0.0,0.0,0.0,78.61425630283196
LE5_DRAINCLASS_Excessively_drained,86.0,17.225032976788995,19.100083969903466,0.0,4.13272444735955,11.082930144366653,21.447014529641677,99.84651775584824
LE5_DRAINCLASS_Moderately_well_drained,86.0,2.828654069505307,5.942017648123722,0.0,0.0,0.06870106363278425,2.9532161547778215,32.25817205467206
LE5_DRAINCLASS_Poorly_drained,86.0,2.022576205368928,5.527355852332917,0.0,0.0,0.0,1.1639282858670914,31.266765343039545
LE5_DRAINCLASS_Somewhat_excessively_drained,86.0,1.4000111393737806,5.322314294932614,0.0,0.0,0.0,0.0422810312035604,28.92467563769176
LE5_DRAINCLASS_Somewhat_poorly_drained,86.0,0.6151107213393757,5.677615776616407,0.0,0.0,0.0,0.0,52.65435626792176
LE5_DRAINCLASS_Subaqueous,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LE5_DRAINCLASS_Very_poorly_drained,86.0,37.072716194615985,30.823478021987817,0.0,9.13423124152563,31.829840079643738,66.33603500909993,98.16708066742312
LE5_DRAINCLASS_Well_drained,86.0,4.2034775341404895,11.850938209874778,0.0,0.0,0.0,0.7600637566395093,69.4727164609973
LE5_DEP2WATTBL_0,86.0,36.46988584889357,30.138366430984853,0.0,6.236408865502439,33.26208887902377,61.40972402530646,96.25189616139896
LE5_DEP2WATTBL_5,86.0,0.03539794263066362,0.19869701107972526,0.0,0.0,0.0,0.0,1.5035563429384116
LE5_DEP2WATTBL_8,86.0,2.8246753194523673,6.185237526849037,0.0,0.0,0.0,2.5870781171103236,31.266765343039545
LE5_DEP2WATTBL_10,86.0,0.0064775978517857815,0.05560710417863449,0.0,0.0,0.0,0.0,0.5144136411675011
LE5_DEP2WATTBL_15,86.0,0.08242628954111338,0.42647693838435335,0.0,0.0,0.0,0.0,3.633831108139004
LE5_DEP2WATTBL_23,86.0,0.0031670374615901374,0.029369897179730063,0.0,0.0,0.0,0.0,0.2723652216967518
LE5_DEP2WATTBL_29,86.0,0.003464063489143418,0.027543765341810172,0.0,0.0,0.0,0.0,0.251772456781959
LE5_DEP2WATTBL_30,86.0,0.36960857829939997,1.2216382593456836,0.0,0.0,0.0,0.0,5.784769745269659
LE5_DEP2WATTBL_38,86.0,0.8950187798318123,6.189487207068127,0.0,0.0,0.0,0.0,52.65435626792176
LE5_DEP2WATTBL_45,86.0,0.1494475007217121,0.6424916591436762,0.0,0.0,0.0,0.0,3.48025604326079
