Region_MEP,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_NaturalCover,beta_LE5_Use_ResComMix,beta_COVERNAME_Impervious,se_Intercept,se_NaturalCover,se_LE5_Use_ResComMix,se_COVERNAME_Impervious,t_Intercept,t_NaturalCover,t_LE5_Use_ResComMix,t_COVERNAME_Impervious,p_Intercept,p_NaturalCover,p_LE5_Use_ResComMix,p_COVERNAME_Impervious,sumW_Intercept,sumW_NaturalCover,sumW_LE5_Use_ResComMix,sumW_COVERNAME_Impervious
Cape Cod > Popponesset > Santuit River,-70.451724,41.627395,0.37031818852839765,0.34282230594383994,0.09837755702813918,0.2719406315002585,0.4132952387037432,0.0956172871370014,-0.031533830243839774,0.08691288194260607,0.6663859139366233,0.13302618166616553,0.13099156887546506,0.14102461781922504,0.1339844926185901,0.718785474704196,-0.2407317548339259,0.6162958161958426,4.973604787485409,0.47493071088746297,0.8105447221903151,0.5399198711469243,5.35589666831418e-06,33.40452570653645,37.990445760428614,37.990445760428614,28.926332069416226
Cape Cod > Sandwich > Shawme Lake,-70.50018100000001,41.758167,-1.2409303566123566,-0.6823663144985752,-0.7769805746428327,-0.46394978196952397,0.3970671984969789,0.04139669018092428,-0.036042161230029277,0.04898287342712065,0.6652282046402778,0.13596359382802095,0.1312032411248924,0.14111955891622982,0.13741274446820914,0.3044689318324916,-0.2747048085170452,0.3471019453525747,4.841095396316608,0.7617741455806221,0.7844418826113999,0.7296715741095117,8.726119619698364e-06,27.51733801664634,33.511055137310564,33.511055137310564,24.31735865472
Cape Cod > Sandwich > Springhill Creek,-70.47208499999999,41.748438,-1.0034232007838255,-0.6956688505260841,-0.3324064274934983,-0.6710167732903272,0.39478462808818304,0.05735206082135551,-0.033657706178910375,0.054463374871852044,0.6511547333810539,0.13591372379433392,0.12948787846371074,0.13800787195111308,0.13801666295769335,0.42197402308056287,-0.2599293970851721,0.39463962527546803,4.717942887668964,0.6744805038368282,0.7957658405329842,0.6944417339487905,1.3672117215232726e-05,28.158956581274083,35.83947904239442,35.83947904239442,24.63098923648164
Cape Cod > Scorton > Long Creek,-70.44036700000001,41.749340000000004,-0.5873106637722394,-0.5521887368886009,0.02638412171983824,-0.6136947854920777,0.38821029163553544,0.07613561302817796,-0.030371630607999016,0.059089987259280524,0.6147658941412648,0.137667359361665,0.12716511783832193,0.13355668697203574,0.13854143864245438,0.5530404111853603,-0.23883617712377372,0.44243376051738137,4.4374152612045785,0.5821929589080248,0.8120078447517262,0.6596906260281775,3.7343136299723676e-05,27.10239787651274,38.29513314217455,38.29513314217455,25.626635543996173
Cape Cod > Scorton > Scorton Creek,-70.40708959999999,41.730245399999994,-0.6880136978435366,-0.5446118998665931,-0.06486209106332042,-0.6231516067802162,0.38581945259893535,0.10750759445923658,-0.027723503936594014,0.06485285975675431,0.5894718690088373,0.13924375055134713,0.1261641816247577,0.1314744531900292,0.14106361668646258,0.7720820075123758,-0.21974147955122725,0.4932734701167986,4.178766168451762,0.4429525542787821,0.8267829527760696,0.6235345077613261,9.202329722438806e-05,27.797735469359807,40.59076829845343,40.59076829845343,26.245315417463967
Cape Cod > Swan Pond > Un-Named Creek,-70.130337,41.685337,-0.6728132398705107,-1.1790008023810357,0.3572887644043425,-1.0301020042748532,0.33708161754552146,0.0931450044058136,-0.0083813312793448,0.08586168916310619,0.2638753769203771,0.13860641161181578,0.12592358156628197,0.12572677804754068,0.1378878567482239,0.6720107917278573,-0.06655886987246425,0.6829228466400338,1.913695543199282,0.5040338968192883,0.9471436661413724,0.4971593347414308,0.06020479247307293,29.92979453089851,44.91716797106207,44.91716797106207,25.73481487210185
Cape Cod > Three Bays > Little River,-70.428474,41.626419,-0.2529005883656679,-0.1987283091224533,0.0037725139187474374,-0.25667310228441537,0.4126935027627021,0.11095416782688705,-0.03127220584214597,0.08848258913170384,0.6517949759286723,0.1333918545300115,0.1308303386382586,0.14113968624456077,0.13528799477190762,0.8317911780881924,-0.23902870058765607,0.626915019340379,4.817833075488948,0.4086686059837925,0.8118592126279166,0.5329803147216366,9.501873702343534e-06,32.78394568850809,37.97713981780755,37.97713981780755,27.73336058046968
Cape Cod > Three Bays > Marstons Mill River,-70.416578,41.656117,0.28101549793686975,0.2701305866554108,0.19127973012868182,0.08973576780818793,0.40817137513598134,0.11569290521135167,-0.032767280072008104,0.07840622946989717,0.6337694480973086,0.1347717565369116,0.13117622954116712,0.14160423932833557,0.13801560865887755,0.8584358339179577,-0.249795867640217,0.5536997327325621,4.5920128473566155,0.3939061740546409,0.8035579388673149,0.5817442882310644,2.1534098238638782e-05,32.20651484016703,37.62258621181307,37.62258621181307,27.29579796630008
Cape Cod > Waquoit Bay > Childs River,-70.52713,41.585572,-1.38913482184936,-0.891123458854252,-0.6223608721922684,-0.7667739496570916,0.41616773684165886,0.06720480622868445,-0.02908676987401554,0.07863416938151527,0.7303717187240688,0.1333684319840656,0.13058590460124306,0.13422212856454668,0.1409488682270929,0.5039033992445368,-0.2227405014563774,0.5858510084922437,5.181820385725369,0.616086914936296,0.8244580602898225,0.5600686541181328,2.46344902458366e-06,33.08332736266777,37.789180760200104,37.789180760200104,26.610672548705903
Cape Cod > Wellfleet > Fresh Brook,-69.988127,41.890671000000005,-0.8134174761210009,-0.28595696833916573,-0.19628747075722994,-0.6171300053637709,0.3068164245309105,0.026168986084551534,-0.008529456410167538,0.08611022320080577,0.19839216435745483,0.14402567124693194,0.12927103923250016,0.12838169200067953,0.1478267955155942,0.18169667850174306,-0.06598118542875564,0.670736004946484,1.3420582084966222,0.8564041159035625,0.9476017433212499,0.5048403464437048,0.18439396216309703,24.61744612119853,39.44555249013709,39.44555249013709,22.18460323880357
Cape Cod > Wellfleet > Hatches Creek,-69.993934,41.876602,1.7687603220467876,1.3767833461519,0.2920401961688682,1.4767201258779195,0.3078284613827448,0.027618019131435537,-0.008401504586806403,0.08614006268280604,0.20156907149421904,0.14360418948821196,0.12912919331820039,0.1282792661895149,0.1463697218756327,0.1923204276272359,-0.06506278224865387,0.6715041739913447,1.3771227335219511,0.8481098102735333,0.9483300312301666,0.504354307589351,0.17334792082009143,25.28339428976248,39.98934963595264,39.98934963595264,23.058929570623334
Cape Cod > Wellfleet > Herring River,-70.05724599999999,41.943477,0.02450776964205627,0.44937827345353254,-0.18014288644958126,0.20465065609163755,0.30985498324847816,0.029286592757204702,-0.011114618030292008,0.08333254897393075,0.193206912211648,0.14294928504590507,0.12819266402635535,0.1272750992809435,0.15427061268634645,0.2048740065247612,-0.08670244989999533,0.6547435393468821,1.2523896084114507,0.838331049328901,0.9311830128299644,0.5150163120601399,0.21505720460106792,21.846910671835296,38.74481709878576,38.74481709878576,17.688348216777733
Cape Cod > WestFalmouth > Mashapaquit Creek,-70.66326084,41.616084,-0.6367121521845739,-0.7607517387227855,0.20950201249321712,-0.846214164677791,0.4124684353327791,0.027228771692425824,-0.030569953272013894,0.05895428506600053,0.7580809225748373,0.1351581609684101,0.13291600060594724,0.13527572602245336,0.15292932710789459,0.20145858376091608,-0.22999453137808346,0.4358083064822374,4.957067012006118,0.8409890716853305,0.8188411688397754,0.6644654807725039,5.693860587596905e-06,31.266319074013268,33.92639183965789,33.92639183965789,24.489623005239615
Cape Cod > Wild Harbor > Wild Harbor River,-70.6303,41.633655,-0.4334060267953516,-0.3677483505674606,-0.06695371773477303,-0.3664523090605786,0.41217708903126726,0.03146920285059858,-0.03145829547632544,0.06262268437206202,0.7579566776816992,0.13484479799982532,0.13285315744967321,0.1365938904358781,0.15047592003289786,0.2333735028520666,-0.23678997232897772,0.4584588971895436,5.037062923529496,0.8162280137847477,0.8135879850797556,0.6482004216472774,4.232141149487244e-06,31.91485113857825,34.562871977557144,34.562871977557144,25.080324946830572
Islands > Menemsha > Black Brook,-70.797453,41.326807,-0.6671130681306259,-0.6876729561001631,0.020912447897568825,-0.6880255160281947,0.41837103819801913,0.025018105136452598,-0.02427065767732461,0.04536870542408246,0.7475163998094042,0.14315458306273923,0.13308507491009186,0.1369504706185949,0.1725536081527713,0.1747628654367853,-0.1823694933013421,0.3312782002073849,4.332082115301735,0.8618264019809314,0.8558783352775086,0.7415337894856799,5.4078491581480606e-05,20.474650216377693,26.492337986590385,26.492337986590385,14.95452246570185
Islands > Menemsha > Pease Point Brook,-70.760293,41.345669,-0.5778103775390981,-0.1596773531091797,-0.6589641670150302,0.0811537894759321,0.4187983960677827,0.02881607102373781,-0.024295217779828075,0.047812670882309144,0.7478431631555649,0.14225707386246345,0.13266096525199222,0.13597303636322658,0.17064263853117534,0.20256336111340006,-0.1831376526899138,0.35163347205534573,4.382510547145218,0.8401290838615673,0.855278126369102,0.726286549839628,4.531601035762618e-05,21.473206404464953,27.654309438434815,27.654309438434815,15.73572330945742
Islands > Menemsha > Un-named Brook,-70.762214,41.352459,-0.4068052253425559,0.007744651849072248,-0.6517268083047449,0.24492158296218902,0.41861891498777426,0.028327842137129938,-0.024404150353434496,0.04777065642476177,0.7481027473379234,0.14205176788114193,0.13267206476250507,0.13590737712113118,0.1702812697191715,0.19941914528534774,-0.1839433975578817,0.3514942119895733,4.393335500561495,0.8425771341286968,0.8546486418016045,0.7263904952359364,4.3623382179025296e-05,21.738746188244033,27.832478639860803,27.832478639860803,15.976109872303821
Islands > Tashmoo > Fish Ladder,-70.62234000000001,41.448448,-0.37640430939650416,-0.0650532154293409,-0.46205331228631746,0.08564900288981331,0.4195368422128414,0.04836759793342126,-0.0250997106588322,0.06125759608551852,0.7500157175923783,0.13711612064299403,0.1308186174355135,0.1315460150508271,0.1587195176043417,0.35274917133452766,-0.19186650303199387,0.46567428182335774,4.725415808420161,0.7254539648538454,0.8484638589213189,0.6430545722472755,1.3306367567520542e-05,26.939266392912756,33.311612463774765,33.311612463774765,19.976395104931832
